AGS,mun_name,share_alg2_sgb2,share_bg_single_parent,share_bg_5plus,share_bg_with_children,share_sgb2_with_housing_costs,unemp_count,share_longterm_unemp,unemp_u25_per_1000,unemp_55plus_per_1000,income_tax_per_capita,purchasing_power,trade_tax_per_capita,tax_revenue_total,pop_total,pop_female,pop_male,pop_corrected,share_age_0_3,share_age_3_6,share_age_6_18,share_age_18_25,share_age_25_30,share_age_30_50,share_age_50_65,share_age_65_75,share_age_65plus,share_age_75plus,natural_pop_change,migration_balance,working_age_15_65_count,old_age_dependency,youth_dependency,young_old_ratio,households_total,share_single_households,share_households_with_children,share_hh_income_high,share_hh_income_medium,share_hh_income_low,students_total_per_1000,students_18_25_per_1000,students_fh_per_1000,gp_general_per_1000,gp_primary_per_1000,internists_per_1000,pediatricians_per_1000_children,doctors_total_per_1000,share_bb_1000mbit,share_bb_100mbit,share_bb_50mbit,share_4g,dist_supermarket_m,dist_pharmacy_m,dist_gp_m,dist_public_transport_m,dist_primary_school_m,pop_density_per_km2,employment_density_per_km2,share_alg2_sgb2_year,share_bg_single_parent_year,share_bg_5plus_year,share_bg_with_children_year,share_sgb2_with_housing_costs_year,unemp_count_year,share_longterm_unemp_year,unemp_u25_per_1000_year,unemp_55plus_per_1000_year,income_tax_per_capita_year,purchasing_power_year,trade_tax_per_capita_year,tax_revenue_total_year,pop_total_year,pop_female_year,pop_male_year,pop_corrected_year,share_age_0_3_year,share_age_3_6_year,share_age_6_18_year,share_age_18_25_year,share_age_25_30_year,share_age_30_50_year,share_age_50_65_year,share_age_65_75_year,share_age_65plus_year,share_age_75plus_year,natural_pop_change_year,migration_balance_year,working_age_15_65_count_year,old_age_dependency_year,youth_dependency_year,young_old_ratio_year,households_total_year,share_single_households_year,share_households_with_children_year,share_hh_income_high_year,share_hh_income_medium_year,share_hh_income_low_year,students_total_per_1000_year,students_18_25_per_1000_year,students_fh_per_1000_year,gp_general_per_1000_year,gp_primary_per_1000_year,internists_per_1000_year,pediatricians_per_1000_children_year,doctors_total_per_1000_year,share_bb_1000mbit_year,share_bb_100mbit_year,share_bb_50mbit_year,share_4g_year,dist_supermarket_m_year,dist_pharmacy_m_year,dist_gp_m_year,dist_public_transport_m_year,dist_primary_school_m_year,pop_density_per_km2_year,employment_density_per_km2_year
01001000,"Flensburg, Stadt",37.26,57.68,6.77,33.59,40.24,4131,32.03,3.51,5.72,409.91,26301.48,935.82,1593.14,96431,48878,47553,96431,2.54,2.69,10.32,10.39,8.58,25.72,19.74,9.74,20.01,10.27,-4.01,5.26,64697,29.83,19.22,73.78,1.84,53.65,21.27,23.03,49.82,27.15,94.69,91.09,32.5,3.53,6.34,1.97,7.26,19.95,98.69,99.53,99.68,100,450.9,616.48,481.43,168.99,592.08,1699.82,2518.67,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01002000,"Kiel, Landeshauptstadt",36.87,57.06,7.49,32.43,41.91,10581,35.22,2.76,6.05,482.25,26792.26,1049.63,1722.74,251751,128671,123080,251751,2.55,2.51,9.89,10.42,9.52,26.28,19.53,9.42,19.3,9.88,-2.9,9.04,171806,28.29,18.25,71.19,1.85,53.94,20.95,20.04,49.17,30.79,138.19,132.67,32.87,3.96,6.44,1.72,7.93,22.63,94.95,98.86,99.13,100,424.34,473.49,357.93,183.46,554.93,2121.8,3229.41,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01003000,"Lübeck, Hansestadt",37.73,57.9,6.4,32.11,40.24,9216,38.02,3.72,5.89,477.46,28153.49,704.09,1411.67,217061,112798,104263,217061,2.32,2.46,10.31,7.86,6.97,24.83,21.91,10.91,23.34,12.43,-6.74,11.31,139437,36.34,19.33,62.91,1.88,52.05,22.79,20.56,49.52,29.93,63.2,80.43,24.21,4.3,6.99,1.99,7.8,21.7,90.73,97.74,98.19,100,535.97,775.96,506.18,206.7,553.84,1013.4,1504.65,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01004000,"Neumünster, Stadt",38.35,55.31,7.13,35.28,38.08,3604,37.71,4.5,6.11,424.01,27680.96,924.1,1568.64,79461,40017,39444,79461,2.59,2.58,10.96,7.84,6.18,24.35,22.56,11.15,22.94,11.79,-7.2,14.46,50816,35.87,20.5,69.52,1.98,46.7,26.47,24.21,49.35,26.44,0,0,0,2.79,5.71,1.65,6.77,15.09,97.79,98.74,98.95,100,528.51,679.39,800.85,175.44,671.77,1108.86,1711.92,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051001,Albersdorf,38.52,54.48,5.52,33.1,37.42,123,23.58,4.81,4.71,369.34,27767.05,615.88,1138.27,3766,1995,1771,3766,2.55,3.21,13.14,6.53,4.97,21.99,22.89,11.21,24.72,13.52,-9.49,28.68,2251,41.36,25.94,64.4,2.16,38.19,31.36,22.42,47.65,29.93,0,0,0,8.13,8.13,0,0,16.26,87.91,97.02,98.23,100,468.91,633.94,725.04,362.23,664.59,219.98,286.92,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051002,Arkebek,32.69,20,40,40,41.8,6,16.67,3.45,3.7,460.66,28156.62,16.02,629.13,232,106,126,232,2.59,4.74,13.36,8.62,6.03,20.69,28.45,7.33,15.52,8.19,0,-17.24,157,22.93,24.84,57.89,2.19,43.4,31.13,29.25,43.4,27.36,0,0,0,0,0,0,0,0,85.71,94.51,94.51,100,2753.72,2847.4,3277.65,475.39,3290.6,33.53,35.26,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051003,Averlak,41.76,41.67,0,33.33,32.66,10,20,1.72,1.59,523.32,29081.87,94.05,754.04,590,293,297,590,2.37,0.85,9.15,7.29,6.1,21.53,31.36,14.07,21.36,7.29,0,33.9,406,31.03,14.29,42.86,2.03,35.74,22.68,27.49,51.2,21.31,0,0,0,0,0,0,0,0,78.54,78.54,78.54,100,2505.12,6034.96,3010.15,318.72,3088.75,65.12,73.29,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051004,Bargenstedt,44.17,70,0,30,36.51,14,14.29,2.86,1.5,453.23,30488.19,441.94,1044.81,946,484,462,946,3.17,3.7,12.47,5.07,4.76,24.95,20.51,12.9,25.37,12.47,-6.59,44.4,545,44.04,29.54,59.09,2.34,29.95,34.65,24.01,51.98,24.01,0,0,0,0,0,0,0,0,82.22,88.4,90.86,100,4589.73,4882.99,4873.4,2283.73,662.29,79.5,94.62,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051005,Barkenholm,39.04,50,0,50,30.67,5,40,0,6.67,503.7,27898.68,109.99,752.45,172,79,93,172,1.74,2.33,7.56,2.91,5.81,24.42,24.42,12.21,30.81,18.6,0,-40.7,102,51.96,16.67,26.67,1.91,44.44,26.67,31.11,45.56,23.33,0,0,0,0,0,0,0,0,87.65,87.65,87.65,100,5700.46,6021.64,5986.55,450.85,5044.84,33.66,35.42,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022
01051006,Barlt,41.49,52.63,15.79,31.58,37.99,17,29.41,3.08,3.25,531.47,27009.88,2304.37,2735.81,741,369,372,741,2.7,2.83,12.96,6.34,5.26,22.13,24.16,14.17,23.62,9.45,-1.34,2.7,447,39.15,26.62,51.47,2.12,42.69,32.09,27.79,48.42,23.78,0,0,0,0,0,0,0,0,100,100,100,100,5957.55,6034.58,5979.93,497.36,5465.82,32.39,36.58,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051008,Bergewöhrden,,,,,,0,0,0,0,519.46,36071.44,-112.63,632.66,35,18,17,35,0,0,5.71,20,2.86,20,28.57,8.57,22.86,14.29,0,57.14,25,32,8,0,1.75,80,15,30,35,35,0,0,0,0,0,0,0,0,89.47,89.47,89.47,100,3942.31,5008.06,4993.27,3558.13,5119.66,13.26,12.88,,,,,,2023,2019,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2021,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022
01051010,Brickeln,44.25,83.33,0,16.67,35.82,5,40,5,6.45,545.22,23963.12,219.48,890.24,185,84,101,185,1.62,1.08,8.65,7.57,4.86,26.49,30.27,10.27,19.46,9.19,-5.21,-37.84,134,26.87,11.19,100,2.06,31.11,27.78,23.33,41.11,35.56,0,0,0,0,0,0,0,0,91.76,91.76,91.76,100,2494.91,2836.56,2533.04,1673.98,2533.04,30.48,32.13,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051011,"Brunsbüttel, Stadt",38.79,55.17,8.97,35.86,36.09,392,24.49,4.73,3.6,510.43,31299.81,1942.04,2657.43,12736,6285,6451,12736,2.21,2.5,10.6,6.77,4.92,21.75,24.26,13.58,26.99,13.41,-8.91,12.96,7711,44.59,20.58,54.81,1.97,43.96,24.96,27.08,46.33,26.6,0,0,0,2.36,4.73,2.36,18.37,18.13,97.56,98.42,98.69,100,1237.69,1335.38,1098.14,537.14,1395.09,195.31,307.1,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051012,Buchholz,37.01,38.1,4.76,57.14,37.69,17,23.53,0.88,1.78,451.45,28209.55,183.53,759.58,990,476,514,990,2.42,2.12,11.72,7.68,5.45,21.72,26.87,11.72,22.02,10.3,-6,-6.06,648,33.64,19.14,87.67,2.23,36.04,35.59,25,50,25,0,0,0,0,0,0,0,0,89.51,92.19,92.19,100,2997.77,2945.03,2889.18,604.87,3002.75,67.99,75.89,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051013,Büsum,35.73,60.16,4.07,30.89,40.19,141,18.44,3.68,5.53,365.31,32568.32,1081.5,1792.7,5002,2687,2315,5002,1.86,1.6,6.34,4.82,3.86,16.29,23.63,19.09,41.6,22.51,-16.55,40.78,2516,82.71,16.1,31.46,1.39,72.4,14.02,28.76,45.67,25.57,0,0,0,6.13,12.26,0,0,12.26,95.06,98.2,98.38,100,459.39,634.61,10311.86,354.22,485.59,589.86,883.96,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051014,Büsumer Deichhausen,39.88,42.86,14.29,57.14,30.55,9,11.11,3.7,4.29,420.69,32534.67,160.05,796.49,351,197,154,351,1.71,0.85,5.7,5.98,1.14,15.1,25.64,22.79,43.87,21.08,-17.24,14.25,174,88.51,13.22,27.03,1.52,61.47,13.85,26.41,46.75,26.84,0,0,0,0,0,0,0,0,93.92,99.45,99.45,100,1184.26,2025.29,8216.48,1532.93,1627.68,122.3,142.51,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051015,Bunsoh,39.6,71.43,0,23.81,41.63,18,55.56,0,4.48,528.01,30620.89,126.28,810.35,771,386,385,771,2.59,1.82,11.8,7.91,4.02,18.29,26.46,15.56,27.11,11.54,-7.97,25.94,468,44.66,20.09,66.18,2.1,39.51,25.61,25.61,52.32,22.07,0,0,0,39.84,39.84,0,0,39.84,86.69,93.19,95.98,100,3038.47,3058.65,487.47,304.48,3281.88,65.62,73.62,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051016,Burg (Dithmarschen),38.68,53.53,4.71,36.47,38.53,122,33.61,4.05,4.42,433.84,29250.51,207.68,781.42,4100,2104,1996,4100,2.22,2.27,10.22,6.02,5.2,19.93,22.95,15.27,31.2,15.93,-13.07,7.32,2317,55.2,21.75,48.59,1.97,40.22,26.56,29.19,45.35,25.46,0,0,0,7.26,7.26,0,0,7.26,96.38,98.84,98.99,100,557.55,612.91,503.13,380.05,657.29,364.44,430.49,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051017,Busenwurth,46.02,66.67,22.22,33.33,31.84,8,25,5.26,1.61,415.58,25080.91,28.58,664.21,307,157,150,307,2.61,1.95,15.31,6.19,5.86,21.5,28.01,10.1,18.57,8.47,-9.74,-3.26,208,27.4,20.19,71.43,2.12,37.93,37.24,26.21,45.52,28.28,0,0,0,0,0,0,0,0,88.03,88.03,88.03,100,6648.06,6338.68,6549.59,474.98,3877.29,30.43,30.53,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022
01051019,Dellstedt,42.02,47.06,0,29.41,34.93,16,43.75,2.22,3.73,353.87,27435.66,279.61,735.71,730,345,385,730,2.47,2.6,11.51,8.08,3.84,23.29,23.56,13.15,24.66,11.51,-5.46,4.11,460,39.13,19.57,73.44,2.3,32.08,35.53,25.47,51.89,22.64,0,0,0,0,0,0,0,0,84.98,84.98,84.98,100,6947.25,7042.14,6445.2,2895.18,685.66,33.53,36.2,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051020,Delve,39.28,63.64,0,36.36,38.82,20,45,2.9,3.31,405.08,29370.09,345.39,818.75,763,371,392,763,1.97,2.23,11.53,6.16,5.11,19,26.61,14.29,27.39,13.11,-17.15,17.04,456,45.83,21.49,39.51,2.08,37.06,26.16,26.16,51.5,22.34,0,0,0,0,0,0,0,39.58,92.4,96.2,96.78,100,676.03,4935.06,5166.96,225.85,5257.69,48.17,51.01,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051021,Diekhusen-Fahrstedt,39.3,50,0,37.5,36.41,15,33.33,2.6,2.74,537.8,29532.25,891.91,1524.31,682,348,334,682,2.05,2.79,13.34,7.04,3.96,23.17,28.45,12.76,19.21,6.45,-5.91,13.2,456,28.73,20.83,56.16,2.19,29.49,36.22,25.96,51.6,22.44,0,0,0,0,0,0,0,0,89.72,94.17,94.72,100,1249.91,1470.49,947.09,475.52,1377.55,91.42,98.12,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051022,Dingen,44.29,85.71,14.29,14.29,37.33,8,25,1.89,2.61,542.99,30002.08,639.12,1290.43,642,325,317,642,4.21,3.12,10.9,5.45,5.61,22.74,26.01,12.46,21.96,9.5,4.59,-24.92,402,35.07,24.63,60,2.32,25.99,37.55,27.44,51.26,21.3,0,0,0,0,0,0,0,0,76.84,86.67,91.23,100,1862.99,3483.49,2181.05,1064.57,1097.13,91.58,101.85,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051023,Dörpling,33.96,47.06,0,35.29,42.31,17,29.41,3.03,2,366.31,27176.58,247.4,711.98,653,327,326,653,3.22,2.6,14.09,6.28,5.36,21.75,24.2,12.1,22.51,10.41,0,15.31,401,36.66,26.18,72.22,2.28,32.52,36.71,30.07,45.1,24.83,0,0,0,0,0,0,0,0,83.96,90.67,94.78,100,5424.42,5424.91,1139.9,500.94,5268.52,83.5,86.83,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051024,Eddelak,36.4,33.33,13.33,46.67,36.83,31,22.58,2.38,2.73,537.08,28711.64,494.81,1100.49,1342,659,683,1342,3.06,2.61,11.25,6.71,5.51,24.96,25.56,10.43,20.34,9.91,6.75,5.96,878,31.09,21.75,67.35,2.17,33.01,31.55,25.89,49.68,24.43,0,0,0,22.49,22.49,0,0,22.49,87.2,93.92,94.88,100,1137.54,5020.77,1000.41,399.37,1475.77,145.71,164.06,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051026,Eggstedt,43,70,10,20,36.89,19,26.32,3.7,2.48,507.61,27292.9,185.08,793.37,740,363,377,740,1.62,2.97,10,4.59,5.81,21.35,29.59,12.16,24.05,11.89,-10.62,-2.7,474,37.55,18.57,36.76,2.11,32.57,26.29,28,47.71,24.29,0,0,0,0,0,0,0,0,86.71,91.91,91.91,100,6974.07,7235.04,3742.42,451.79,7053.14,57.86,59.19,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051027,Elpersbüttel,39,54.55,9.09,31.82,38.57,20,15,3.57,3.12,537.31,28883.01,343.96,1007.23,878,432,446,878,3.08,2.51,10.36,6.38,4.78,23.35,28.59,10.82,20.96,10.14,5.71,-3.42,582,31.62,19.24,71.88,2.1,36.28,31.74,26.97,48.21,24.82,0,0,0,0,0,0,0,0,87.7,94.5,94.76,100,3447.96,3144.75,3354.27,474.63,1058.44,29.1,31.69,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051028,Epenwöhrden,41.22,57.14,0,21.43,35.4,14,14.29,2.47,3.92,460.77,27349.31,-785.08,-72.89,760,379,381,760,2.11,2.5,13.16,7.63,4.74,22.5,26.45,11.97,20.92,8.95,0,-14.47,489,32.52,22.9,68.12,2.19,38.62,29.97,24.78,52.74,22.48,0,0,0,0,0,0,0,0,90.54,92.43,95.27,100,2883.37,3821.4,3641.34,516.46,3956.28,56.21,61.91,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051030,Fedderingen,42.8,62.5,0,12.5,37.65,8,25,4,6.35,538.33,28097.63,438.8,1128.57,274,130,144,274,1.82,1.82,9.49,5.47,5.84,22.26,32.48,11.31,20.8,9.49,-3.79,25.55,191,29.84,13.61,43.33,2.16,30.71,33.86,26.77,47.24,25.98,0,0,0,0,0,0,0,0,88.33,88.33,88.33,100,2784.39,2784.39,2583.31,442.69,2674.09,28.28,37.36,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051032,Frestedt,41.4,85.71,0,14.29,40.42,6,16.67,3.23,3.61,464.07,28185.8,336.3,902.95,356,183,173,356,2.25,2.81,5.9,6.74,6.46,19.66,33.15,10.96,23.03,12.08,-2.89,33.71,242,33.88,13.22,31.58,1.97,37.02,27.07,29.28,45.86,24.86,0,0,0,0,0,0,0,0,91.19,95.6,97.48,100,5826.89,6327.87,3602.84,2749.08,5626.24,34.46,33.49,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022
01051033,Friedrichsgabekoog,,,,,,1,0,0,11.11,693.4,31583.62,10562.33,10491.46,57,29,28,57,0,7.02,12.28,10.53,12.28,19.3,22.81,12.28,15.79,3.51,-17.86,87.72,40,22.5,20,166.67,1.9,43.33,30,16.67,53.33,30,0,0,0,0,0,0,0,0,96.55,96.55,96.55,100,5594.57,6516.06,3991.87,758.09,4209.31,6.61,23.9,,,,,,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2021,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
01051034,Friedrichskoog,40.39,52.38,0,23.81,38.71,57,29.82,2.23,4.63,434.86,29802.4,1491.99,2182,2446,1221,1225,2446,1.68,1.72,8.99,6.62,4.09,19.91,24.61,18.27,32.38,14.1,-11.74,36.79,1413,56.05,17.06,54.85,1.7,54.52,20.45,28.16,46.59,25.24,0,0,0,0,0,0,0,0,99.78,99.78,99.78,100,1793.16,2487.15,11371.48,926.24,1909.4,45.92,60.09,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
