AGS,mun_name,share_alg2_sgb2,share_bg_single_parent,share_bg_5plus,share_bg_with_children,share_sgb2_with_housing_costs,unemp_count,share_longterm_unemp,unemp_u25_per_1000,unemp_55plus_per_1000,income_tax_per_capita,purchasing_power,trade_tax_per_capita,tax_revenue_total,pop_total,pop_female,pop_male,pop_corrected,share_age_0_3,share_age_3_6,share_age_6_18,share_age_18_25,share_age_25_30,share_age_30_50,share_age_50_65,share_age_65_75,share_age_65plus,share_age_75plus,natural_pop_change,migration_balance,working_age_15_65_count,old_age_dependency,youth_dependency,young_old_ratio,households_total,share_single_households,share_households_with_children,share_hh_income_high,share_hh_income_medium,share_hh_income_low,students_total_per_1000,students_18_25_per_1000,students_fh_per_1000,gp_general_per_1000,gp_primary_per_1000,internists_per_1000,pediatricians_per_1000_children,doctors_total_per_1000,share_bb_1000mbit,share_bb_100mbit,share_bb_50mbit,share_4g,dist_supermarket_m,dist_pharmacy_m,dist_gp_m,dist_public_transport_m,dist_primary_school_m,pop_density_per_km2,employment_density_per_km2,share_alg2_sgb2_year,share_bg_single_parent_year,share_bg_5plus_year,share_bg_with_children_year,share_sgb2_with_housing_costs_year,unemp_count_year,share_longterm_unemp_year,unemp_u25_per_1000_year,unemp_55plus_per_1000_year,income_tax_per_capita_year,purchasing_power_year,trade_tax_per_capita_year,tax_revenue_total_year,pop_total_year,pop_female_year,pop_male_year,pop_corrected_year,share_age_0_3_year,share_age_3_6_year,share_age_6_18_year,share_age_18_25_year,share_age_25_30_year,share_age_30_50_year,share_age_50_65_year,share_age_65_75_year,share_age_65plus_year,share_age_75plus_year,natural_pop_change_year,migration_balance_year,working_age_15_65_count_year,old_age_dependency_year,youth_dependency_year,young_old_ratio_year,households_total_year,share_single_households_year,share_households_with_children_year,share_hh_income_high_year,share_hh_income_medium_year,share_hh_income_low_year,students_total_per_1000_year,students_18_25_per_1000_year,students_fh_per_1000_year,gp_general_per_1000_year,gp_primary_per_1000_year,internists_per_1000_year,pediatricians_per_1000_children_year,doctors_total_per_1000_year,share_bb_1000mbit_year,share_bb_100mbit_year,share_bb_50mbit_year,share_4g_year,dist_supermarket_m_year,dist_pharmacy_m_year,dist_gp_m_year,dist_public_transport_m_year,dist_primary_school_m_year,pop_density_per_km2_year,employment_density_per_km2_year
03252002,"Bad Münder am Deister, Stadt",39.51,56.49,8.45,35.67,35.86,481,30.15,2.97,4.17,478.61,28264.22,294.35,987.76,17400,8822,8578,17400,2.46,2.76,10.6,6.5,4.81,22.06,25.07,12.79,25.73,12.94,-7.23,-2.36,10652,42.03,21.32,52.3,2.05,39.31,29.37,29.51,46.39,24.1,0,0,0,5.12,6.83,1.71,13.2,17.08,58.25,92.54,97.44,100,1313.39,1990.6,1261.22,418.71,1273.15,161.16,197.62,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03252003,"Bad Pyrmont, Stadt",40.41,60.95,6.19,30.97,36.8,846,42.43,3.76,5.93,403.63,30291.1,358.36,1004.56,19911,10411,9500,19911,2.15,2.3,8.92,6.02,5.24,21.01,23.51,14.49,30.84,16.34,-13.67,13.51,11583,53.01,18.89,48.46,1.88,51.39,21.44,26.87,44.6,28.53,0,0,0,4.52,6.03,1.51,13.81,17.09,87.63,96.11,97.72,99.98,998.23,1099.76,918.59,291.18,796.22,321.2,446.36,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03252004,"Coppenbrügge, Flecken",39.26,49.38,11.88,42.5,35.5,153,32.03,1.85,3.06,499.96,29801.18,343.47,1032.97,6948,3461,3487,6948,2.65,2.86,11.43,5.97,4.29,22.15,24.97,13.72,25.68,11.96,-5.57,-0.29,4167,42.81,23.93,49.03,2.16,35.79,30.35,29.67,45.9,24.43,0,0,0,0,4.29,0,0,4.29,80.07,96.69,97.49,100,2399.79,3034.18,1652.55,781.27,1779.42,77.14,96.06,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03252005,Emmerthal,40.16,55.86,9.91,35.14,36.19,248,35.48,2.87,4.08,518.92,29367.58,740.29,1466.58,9836,4990,4846,9836,2.75,2.67,11.03,5.73,4.52,22.6,25.24,13.21,25.45,12.24,-6.94,7.73,5986,41.81,22.5,49.83,2.11,37.27,29.29,27.9,45.7,26.4,0,0,0,3.06,3.06,0,0,3.06,67.87,92.55,97.23,99.41,1512.87,2790.2,2094.03,743.29,1597.42,85.58,114.89,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03252006,"Hameln, Stadt",38.23,47.4,11.62,40.55,38.27,2789,37.36,4.29,5.6,460.12,28325.94,669.56,1461.22,58199,30266,27933,58199,2.73,2.84,11.34,7.08,5.56,23.03,22.23,12.02,25.2,13.18,-6.84,7.23,35422,41.4,22.9,65.01,1.97,47.28,25.06,24.39,48.01,27.6,7.96,11.24,7.96,4.12,7.91,2.75,3.71,22.34,98.12,99.49,99.54,100,748.73,977.58,733.91,160.15,604.91,567.63,823.16,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03252007,"Hessisch Oldendorf, Stadt",39.15,50.11,11.97,40.13,34.85,465,33.55,2.84,3.58,466.49,28955.04,365.02,955.08,18574,9422,9152,18574,2.79,2.85,11.6,6.04,4.99,23.44,24.47,12.49,23.83,11.34,-8.01,11.25,11482,38.56,23.21,57.93,2.16,36.71,31.62,24.41,47.52,28.07,0,0,0,4.87,5.95,0,0,8.12,94.39,98.13,98.24,99.36,1699.61,1778.59,2049.3,713.68,1595.32,154.37,188.89,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03252008,"Salzhemmendorf, Flecken",41.45,56.54,7.59,36.29,33.87,240,36.25,2.48,3.98,439.38,28434.21,292.87,913.95,9167,4673,4494,9167,2.36,2.76,11.03,6,4.58,21.8,25.33,13.23,26.15,12.92,-8.21,-3.05,5548,43.2,22.03,56.98,2.12,36.94,30.01,24.3,47.49,28.21,0,0,0,3.24,6.48,0,0,6.48,96.32,96.68,97.11,99.12,1365.61,2188.06,1851.67,379.03,2297.04,97.07,115.21,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254002,"Alfeld (Leine), Stadt",40.09,56.07,7.78,33.7,35.18,771,42.41,4.2,5.93,487.31,29381.58,508.7,1289.3,18142,9179,8963,18142,2.43,2.3,9.78,6.51,5.51,21.66,24.1,13.41,27.71,14.3,-9.79,8.16,10944,45.93,19.84,50.77,1.96,44.44,25.16,27.87,46.65,25.48,0,0,0,3.85,5.5,1.65,14.12,14.85,85.93,96.7,98.59,100,1217.4,1522.47,1109.44,295.37,1391.85,248.93,358.71,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254003,Algermissen,37.94,52.71,5.43,37.21,34.85,167,34.13,1.76,3.63,613.24,31216.79,367.27,1159.84,7703,3855,3848,7703,2.8,2.97,10.36,7.37,5.09,24,24.82,12.71,22.58,9.87,-3.46,-7.4,4893,35.54,21.89,47.38,2.16,34.3,32.23,34.75,47.12,18.13,0,0,0,3.84,3.84,0,0,3.84,97.6,98.57,98.76,100,1380.79,1552.36,1502.7,605.05,1068.58,215.65,238.55,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254005,"Bad Salzdetfurth, Stadt",39.86,53.96,7.04,37.24,33.05,398,34.42,3.21,5.17,507.38,30201.61,488.61,1227.09,13277,6774,6503,13277,2.56,2.52,10.85,6.36,4.54,22.78,24.47,13.41,25.92,12.51,-8.44,9.49,8092,42.54,21.54,54.88,2.07,40.63,28.11,32.98,46.28,20.74,0,0,0,4.52,8.29,0,17.66,10.55,92.6,97.47,97.84,99.95,1108.62,959.62,943.7,381.64,1060.47,197.63,247.07,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254008,"Bockenem, Stadt",39.16,43.66,9.86,46.13,34.03,329,37.99,3.66,5.78,419.05,27482.49,345.02,971.21,9553,4691,4862,9553,2.55,2.66,11.43,6.49,4.84,22.06,25.4,12.49,24.58,12.09,-12.17,5.02,5896,39.82,22.2,55.83,2.12,38.78,29.48,25.12,47.36,27.52,0,0,0,3.12,6.24,0,0,6.24,87.57,93.51,96.83,100,1885.44,2175.03,1778.26,463.99,1606.52,86.88,109.59,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254011,Diekholzen,42.82,59.34,2.2,26.37,32.41,107,43.93,1.36,3.66,628.63,32323.04,197.11,1022.45,6007,3110,2897,6007,2.23,2.63,10.54,5.64,4.53,21.23,25.32,12.95,27.88,14.93,-12.08,7.32,3583,46.75,20.9,53.45,2.16,37.03,29.94,41.79,45.21,13,0,0,0,4.96,4.96,0,0,4.96,96.56,96.81,96.98,100,1578.03,1587.9,974.28,406.19,695.66,198.78,232.73,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254013,"Eime, Flecken",43.41,68.97,6.9,24.14,35.16,44,36.36,1.83,4.1,573.9,29325.1,801.34,1543.9,2505,1229,1276,2505,2.51,2.59,9.62,6.07,4.79,23.23,25.79,14.21,25.39,11.18,-7.16,-0.8,1567,40.59,19.27,51.33,2.1,35.01,31.07,31.74,46.82,21.44,0,0,0,0,11.93,0,0,11.93,98.28,98.36,99.05,100,1016.57,4439.13,1143.23,596.27,1236.67,114.02,153.8,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254014,"Elze, Stadt",39.89,59.64,6.43,33.21,35.5,280,36.43,3.12,4.25,478.35,29289.82,1122.91,1700.53,8964,4518,4446,8964,2.76,2.96,11.14,6.31,4.7,23.81,23.34,12.73,24.99,12.26,-4.84,14.28,5480,40.88,22.7,62.11,2.09,39.55,29.28,31.71,46.14,22.16,0,0,0,3.38,3.38,3.38,0,7.88,98.48,98.72,99.06,100,1496.82,1524.07,1355.26,408.01,1273.05,187.49,236.81,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254017,Giesen,40.44,55.17,6.32,39.08,32.81,184,35.87,1.36,4.05,596.36,30808.23,684.06,1457.49,9356,4737,4619,9356,2.64,2.64,11.85,6.21,5.01,24.39,25.04,11.95,22.21,10.26,-3.53,6.52,5977,34.77,21.77,66,2.13,36.01,31.55,31.5,47.05,21.44,0,0,0,8.57,9.64,3.21,0,10.71,96.24,99.1,99.31,100,1122.34,1662.56,965.13,277.95,974.9,275.18,341.38,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254020,Harsum,42.46,60.54,9.52,31.97,34.27,209,40.67,1.35,3.54,610.66,30760.65,571.67,1374.71,10972,5550,5422,10972,2.59,2.93,10.95,6.54,4.8,23.01,26.13,12.22,23.05,10.83,-6.79,1.64,6959,36.34,21.32,56.28,2.2,34.64,33.23,30.4,48.25,21.35,0,0,0,2.72,2.72,0,20.41,4.53,97.84,98.97,99.1,100,1083.92,2085.59,1041.16,549.75,1278.14,219.44,277.52,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254021,"Hildesheim, Stadt",39.17,56.6,7.41,33.4,38,5370,45.74,3.7,8.26,485.07,28134.5,639.04,1433.97,98299,51286,47013,98299,2.6,2.61,10.52,9.35,7.65,23.7,20.77,11.09,22.81,11.72,-5.17,9.12,63171,35.49,20.11,68.75,1.87,52.16,22.3,22.24,50.02,27.75,115.49,123.5,30.58,5.11,7.97,2.86,9.47,26.68,95.84,99.01,99.25,100,407.87,651.55,471.14,208.64,599.29,1065.11,1626.87,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254022,Holle,42,59,3,30,33.07,130,35.38,0.95,4.05,600.05,32097.2,286.51,1078.47,6695,3410,3285,6695,2.39,2.64,11.4,6.14,3.85,22.21,26.33,12.89,25.03,12.14,-8.47,2.84,4140,40.48,21.23,61.38,2.21,33.39,32.56,35.04,46.71,18.25,0,0,0,4.46,4.46,0,0,4.46,94.63,95.14,96.17,97.27,1933.08,2148.42,1981.67,304.84,2027.68,109.27,126.78,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254026,Nordstemmen,41.03,55.12,4.72,34.25,35.44,289,37.37,2.37,3.54,563.14,29987.91,371.91,1103.15,11938,6107,5831,11938,2.66,2.97,10.93,6.78,4.45,23.08,25.53,11.48,23.6,12.12,-6.99,1.51,7474,37.69,22.04,54.25,2.17,35.47,31.58,28.68,47.37,23.96,0,0,0,2.5,6.66,0,0,6.66,97.87,97.99,98.4,100,1656.54,2031.62,1004.88,290.45,1138.76,198.27,230.26,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254028,"Sarstedt, Stadt",39.7,59.59,5.48,30.31,37.1,673,39.23,3.44,5.33,522.08,29622.86,714.43,1416.37,19301,9821,9480,19301,2.81,2.96,11.24,7.09,5.16,25.82,22.73,11.02,22.19,11.17,-5.23,14.2,12286,34.86,22.24,67.29,2.11,40.38,30.26,28.16,46.48,25.36,0,0,0,4.71,5.23,1.57,11.16,10.46,93.44,98.66,98.93,100,725.49,1099.53,943.71,256.91,1260.55,448.86,608.98,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254029,Schellerten,41.15,53.6,8.8,39.2,33.35,176,36.93,2.3,4,559.64,30752.72,192.48,919.39,7419,3722,3697,7419,2.99,2.99,10.54,5.94,4.39,22.87,25.81,12.8,24.45,11.65,-3.99,-6.74,4589,39.53,22.14,53.92,2.17,34.79,34.11,31.83,48.08,20.09,0,0,0,3.99,3.99,0,0,3.99,88.8,95.82,98.53,100,2649.06,3398.98,1357.52,522.4,1921.21,92.26,103.56,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254032,Söhlde,41.29,60.12,3.07,27.61,34.04,183,45.36,1.97,4.75,516.79,29795.26,283.22,991.05,7516,3825,3691,7516,2.55,2.89,11.56,6.11,4.07,23.72,25,12.68,24.1,11.42,-8.47,0.53,4627,39.14,23.3,55.08,2.19,34.44,33.33,30.8,46.77,22.44,0,0,0,3.97,9.26,0,0,9.26,94.24,96.58,98.01,100,1975.27,2052.77,1019.76,292.49,1100.88,130.85,147.14,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254041,"Duingen, Flecken",44.57,60.36,9.01,31.53,30.4,135,44.44,2.08,5.62,473.96,28477.37,340.38,1013.27,4746,2432,2314,4746,2.23,2.57,9.9,6.43,4.09,22.55,25.39,13.89,26.84,12.96,-9.62,1.05,2902,43.9,19.64,55.17,2.11,37.95,30.02,27.35,48.64,24.01,0,0,0,6.27,6.27,0,0,6.27,77.32,78.19,79.14,100,1346.62,2026.62,1929.74,328.73,2021.81,79.58,91.72,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254042,Freden (Leine),41.95,55.63,7.04,34.51,34.12,180,40,3.49,5.03,421.17,28028.74,287.37,901.61,4549,2240,2309,4549,2.35,2.73,10.57,6.48,4.4,22.18,25.06,14.24,26.23,11.98,-15.38,10.99,2779,42.93,20.76,58.29,2.19,36.36,30.98,23.47,48.73,27.8,0,0,0,6.59,6.59,0,0,6.59,0,82.05,93.37,99.71,1134.41,1690.4,1785.33,465.11,1662.62,85.04,98,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254043,"Gronau (Leine), Stadt",42.1,65.35,5.26,25,34.9,267,40.07,2.41,4.69,505.1,28835.84,469.95,1205.33,10446,5286,5160,10446,2.35,2.35,9.35,6.74,4.75,22.37,25.02,14.06,27.05,12.99,-8.37,12.16,6402,44.14,19.03,49.4,2.02,41.37,27.07,25.89,48.68,25.43,0,0,0,5.77,6.73,0,25.23,11.54,96.47,97.21,98.07,100,1971.26,2014.92,1535.04,387.72,1846.25,118.18,158.23,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254044,Lamspringe,42.53,55.63,4.93,30.99,32.46,184,34.78,4.15,4.91,444.85,27988.97,464.09,1107,5546,2752,2794,5546,2.7,2.96,10.76,7.27,4.96,21.85,24.85,12.82,24.65,11.83,-7.72,25.78,3419,39.98,22.23,54.81,2.16,36.01,31.1,27.75,48.29,23.97,0,0,0,5.51,5.51,0,0,5.51,31.59,92.13,98.03,98.39,2009.61,1906.54,1282.82,525.05,1996.84,78.67,100.7,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03254045,Sibbesse,42.05,57.32,9.76,36.59,33.31,130,43.08,1.58,5.6,558.76,29944.83,144.82,853.08,5384,2720,2664,5384,2.3,2.8,10.53,5.7,3.57,21.03,27.88,13.58,26.19,12.61,-8.81,-0.19,3268,43.15,21.6,50.92,2.15,33.44,32,30.32,50.16,19.52,0,0,0,5.5,5.5,0,0,5.5,96.93,97.44,98.07,100,2464.3,2670.71,2091.18,880.49,2488.92,74.82,80.43,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03255001,Arholzen,48.07,44.44,0,22.22,30.26,16,43.75,7.14,6.15,447.15,25508.68,435.14,1002.03,340,165,175,340,0.88,0.88,11.18,6.18,3.53,22.06,29.71,11.47,25.59,14.12,-18.87,-79.41,216,40.28,17.13,39.29,2.18,37.82,36.54,22.44,50,27.56,0,0,0,0,0,0,0,0,0,97.04,97.04,100,3469.4,4265.23,1934.24,352.49,2456.56,63.43,68.84,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03255002,"Bevern, Flecken",41.06,54.87,3.54,33.63,35.66,117,38.46,2.87,5,442.17,29121.05,187.08,820.03,3762,1944,1818,3762,2.58,3.14,10.5,6.17,4.36,21.11,23.58,13.45,28.58,15.12,-6.12,5.32,2159,49.79,24.46,50,2.04,37.69,28.42,26.52,47.18,26.3,0,0,0,7.98,7.98,0,0,7.98,91.75,97.16,97.77,100,1016.46,1196.19,1023.27,239.08,1188.54,112.91,131.99,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03255003,"Bodenwerder, Münchhausenstadt",41.19,56.19,6.19,36.08,32.58,202,39.6,4.58,7.97,460.43,28412.37,414.63,1086.98,4691,2432,2259,4691,3.15,2.47,10.23,5.93,4.8,21,22.98,14.33,29.44,15.11,-22.74,19.83,2681,51.51,23.46,45.19,2.03,45.27,25.76,26.28,46.83,26.89,0,0,0,6.37,14.87,0,0,14.87,91.44,94.78,97.11,100,989.9,1060.61,938.94,264.29,1324.84,161.48,209.98,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
03255004,Boffzen,40.81,54.17,6.94,33.33,33.33,74,27.03,2.93,4.49,462.14,29377.91,787.71,1498.82,2445,1220,1225,2445,2.04,2.41,10.35,6.91,4.54,20.57,25.73,13.42,27.44,14.03,-10.32,-20.04,1482,45.28,19.7,49.79,2.04,39.63,27.01,31.02,45.9,23.08,0,0,0,0,0,0,0,0,88.21,96.32,96.99,100,616.45,842.69,694.44,342.35,651.24,302.6,456.56,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023
