r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.3676458962729193,0.3590032433745993,2.2311722859004144,42.53854697142631,4.028983268724518e-79,12,-1972.7780263683628,3973.5560527367256,4040.648874721317,4370.797937506932,878,891
