r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.21330823532350288,0.20255618387006558,1.9367002550923547,19.83884063866812,1.1738351198541172e-38,12,-1846.664540402211,3721.329080804422,3788.4219027890135,3293.2093169496675,878,891
