mean_zone1_unknown_depth_share,max_zone1_unknown_depth_share,mean_zone1_depth_weighted_exposure,max_zone1_depth_weighted_exposure
0.010055902267924006,0.46653690235390777,0.089764090851654,2.3514942080622934
