AGS_final,risk,lisa_I,lisa_p,lisa_class
01053017,0,0.10245161189946368,0.5217313917422486,Not significant
01053021,0,0.04785316547770135,0.7646478027109974,Not significant
01053027,0,0.10245161189946368,0.5217313917422486,Not significant
01053031,0,0.10245161189946368,0.5217313917422486,Not significant
01053036,0,0.10245161189946368,0.5217313917422486,Not significant
01053042,0,0.10245161189946368,0.5217313917422486,Not significant
01053045,0,0.10245161189946368,0.5217313917422486,Not significant
01053047,0,0.10245161189946368,0.5217313917422486,Not significant
01053049,0.01928916640185317,0.014430078073874834,0.721157322369165,Not significant
01053052,0,0.10245161189946368,0.5217313917422486,Not significant
01053059,0,0.10245161189946368,0.5217313917422486,Not significant
01053060,0,0.06689696818273036,0.6756355685518305,Not significant
01053070,0,0.10245161189946368,0.5217313917422486,Not significant
01053071,0,0.10245161189946368,0.5217313917422486,Not significant
01053076,0.035738501359296536,-0.027196366103039587,0.6584165021929397,Not significant
01053089,0,0.10245161189946368,0.5217313917422486,Not significant
01053091,0,0.10245161189946368,0.5217313917422486,Not significant
01053106,0,0.10245161189946368,0.5217313917422486,Not significant
01053069,0,0.10245161189946368,0.5217313917422486,Not significant
01053085,0,0.10245161189946368,0.5217313917422486,Not significant
01053101,0,0.10245161189946368,0.5217313917422486,Not significant
01053108,0,0.10245161189946368,0.5217313917422486,Not significant
01053109,0,0.10245161189946368,0.5217313917422486,Not significant
01053112,0,0.10245161189946368,0.5217313917422486,Not significant
01053121,0,0.10245161189946368,0.5217313917422486,Not significant
01053130,0,0.10245161189946368,0.5217313917422486,Not significant
01053105,9.565235813626561e-5,0.1020719868589487,0.5217320609821767,Not significant
01056002,0.0334808938966508,-0.025553690410226967,0.5907410370317893,Not significant
01056005,0,-0.13364621632361787,0.40362059322966104,Not significant
01056015,0.04595596297705035,0.018350831720433114,0.8829636591287678,Not significant
01056018,0.023855262744069905,-0.006782820118614614,0.5763795032443808,Not significant
01056021,0,-0.06894452948247524,0.6666710888095448,Not significant
01056025,0,0.10245161189946368,0.5217313917422486,Not significant
01056039,0.09536472292247443,0.8434182179280832,0.05025855840654974,Not significant
01056041,0.027343167673314395,-0.006067940969300582,0.5219133250095733,Not significant
01056043,0.09255350167397595,0.4139288926574324,0.31654468569243827,Not significant
01056044,0,-0.11304846134164244,0.47992972200904616,Not significant
01056048,0.03945593132036041,0.07129424783976186,0.39897682124398376,Not significant
01056049,0.06483582072477229,0.02555953664320472,0.915518972313711,Not significant
01056050,0,0.10245161189946368,0.5217313917422486,Not significant
01056029,0,0.056854110052684446,0.722104127350712,Not significant
01056030,0.04837198338162055,-0.01546530713516859,0.9120847915109511,Not significant
01056031,0.07000482397493007,0.03025384776112275,0.9116875200536885,Not significant
01056033,0.03895804793048545,0.11286753698097884,0.1658159533901512,Not significant
01056042,0.017998062630298097,-0.06607502221885228,0.1725620485535775,Not significant
01056045,0.022465777472529126,-0.003230419954862797,0.8763166478204792,Not significant
01056046,0,0.03299283258774774,0.8364075037046048,Not significant
01056006,5.935689804728892e-4,0.09969487980697446,0.5234040827055711,Not significant
01056010,0,0.09122571929294769,0.5683348490771382,Not significant
01056038,4.136391544357699e-4,0.09930325701858246,0.5279734754902434,Not significant
01056051,0,0.0997874546245014,0.532611095459123,Not significant
01056003,0,0.10245161189946368,0.5217313917422486,Not significant
01056004,0,0.07532172368227262,0.6375768701368463,Not significant
01056008,0.07511301496594623,0.04817989049295255,0.8743047175075009,Not significant
01056011,0,-0.041534293311828355,0.7953425268263649,Not significant
01056014,0,-0.003161080924020843,0.9844359901159984,Not significant
01056017,0.010306935932521922,-0.03201269975600674,0.7391641376076034,Not significant
01056022,0.006232108138823296,0.05251783254119656,0.6650459380727606,Not significant
01056026,0,0.09626811483051462,0.5471570572964233,Not significant
01056034,0,0.0962681148305146,0.5471570572964233,Not significant
01056035,0,0.05282183447513974,0.7410658087720945,Not significant
01056009,0.08116070913309346,0.13190318649045252,0.7001345678856032,Not significant
01056013,0.00542072256814042,-0.1200317996637552,0.3423389178178243,Not significant
01056032,0.02528224946608415,-0.004729807552846134,0.1514058680711151,Not significant
01056040,0.21394607899832843,1.0503181717165633,0.366169454805394,Not significant
01056047,0.13997966825930636,-0.0731737729323193,0.9184792178727641,Not significant
01056001,0.08840510103606239,0.49571371839760103,0.20099013143986663,Not significant
01056016,0,-0.024776167615164362,0.8771176829137084,Not significant
01056019,0.06496476692688137,0.05945035928743389,0.8061286406959578,Not significant
01056020,0,-0.05712313265583338,0.7212224615629881,Not significant
01056023,0,-0.0010266539973160067,0.9950806786543308,Not significant
01056024,0,-0.14471072460941425,0.3658167787189341,Not significant
01056027,0,0.10245161189946368,0.5217313917422486,Not significant
01056028,0,0.014736079537110622,0.926405976850905,Not significant
01056036,0.09586446177731119,-0.10344749070346015,0.8121568243052425,Not significant
01056037,0.02443410191808113,-0.001227078626165787,0.8859335676051515,Not significant
