PC,variable,loading,abs_loading
PC1,a_bev6575,0.2770843692431541,0.2770843692431541
PC1,a_bev2530,-0.2327502541428459,0.2327502541428459
PC1,a_bb_1000Mbits,-0.23105024738554164,0.23105024738554164
PC1,a_bev1825,-0.21790425545481346,0.21790425545481346
PC1,a_bev65um,0.2176124025136967,0.2176124025136967
PC1,q_abhg_alt,0.20921760306589451,0.20921760306589451
PC1,q_einkst_bev,-0.19734303851989898,0.19734303851989898
PC1,q_bev_fl,-0.1905990447447725,0.1905990447447725
PC2,a_bev75um,-0.2785707944092666,0.2785707944092666
PC2,q_HH1,-0.2759385481322091,0.2759385481322091
PC2,a_hh_kind,0.27507422201108894,0.27507422201108894
PC2,a_bev65um,-0.23573371861451273,0.23573371861451273
PC2,q_abhg_alt,-0.2340286720994605,0.2340286720994605
PC2,q_ärzte_bev,-0.2312844483211201,0.2312844483211201
PC2,m_Q07_HA_DIST,0.2110033772719841,0.2110033772719841
PC2,m_G02_SUP_DIST,0.20762363071395065,0.20762363071395065
PC3,q_stud,0.36630250679377285,0.36630250679377285
PC3,q_stud_1825,0.3646031666921701,0.3646031666921701
PC3,q_stud_fh,0.34268731814754455,0.34268731814754455
PC3,q_abhg_jung,-0.2964394614725321,0.2964394614725321
PC3,a_bev0618,-0.22073750009418702,0.22073750009418702
PC3,m_Q07_HA_DIST,0.20553745876227572,0.20553745876227572
PC3,q_hausarzt_bev,-0.18862631041529435,0.18862631041529435
PC3,a_bev2530,0.1848505738463078,0.1848505738463078
PC4,a_bev3050,0.3005747437148867,0.3005747437148867
PC4,q_abhg_jung,0.27335059501795733,0.27335059501795733
PC4,a_bev0618,0.26625933696018983,0.26625933696018983
PC4,a_hheink_hoch,-0.238620444917955,0.238620444917955
PC4,a_bev5065,-0.2367968494021002,0.2367968494021002
PC4,q_stud,0.21635310781175643,0.21635310781175643
PC4,q_stud_1825,0.2155998236861242,0.2155998236861242
PC4,a_bb_1000Mbits,-0.2134145221347299,0.2134145221347299
PC5,d_steuereinnahme,-0.5003726844035893,0.5003726844035893
PC5,q_gewst_bev,-0.49909028613675316,0.49909028613675316
PC5,q_hausarzt_bev,0.23467252548914724,0.23467252548914724
PC5,q_allgemeinärzte_bev,0.23285319124673243,0.23285319124673243
PC5,a_BGKind,0.20410574797411069,0.20410574797411069
PC5,q_stud_fh,0.1805840687563008,0.1805840687563008
PC5,q_ärzte_bev,0.17384630236727203,0.17384630236727203
PC5,q_stud,0.16843231047900672,0.16843231047900672
PC6,a_BG1P,0.3109764722414506,0.3109764722414506
PC6,q_kaufkraft,0.26414499825964044,0.26414499825964044
PC6,a_BGKind,-0.2575063170635653,0.2575063170635653
PC6,a_BG5um,-0.24529259804730724,0.24529259804730724
PC6,a_hheink_niedrig,-0.2374914322062005,0.2374914322062005
PC6,a_ALGII_SGBII,0.234882182954665,0.234882182954665
PC6,q_einkst_bev,0.1932267099091835,0.1932267099091835
PC6,q_alo_u25_einw,-0.19312258280218936,0.19312258280218936
PC7,q_allgemeinärzte_bev,-0.4824733251285189,0.4824733251285189
PC7,q_hausarzt_bev,-0.46986867075921884,0.46986867075921884
PC7,q_ärzte_bev,-0.33456199319765295,0.33456199319765295
PC7,d_steuereinnahme,-0.28862561284058175,0.28862561284058175
PC7,q_gewst_bev,-0.27306350311291944,0.27306350311291944
PC7,a_hheink_niedrig,0.1810508840731311,0.1810508840731311
PC7,a_bev0618,0.14096653317278182,0.14096653317278182
PC7,q_einkst_bev,-0.13578784114033793,0.13578784114033793
PC8,a_BGKind,-0.3225086326602884,0.3225086326602884
PC8,a_BG1P,0.2987224919079935,0.2987224919079935
PC8,q_stud_fh,-0.23786330043214546,0.23786330043214546
PC8,q_gewst_bev,-0.23633956289193053,0.23633956289193053
PC8,d_steuereinnahme,-0.234999395337639,0.234999395337639
PC8,a_ALGII_SGBII,0.22160894601972056,0.22160894601972056
PC8,q_abhg_alt,-0.19864587100475098,0.19864587100475098
PC8,a_bev2530,0.1975266986280224,0.1975266986280224
