r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.002901677487287973,0.0017230742691878298,0.08058134200643699,2.461962976789913,0.06081494401122449,3,2797.056688454156,-5584.113376908312,-5554.909844649565,16.480129100719136,2538,2542
