term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),0.025096660279457055,0.0018804887201320033,13.34581803697039,2.5666851480228878e-39,0.021409211595626206,0.028784108963287904
vuln,0.0036011754446754556,0.0019282270942401415,1.86760960647873,0.061931680936313585,-1.79883375120966e-4,0.007382234264471877
prot,0.11215637054432302,0.09084704587792593,1.2345626592529064,0.21710760274841281,-0.06598552212757962,0.29029826321622565
vuln:prot,-0.2580009704346107,0.10350922232039467,-2.492540902645504,0.01274658008805367,-0.4609721137993533,-0.05502982706986803
