AGS,mun_name,municipality_area_m2,landcover_total_area_m2,landcover_area_ratio_to_municipality,artificial_total_area_m2,has_artificial_land
03355018,Hittbergen,14698093.731524933,14698093.54993849,0.9999999876455787,497371.33584590117,TRUE
01061106,Vaalermoor,6207260.511938371,6207260.133070413,0.9999999389637414,61075.01638186749,TRUE
03355019,Hohnstorf (Elbe),10238061.126058638,10238059.03786594,0.9999997960363127,976597.7528436616,TRUE
01061109,Westermoor,9368196.88403059,9368195.911359664,0.9999998961730909,207363.3306323532,TRUE
12062461,"Schönewalde, Stadt",156292913.23826408,156292903.45117533,0.9999999373798303,5275754.161824533,TRUE
03355021,Lüdersburg,19133387.653780233,19133385.997059148,0.9999999134120358,377363.05769039725,TRUE
03355022,"Lüneburg, Hansestadt",71074374.91151105,71074369.43583372,0.9999999229584877,20463425.727055136,TRUE
01061110,Wewelsfleth,17447722.674192406,17447721.474294353,0.9999999312289589,744274.8469755375,TRUE
03355024,Melbeck,16200825.69834225,16200824.497965455,0.9999999259064434,1319983.2760939791,TRUE
03355026,Neetze,26945390.1318674,26945387.263709273,0.9999998935566301,1284386.1779318056,TRUE
12071341,Schmogrow-Fehrow/Smogorjow-Prjawoz,30353146.313546613,30353100.55891227,0.999998492590064,1418129.6552140922,TRUE
03355028,Radbruch,22516491.85122425,22516490.404101077,0.9999999357305221,1092564.4795920989,TRUE
03355007,Barum,9864912.656431708,9864911.67215415,0.9999999002244022,736488.1963732584,TRUE
03355009,"Bleckede, Stadt",140494990.62396166,140494982.16025615,0.9999999397579553,4805789.599127396,TRUE
13071077,Klink,25061965.027553067,25061977.081516277,1.0000004809664045,600837.6173741049,TRUE
15085365,"Wegeleben, Stadt",51815979.08857249,51815973.27801617,0.9999998878616903,1935755.777720198,TRUE
03355011,Brietlingen,19964190.612044346,19964188.69758147,0.9999999041051595,1423507.092053796,TRUE
03355014,Deutsch Evern,11074207.091113899,11074205.983431406,0.999999899976361,1240258.8575458832,TRUE
03355015,Echem,10388994.139122503,10388992.9378764,0.9999998843732043,548651.0268931622,TRUE
03355017,Handorf,9851649.132351235,9851648.664964486,0.9999999525575117,1074227.6373180419,TRUE
13071069,Jabel,75358228.78741257,75358208.3083094,0.9999997282433054,769370.0231846481,TRUE
01061112,Willenscharen,7594688.672345672,7594688.035874843,0.9999999161952706,108654.57295826379,TRUE
01061113,"Wilster, Stadt",2758078.2947691735,2758078.0680437605,0.9999999177958749,1280179.6231623269,TRUE
01061114,Winseldorf,5446483.994498104,5446483.486368098,0.9999999067049483,144003.34865162257,TRUE
01061115,Wittenbergen,4568702.306641176,4568702.052294541,0.9999999443284727,100841.25263727113,TRUE
01061116,Wrist,10052737.618686663,10052736.90589162,0.9999999290944347,832118.6155659639,TRUE
01061117,Wulfsmoor,8805404.096010387,8805404.08912624,0.9999999992181907,225048.1613757831,TRUE
01061118,Kollmar,25551385.45768422,25551383.392578572,0.9999999191783299,896235.8011645722,TRUE
01061119,Neuendorf-Sachsenbande,19424968.68002541,19424967.103523266,0.9999999188414576,275388.6495357494,TRUE
14522300,Kriebstein,31172305.140820637,31172303.266519688,0.9999999398728795,1161357.3750217063,TRUE
01058007,Arpsdorf,12061621.416374272,12061620.352740165,0.9999999118166563,183190.8461942038,TRUE
16074112,Wichmar,5198417.180010833,5198416.811483304,0.9999999291077426,137291.30102244366,TRUE
