AGS,mun_name,municipality_area_m2,class_code,class_name,class_slug,thesis_group,total_area_m2,total_share_of_municipality
14729380,Thallwitz,52846176.25461788,2,Open Soil,open_soil,open_or_seasonal,43861.94366811604,8.299927596801904e-4
12067024,Bad Saarow,50191505.692928255,2,Open Soil,open_soil,open_or_seasonal,11338.883267860834,2.2591239516168627e-4
15089030,"Bernburg (Saale), Stadt",114041858.67608124,2,Open Soil,open_soil,open_or_seasonal,564250.123747539,0.004947745768947932
03353031,Seevetal,105567154.45821893,2,Open Soil,open_soil,open_or_seasonal,286877.5782004322,0.0027174889734663805
03353032,Stelle,38517989.7299618,2,Open Soil,open_soil,open_or_seasonal,28071.237798685088,7.287825246199038e-4
03353033,Tespe,24913541.730306573,2,Open Soil,open_soil,open_or_seasonal,1156.8234065226397,4.643351872830666e-5
12069270,"Havelsee, Stadt",82086481.8986311,2,Open Soil,open_soil,open_or_seasonal,64712.92475768854,7.883505695566631e-4
03154007,Grafhorst,52106.05434862879,2,Open Soil,open_soil,open_or_seasonal,0,0
13076090,"Ludwigslust, Stadt",78687879.15499775,2,Open Soil,open_soil,open_or_seasonal,100709.92403683787,0.0012798657826126123
12066176,"Lauchhammer, Stadt",89197406.67839389,2,Open Soil,open_soil,open_or_seasonal,1300846.734871158,0.014583907574369642
13076093,Malk Göhren,22567596.876604214,2,Open Soil,open_soil,open_or_seasonal,0,0
13076094,Malliß,25198896.813759897,2,Open Soil,open_soil,open_or_seasonal,30404.668045586997,0.0012065872673038798
13076097,Milow,33811313.7109227,2,Open Soil,open_soil,open_or_seasonal,114.3056417422622,3.380692117423876e-6
03154012,Jerxheim,17113326.613570314,2,Open Soil,open_soil,open_or_seasonal,0,0
13076085,Lewitzrand,46857704.728255644,2,Open Soil,open_soil,open_or_seasonal,643.3933798176276,1.3730791628588996e-5
13076088,"Lübtheen, Stadt",120367065.3655023,2,Open Soil,open_soil,open_or_seasonal,63883.93045455518,5.307426102029449e-4
13076089,"Lübz, Stadt",74797832.45730919,2,Open Soil,open_soil,open_or_seasonal,8069.573649173953,1.078851269357258e-4
15089055,"Calbe (Saale), Stadt",57420301.14727775,2,Open Soil,open_soil,open_or_seasonal,291874.71796552057,0.005083127607026807
14524260,Remse,14375544.98128356,2,Open Soil,open_soil,open_or_seasonal,851.5867689883733,5.9238572874775074e-5
16065016,Etzleben,6169882.453137882,2,Open Soil,open_soil,open_or_seasonal,0,0
14627020,Diera-Zehren,43320921.144797385,2,Open Soil,open_soil,open_or_seasonal,42107.26166804352,9.719844489756511e-4
03154027,Söllingen,39390229.009005845,2,Open Soil,open_soil,open_or_seasonal,1159.0259908792214,2.9424200367411714e-5
16065019,Gehofen,13550800.709014917,2,Open Soil,open_soil,open_or_seasonal,800.3374878839168,5.906200711456687e-5
12067426,Rietz-Neuendorf,184259440.4070344,2,Open Soil,open_soil,open_or_seasonal,133733.1599030019,7.25787289962357e-4
16065003,"Bad Frankenhausen/Kyffhäuser, Stadt",91131990.57951656,2,Open Soil,open_soil,open_or_seasonal,8831.56848013051,9.69096408842797e-5
14627010,"Coswig, Stadt",26082066.563283574,2,Open Soil,open_soil,open_or_seasonal,12899.0141902311,4.945549141565871e-4
14628370,"Stadt Wehlen, Stadt",10953008.269825544,2,Open Soil,open_soil,open_or_seasonal,1636.1998759958233,1.493836063744599e-4
14627040,Glaubitz,14238335.024330487,2,Open Soil,open_soil,open_or_seasonal,19561.70779152855,0.0013738760717528753
14522060,"Burgstädt, Stadt",25816541.498629928,2,Open Soil,open_soil,open_or_seasonal,2571.1181214204303,9.95918884625533e-5
15090415,"Osterburg (Altmark), Hansestadt",231313915.1928002,2,Open Soil,open_soil,open_or_seasonal,15490.408255362105,6.696704019060351e-5
16065042,Kalbsrieth,11984376.590546284,2,Open Soil,open_soil,open_or_seasonal,15593.364633307054,0.0013011410744224836
14627030,Ebersbach,84119063.83011734,2,Open Soil,open_soil,open_or_seasonal,7803.014985136706,9.276155284960476e-5
15090445,"Sandau (Elbe), Stadt",18430084.693683956,2,Open Soil,open_soil,open_or_seasonal,24998.32308280662,0.0013563867718618579
16073002,Altenbeuthen,8067650.082100825,2,Open Soil,open_soil,open_or_seasonal,0,0
12069648,Wenzlow,20695667.47787179,2,Open Soil,open_soil,open_or_seasonal,200.05196391249046,9.66636925947858e-6
01056019,Haselau,13858594.472800285,2,Open Soil,open_soil,open_or_seasonal,4379.617691853606,3.160217798745254e-4
16065056,Reinsdorf,11333050.860904051,2,Open Soil,open_soil,open_or_seasonal,175.8493571357576,1.5516506481268e-5
14627060,"Großenhain, Stadt",130209174.83846565,2,Open Soil,open_soil,open_or_seasonal,132420.50741896333,0.0010169829244616672
15087250,"Kelbra (Kyffhäuser), Stadt",40632910.13888796,2,Open Soil,open_soil,open_or_seasonal,0,0
14522080,"Döbeln, Stadt",91116940.19676939,2,Open Soil,open_soil,open_or_seasonal,25391.343383586318,2.7866764762680854e-4
15090435,Rochau,39084353.102531835,2,Open Soil,open_soil,open_or_seasonal,3792.7744154369357,9.70407366213065e-5
01056020,Haseldorf,17828832.385785304,2,Open Soil,open_soil,open_or_seasonal,2049.4902099631836,1.1495369778658166e-4
12069656,"Werder (Havel), Stadt",117130774.79027082,2,Open Soil,open_soil,open_or_seasonal,125509.73315628353,0.0010715350716412123
01056024,Heist,10026421.897521911,2,Open Soil,open_soil,open_or_seasonal,3939.8023007222764,3.929420027393842e-4
12067481,"Storkow (Mark), Stadt",180338238.61256295,2,Open Soil,open_soil,open_or_seasonal,19030.63100665521,1.0552743086029828e-4
01056027,Hetlingen,16612298.931134848,2,Open Soil,open_soil,open_or_seasonal,4506.489031710577,2.712742559227907e-4
01056028,Holm,15990597.672439087,2,Open Soil,open_soil,open_or_seasonal,6626.694459544349,4.144119310165573e-4
12067469,Spreenhagen,137473932.05312648,2,Open Soil,open_soil,open_or_seasonal,147653.3987472741,0.0010740465231634882
14524290,"Waldenburg, Stadt",25063423.343906555,2,Open Soil,open_soil,open_or_seasonal,1487.187799177097,5.9336977984640065e-5
14730310,"Torgau, Stadt",102741517.65618962,2,Open Soil,open_soil,open_or_seasonal,101493.19372997103,9.878498589986188e-4
12071041,Dissen-Striesow/Dešno-Strjažow,19863200.660959322,2,Open Soil,open_soil,open_or_seasonal,0,0
12068320,"Neuruppin, Stadt",305680186.48266315,2,Open Soil,open_soil,open_or_seasonal,64251.15531784966,2.1019077506187567e-4
16065046,Mönchpfiffel-Nikolausrieth,9269989.80810026,2,Open Soil,open_soil,open_or_seasonal,0,0
14627050,"Gröditz, Stadt",28997236.141261104,2,Open Soil,open_soil,open_or_seasonal,19064.055232361046,6.574438729087765e-4
12068324,"Neustadt (Dosse), Stadt",75627981.3532384,2,Open Soil,open_soil,open_or_seasonal,14619.003063326183,1.9330151091888418e-4
12071028,Briesen/Brjazyna,9142512.960644592,2,Open Soil,open_soil,open_or_seasonal,0,0
12069688,Wusterwitz,23852924.387744553,2,Open Soil,open_soil,open_or_seasonal,2767.8060814972177,1.1603634156151079e-4
01056015,"Elmshorn, Stadt",21718470.939397104,2,Open Soil,open_soil,open_or_seasonal,386.1242772697433,1.7778612423829407e-5
01056016,Groß Nordende,5340428.20831366,2,Open Soil,open_soil,open_or_seasonal,0,0
12067473,Steinhöfel,153395425.46443844,2,Open Soil,open_soil,open_or_seasonal,62633.20034390762,4.0831204812185115e-4
12071032,Burg (Spreewald)/Bórkowy (Błota),35288449.01002996,2,Open Soil,open_soil,open_or_seasonal,0,0
13076006,Barkhagen,22044581.137293838,2,Open Soil,open_soil,open_or_seasonal,4714.14992585767,2.138462008644167e-4
13076008,Belsch,22631814.510336816,2,Open Soil,open_soil,open_or_seasonal,146752.73372870215,0.006484355625205153
13076009,Bengerstorf,33063980.395675026,2,Open Soil,open_soil,open_or_seasonal,0,0
12067408,Rauen,21598525.338808782,2,Open Soil,open_soil,open_or_seasonal,0,0
14625240,"Hoyerswerda / Wojerecy, Stadt",95728949.39585815,2,Open Soil,open_soil,open_or_seasonal,277329.18601584894,0.002897025275698346
13076010,Besitz,22197014.305509947,2,Open Soil,open_soil,open_or_seasonal,0,0
16065085,Kyffhäuserland,129150645.2294905,2,Open Soil,open_soil,open_or_seasonal,27879.382240607123,2.158671541366879e-4
16065086,"Artern, Stadt",44877102.87300427,2,Open Soil,open_soil,open_or_seasonal,21141.052572660603,4.7108773114179703e-4
13076012,Blievenstorf,21448707.126069747,2,Open Soil,open_soil,open_or_seasonal,0,0
12071060,Drehnow/Drjenow,10941280.874853594,2,Open Soil,open_soil,open_or_seasonal,203.15995895339375,1.8568206161338698e-5
16065087,"Roßleben-Wiehe, Stadt",72961945.2059014,2,Open Soil,open_soil,open_or_seasonal,47213.79085530053,6.471015914126386e-4
16065088,"An der Schmücke, Stadt",95033858.16494577,2,Open Soil,open_soil,open_or_seasonal,88787.93605336113,9.342768752927627e-4
13076014,"Boizenburg/ Elbe, Stadt",47261339.452733055,2,Open Soil,open_soil,open_or_seasonal,50889.63412256484,0.0010767708810593597
14627070,Hirschstein,34709591.61562421,2,Open Soil,open_soil,open_or_seasonal,32699.277807970757,9.420818939641879e-4
14713000,"Leipzig, Stadt",298922250.8306755,2,Open Soil,open_soil,open_or_seasonal,1554524.897591652,0.0052004321969066555
12062196,Gröden,22364891.756251942,2,Open Soil,open_soil,open_or_seasonal,400.1874885591242,1.789355803375416e-5
14522460,"Penig, Stadt",63554570.2485366,2,Open Soil,open_soil,open_or_seasonal,606956.1921203159,0.009550158072767262
14729320,Neukieritzsch,57174850.99613302,2,Open Soil,open_soil,open_or_seasonal,4299147.604726035,0.07519298310050349
12067493,Tauche,121681826.17341477,2,Open Soil,open_soil,open_or_seasonal,3861.9571674494446,3.173815917214769e-5
12071052,Drachhausen/Hochoza,38206293.47381318,2,Open Soil,open_soil,open_or_seasonal,0,0
16076012,Caaschwitz,4096695.059117049,2,Open Soil,open_soil,open_or_seasonal,233232.05353352678,0.05693175844623269
13076030,Dersenow,22453055.812532347,2,Open Soil,open_soil,open_or_seasonal,58375.155722790965,0.0025998757679214614
14523330,Pöhl,36637247.12238823,2,Open Soil,open_soil,open_or_seasonal,12692.977206458372,3.4645008027095925e-4
13076034,"Dömitz, Stadt",60510885.16061312,2,Open Soil,open_soil,open_or_seasonal,39092.673779075965,6.460436609927764e-4
13076016,Brahlstorf,21903744.877673864,2,Open Soil,open_soil,open_or_seasonal,53654.78952375519,0.00244957151498074
13076017,Brenz,12655093.82326901,2,Open Soil,open_soil,open_or_seasonal,5328.955279859036,4.2109172435060484e-4
13076018,Bresegard bei Eldena,11145835.110949654,2,Open Soil,open_soil,open_or_seasonal,0,0
01051103,Schmedeswurth,5892558.023501109,2,Open Soil,open_soil,open_or_seasonal,1228.3711657512513,2.0846144592079978e-4
16076022,"Greiz, Stadt",84875542.84927861,2,Open Soil,open_soil,open_or_seasonal,7990.584234564363,9.414472021409024e-5
13076019,Bresegard bei Picher,16585079.633916289,2,Open Soil,open_soil,open_or_seasonal,0,0
14522480,Reinsberg,48691974.840761214,2,Open Soil,open_soil,open_or_seasonal,52113.71925397731,0.0010702732724315726
14523320,"Plauen, Stadt",101676934.79473805,2,Open Soil,open_soil,open_or_seasonal,37408.022667716534,3.679106057163759e-4
13076049,Gorlosen,53238340.14113412,2,Open Soil,open_soil,open_or_seasonal,0,0
12071076,"Forst (Lausitz)/Baršć (Łužyca), Stadt",22690567.20805098,2,Open Soil,open_soil,open_or_seasonal,4072388.5907500735,0.1794749577394929
12071412,Werben/Wjerbno,25048677.960904755,2,Open Soil,open_soil,open_or_seasonal,0,0
14524200,Mülsen,49070386.86681686,2,Open Soil,open_soil,open_or_seasonal,139289.34207818584,0.00283856213435273
16076039,Langenwetzendorf,58305263.8702406,2,Open Soil,open_soil,open_or_seasonal,2501.4159752435944,4.290206079524038e-5
15085090,Ditfurt,23934830.607724182,2,Open Soil,open_soil,open_or_seasonal,12844.499947432638,5.366446981783734e-4
13076050,"Grabow, Stadt",72342784.02963038,2,Open Soil,open_soil,open_or_seasonal,176916.55051563907,0.0024455314084011067
13076053,Grebs-Niendorf,31193807.47521011,2,Open Soil,open_soil,open_or_seasonal,0,0
01058172,Westerrönfeld,7737648.470862418,2,Open Soil,open_soil,open_or_seasonal,14843.985818523015,0.0019184104672654563
14612000,"Dresden, Stadt",328093738.21001375,2,Open Soil,open_soil,open_or_seasonal,577020.8684144852,0.0017587073485844235
13076058,Groß Laasch,27469796.47469017,2,Open Soil,open_soil,open_or_seasonal,32125.73587735414,0.0011694930432758687
13076037,Eldena,34256595.94915999,2,Open Soil,open_soil,open_or_seasonal,0,0
12061217,Heidesee,136118729.30755383,2,Open Soil,open_soil,open_or_seasonal,8009.278422969348,5.884038488834819e-5
14628310,"Rathen, Kurort",3734832.332335076,2,Open Soil,open_soil,open_or_seasonal,0,0
13076040,Gallin-Kuppentin,18528960.128267925,2,Open Soil,open_soil,open_or_seasonal,200.0140972439658,1.079467470701838e-5
12070125,Groß Pankow (Prignitz),250869220.52956736,2,Open Soil,open_soil,open_or_seasonal,61738.11017944451,2.4609679118514296e-4
13076046,Göhlen,34002005.49388504,2,Open Soil,open_soil,open_or_seasonal,4349.855458845731,1.2792937933111075e-4
01051118,Trennewurth,2602865.7944192216,2,Open Soil,open_soil,open_or_seasonal,10.225911356839875,3.92871249019644e-6
01051119,Volsemenhusen,16230066.527724972,2,Open Soil,open_soil,open_or_seasonal,0,0
15084590,"Zeitz, Stadt",87389709.97641104,2,Open Soil,open_soil,open_or_seasonal,2030041.6128218216,0.023229755692858886
14522490,"Rochlitz, Stadt",23560086.60058275,2,Open Soil,open_soil,open_or_seasonal,46858.35815202619,0.0019888873477598833
13076075,Kreien,25030179.93319736,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2355383.603200583,0.09410174475320704
13076079,Kuhstorf,15095458.439159146,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2023973.5696777562,0.1340783108929878
14521150,Drebach,32969170.068404295,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2681479.839397066,0.08133294935339722
15083245,"Gröningen, Stadt",59740558.31405812,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1593383.2561700372,0.026671716855968572
14628330,Reinhardtsdorf-Schöna,31705942.714922413,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,5139286.54256339,0.16209221686837222
13076067,Karenz,6849905.868239488,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,698262.5644530826,0.10193754160778633
16076093,Mohlsdorf-Teichwolframsdorf,51123623.55585133,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,5031730.901458273,0.09842281418024346
16076094,Berga-Wünschendorf,62960697.0203359,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,8815733.574503276,0.14001963116221303
13076069,Karstädt,19720158.522239417,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2819721.7576611014,0.1429867693244534
15084130,Elsteraue,80447255.68973264,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,5368640.690869248,0.06673491401092553
14628320,Rathmannsdorf,4185752.195803851,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,677889.0033678846,0.16195153741959625
14522020,"Augustusburg, Stadt",23324653.61563441,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,4770201.030917521,0.20451326349901616
15002000,"Halle (Saale), Stadt",135824964.26597008,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,15479820.972179009,0.11396889412661057
15083270,"Haldensleben, Stadt",156431520.31214672,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,28097647.935407713,0.179616281164698
12061260,"Königs Wusterhausen, Stadt",95823966.69664505,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,12107127.45288572,0.1263475920508894
15084150,Gleina,29875109.423009828,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,387460.06508585473,0.012969327060855306
12072312,Nuthe-Urstromtal,341192433.78414,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,31441202.428807277,0.09215093687774735
15084135,"Freyburg (Unstrut), Stadt",46837141.22753964,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,11595618.05736691,0.2475731386130978
12062124,"Elsterwerda, Stadt",40376165.00680845,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2931226.4770943574,0.07259794179561327
12062128,"Falkenberg/Elster, Stadt",81963253.69837146,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,7332820.158549567,0.08946472751721989
12067397,Ragow-Merz,38032358.61743702,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,3044439.1488908753,0.08004865487083059
12066064,Frauendorf,20809430.093916778,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2599018.854983787,0.12489620538640116
12061265,Krausnick-Groß Wasserburg,54671599.66240399,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,9633991.6038309,0.17621565242869425
15084170,Goseck,14465217.502377346,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1196406.2189324368,0.08270917590667465
01058119,Oldenbüttel,4571073.039308612,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,372902.1043273309,0.08157867991182512
14522420,Niederwiesa,16579992.672688615,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,3041759.721607849,0.18345965415403268
16075134,Remptendorf,97380292.82756546,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,6680557.064583636,0.06860276212573238
16075135,"Saalburg-Ebersdorf, Stadt",71989502.31522453,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,7672213.679823652,0.10657406195460128
16075136,Rosenthal am Rennsteig,51856705.8725284,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,5437465.318145179,0.10485558669135847
01058124,Osterrönfeld,17919744.749897826,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2232737.4433445497,0.12459649813691014
16075125,Wilhelmsdorf,9420839.207122868,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1092569.2754112158,0.11597366767337997
16075127,"Ziegenrück, Stadt",8249560.409786124,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1961444.0312514906,0.23776346057478503
16076003,"Bad Köstritz, Stadt",20153208.322012063,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,3810104.3394768727,0.18905696197837338
14522440,"Oederan, Stadt",77579600.43018354,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,6027468.887345366,0.07769399241453538
12073572,"Templin, Stadt",378905948.0809287,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,60943222.603619784,0.1608399733820046
01058140,Schacht-Audorf,6283014.522038246,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,715569.9260306273,0.11388958652263188
01058148,Schülp b. Rendsburg,8028885.458245777,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,932120.4628435202,0.11609587254557475
03360002,"Bad Bevensen, Stadt",48165364.50427336,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,7878771.462865481,0.16357753219466356
03360004,Bienenbüttel,99544191.18334588,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,12592624.830934705,0.12650285949625054
03360008,Emmendorf,11006393.409583993,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1412577.1552418421,0.12834151049078601
12062500,"Uebigau-Wahrenbrück, Stadt",135709259.22440073,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,9370795.110988006,0.06905052142015615
01058132,Rade b. Rendsburg,6542077.157998715,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,552114.3231164742,0.0843943459825184
01058135,"Rendsburg, Stadt",9258032.509931145,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2021058.0962602198,0.2183031971525504
03359001,Agathenburg,11108542.480012393,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1501105.961682554,0.1351307756515758
03359004,Balje,58492807.81124808,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,974084.0964858474,0.016653057579816378
03359007,Bliedersdorf,12411086.183053093,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1816906.6440557141,0.14639384637717182
03359009,Burweg,16267940.84281799,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1452580.7477364,0.08929100257809758
03360025,"Uelzen, Hansestadt",136933147.83210912,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,18111423.512243297,0.1322647131025523
15091241,"Oranienbaum-Wörlitz, Stadt",115835834.00469567,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,27216054.01453618,0.23495366738959997
02000000,"Hamburg, Freie und Hansestadt",742617853.28082335,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,151798561.3633404,0.2044100619082979
15089365,Wolmirsleben,16870779.18213933,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,330790.48138311005,0.019607303125235
01058158,Tackesdorf,7266262.169202912,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1002312.9227605856,0.13794064945918907
03360012,Jelmstorf,13962852.30302496,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1541664.669789282,0.11041187261253851
12065144,"Hohen Neuendorf, Stadt",48952827.21955197,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,7424330.375120263,0.15166295384375578
13071110,"Neustrelitz, Residenzstadt",131200564.88093625,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,21059476.90225278,0.160513614566859
15084565,Wetterzeube,41921179.11773494,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,16609003.85247844,0.39619600884393846
13071119,Priepert,22177387.184844747,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1884454.1559991245,0.08497187429215713
03359020,Grünendeich,2590811.678527903,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,223876.48184598912,0.08641171556444256
03359021,Guderhandviertel,9230903.761117129,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1305601.8314207797,0.14143813706739103
03359022,Hammah,29393174.06893374,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2933021.223753277,0.09978579437779224
03359023,"Harsefeld, Flecken",52050767.1431126,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,10296802.059816318,0.19782229206162236
03359025,Himmelpforten,18230152.943041302,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2849036.124454973,0.15628152618118812
03359026,Hollern-Twielenfleth,17721634.14104016,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2749964.135632911,0.1551755393293264
03359027,"Horneburg, Flecken",16915077.024788674,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,3012623.1833261484,0.1781028356484109
03359028,Jork,53187289.75906349,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,5864511.09293513,0.11026151397262682
03359029,Kranenburg,14252921.917821907,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1124532.2532381169,0.07889836622426154
12069590,Schwielowsee,58251152.43320541,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,10604975.728522342,0.1820560673144227
15084550,"Weißenfels, Stadt",113702064.57760824,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,4299064.357502658,0.03780990585767506
12065136,"Hennigsdorf, Stadt",30693942.67581424,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,9122728.09065551,0.29721590956915095
14729250,Machern,39038792.36467315,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,6464582.578805385,0.16559381546482704
15088020,"Bad Dürrenberg, Solestadt",36444264.40457499,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,924466.320496087,0.025366579229955184
03359010,"Buxtehude, Hansestadt",76319668.99626867,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,12675010.369440025,0.16607790018140298
03359012,Dollern,11996122.546763085,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1814925.1732552263,0.15129265028598327
03359013,Drochtersen,106998212.64449501,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,5770264.901822073,0.053928610200190574
03359015,Engelschoff,19644677.689214565,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2232860.452571493,0.1136623612713886
03359016,Estorf,29475453.895685203,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,3785412.4074631734,0.12842592418966295
12068264,"Kyritz, Stadt",157501614.3102262,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,10829986.454950536,0.06876111398845117
03359018,"Freiburg (Elbe), Flecken",26113073.06536835,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,603094.5105900244,0.023095501210459207
03359019,Großenwörden,12350347.572480025,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1604160.328109445,0.12988786904135038
13071137,Sietow,18836547.674979374,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2125718.8624254237,0.11285076751346641
13071138,Silz,10672141.417973015,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,974283.6958310948,0.09129224001757491
03352051,Steinau,36057465.85163946,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2295151.9408467906,0.06365261358882865
03359040,Wischhafen,27646661.21535302,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2250832.9535962823,0.08141427769752997
03352052,Stinstedt,30462176.376677927,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,2768594.129645567,0.09088628781511565
03352055,Wanna,54096507.87568218,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,3946078.365783454,0.07294515895280776
03352056,Wingst,55652986.548234716,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,9125033.884512959,0.16396305841743547
03352038,Neuenkirchen,19417590.479018368,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,408393.83764708915,0.021032158345721533
03352039,"Neuhaus (Oste), Flecken",9850242.16216641,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,317433.59338036616,0.0322259684741143
14730270,"Schkeuditz, Stadt",80288517.89139657,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,6522839.531477305,0.08124249522578707
03352041,Nordleda,21332475.6639355,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,448414.14409522066,0.021020258087217965
03359030,Krummendeich,30119374.190375984,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,501718.01324021537,0.01665765065598637
03352042,Oberndorf,32490031.472253926,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,893101.6085362857,0.027488480868323662
03352043,Odisheim,13593532.946004571,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,369611.31328852486,0.027190231910767648
03359032,Mittelnkirchen,6946955.462477503,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,1318257.0169156566,0.18976039562020233
03352044,Osten,47887886.32496057,3,High Seasonal Vegetation,high_seasonal_vegetation,open_or_seasonal,3096397.628769813,0.06465930878130823
