AGS,mun_name,municipality_area_m2,rp,class_code,class_name,class_slug,thesis_group,total_area_m2,flooded_area_m2,flood_share_of_class,flooded_landcover_total_area_m2,original_flood_area_m2,flood_area_rp10_m2,flood_area_rp20_m2,flood_area_rp50_m2,flood_area_rp100_m2,flood_area_rp200_m2,flood_area_rp500_m2,flood_share_rp10,flood_share_rp20,flood_share_rp50,flood_share_rp100,flood_share_rp200,flood_share_rp500,share_of_lc_flooded_area,share_of_original_flood_area
03360008,Emmendorf,11006393.409583993,rp100,1,Artificial Land,artificial_land,artificial,483965.91979192424,81482.49511072162,0.16836411775803162,1252091.1699974057,1252091.0728457524,652718.5195799809,652718.5195799809,1252091.0728457524,1252091.0728457524,1288874.1100223488,1344726.8101584073,0.05930357886459117,0.05930357886459117,0.11376034148983571,0.11376034148983571,0.1171023115437652,0.12217688030190388,0.0650771262214799,0.06507713127091325
12062500,"Uebigau-Wahrenbrück, Stadt",135709259.22440073,rp100,1,Artificial Land,artificial_land,artificial,4481944.6863577,779650.8069409843,0.17395368785208631,48737136.9467573,48737136.555563875,26805376.430511676,30302408.299708784,41518505.76514986,48737136.555563875,51981277.829149336,55442115.0489805,0.19752061564338735,0.22328917328774547,0.30593716303835494,0.35912904420895153,0.38303412844658,0.40853597879644105,0.01599705800922838,0.015997058137630343
01058132,Rade b. Rendsburg,6542077.157998715,rp100,1,Artificial Land,artificial_land,artificial,216801.1826437841,5958.93061104184,0.027485692367429013,604531.9700855581,604531.9301245235,604531.9301245235,604531.9301245235,604531.9301245235,604531.9301245235,624546.8129370235,684595.3005044606,0.09240672580349936,0.09240672580349936,0.09240672580349936,0.09240672580349936,0.09546613374521531,0.1046449444069053,0.009857097566235389,0.009857098217813574
01058135,"Rendsburg, Stadt",9258032.509931145,rp100,1,Artificial Land,artificial_land,artificial,3597737.442682294,258560.19253399794,0.07186744354007898,834360.5424912838,834360.5530621894,827641.6713229741,834360.5530621894,834360.5530621894,834360.5530621894,834360.5530621894,834360.5530621894,0.08939714463468973,0.09012288001442705,0.09012288001442705,0.09012288001442705,0.09012288001442705,0.09012288001442705,0.30989024452423575,0.3098902405980908
03359001,Agathenburg,11108542.480012393,rp100,1,Artificial Land,artificial_land,artificial,857663.1823429263,180646.63450523297,0.21062654690592,5843942.690183519,5843942.969096353,5843942.969096353,5843942.969096353,5843942.969096353,5843942.969096353,5872700.767480502,5872700.767480502,0.5260764838961874,0.5260764838961874,0.5260764838961874,0.5260764838961874,0.528665284221333,0.528665284221333,0.03091177379420195,0.030911772318881182
03359004,Balje,58492807.81124808,rp100,1,Artificial Land,artificial_land,artificial,903529.9424890188,534178.923289716,0.5912133048055662,54557874.65770081,54557874.49124826,53727536.256351285,54172200.17244753,54342336.03865847,54557874.49124826,54778546.099098295,55494035.44039293,0.9185323506733688,0.9261343778752624,0.9290430408814896,0.9327279119050405,0.9365005399615038,0.9487326308469928,0.00979105081789173,0.009791050847763594
03359007,Bliedersdorf,12411086.183053093,rp100,1,Artificial Land,artificial_land,artificial,667667.6004875095,0,0,0,0,0,0,0,0,679710.6603592681,966325.8533922114,0,0,0,0,0.05476641208787909,0.077859893899673,NA,NA
03359009,Burweg,16267940.84281799,rp100,1,Artificial Land,artificial_land,artificial,619293.1773657119,42317.55903738836,0.06833202848672516,8523143.472735737,8523143.436726207,6032162.897841329,7536110.688579131,8181769.914075172,8523143.436726207,8573183.175007457,8573183.175007457,0.37080064134265783,0.4632492066078659,0.5029382632459768,0.5239226967369398,0.5269986692134037,0.5269986692134037,0.004965017798040819,0.004965017819017581
03360025,"Uelzen, Hansestadt",136933147.83210912,rp100,1,Artificial Land,artificial_land,artificial,14063221.52318127,1468388.071553408,0.10441335003739888,3930020.85437994,3930020.6949552633,3680831.4787381063,3680831.4787381063,3920015.4137052633,3930020.6949552633,4050084.149056826,4070094.785775576,0.02688049998858637,0.02688049998858637,0.02862722047777293,0.02870028738237859,0.02957709081531193,0.02972322516653041,0.3736336589453247,0.3736336741020961
15091241,"Oranienbaum-Wörlitz, Stadt",115835834.00469567,rp100,1,Artificial Land,artificial_land,artificial,5489320.495915246,4543259.620391405,0.8276542832163233,76270828.4026535,76270827.10743105,67386668.80905278,70034145.5979316,74521758.31641541,76270827.10743105,77682890.38340057,79838095.24392179,0.5817428552059384,0.6045982765151292,0.6433394204542483,0.658438968932008,0.6706291800881886,0.6892348635456397,0.059567461315699344,0.059567462327267146
