AGS,mun_name,municipality_area_m2,rp,class_code,class_name,class_slug,thesis_group,total_area_m2,flooded_area_m2,flood_share_of_class,flooded_landcover_total_area_m2,original_flood_area_m2,flood_area_rp10_m2,flood_area_rp20_m2,flood_area_rp50_m2,flood_area_rp100_m2,flood_area_rp200_m2,flood_area_rp500_m2,flood_share_rp10,flood_share_rp20,flood_share_rp50,flood_share_rp100,flood_share_rp200,flood_share_rp500,share_of_lc_flooded_area,share_of_original_flood_area
03353031,Seevetal,105567154.45821893,rp100,1,Artificial Land,artificial_land,artificial,15187847.140762672,1267648.6749111793,0.08346467166560666,21008296.992416162,21008296.68794075,19804611.446380395,21008296.68794075,21008296.68794075,21008296.68794075,21008296.68794075,21892530.138987023,0.18760202023081535,0.199004101188077,0.199004101188077,0.199004101188077,0.199004101188077,0.20738012927734625,0.06034038243884266,0.060340383313362056
03353032,Stelle,38517989.7299618,rp100,1,Artificial Land,artificial_land,artificial,5205959.840303559,984747.7717001993,0.18915777338051437,15814379.58637869,15814379.20822496,14725842.687393626,15814379.20822496,15814379.20822496,15814379.20822496,15824385.80197496,16636823.694618035,0.382310779732591,0.41057125044933246,0.41057125044933246,0.41057125044933246,0.41083104058428377,0.4319234677420569,0.062269137168579576,0.06226913865756034
03353033,Tespe,24913541.730306573,rp100,1,Artificial Land,artificial_land,artificial,1973327.6342903867,1474467.6597735994,0.747198607140482,21038815.712458696,21038815.40362691,16680326.365790589,19336256.941886596,20698615.29132839,21038815.40362691,21431993.1732812,21569026.00491388,0.6695285056760707,0.7761344071912755,0.8308178546187653,0.8444730834088445,0.8602547724962696,0.865755107740294,0.07008320619969374,0.07008320722845517
12069270,"Havelsee, Stadt",82086481.8986311,rp100,1,Artificial Land,artificial_land,artificial,2926221.5361988638,814718.4769337918,0.27841995790657187,19418763.144373395,19418763.32697267,10233198.468469938,10360161.63121465,12320884.143845769,19418763.32697267,22363195.99459055,26400814.29439524,0.12466362587090714,0.12621032588542963,0.1500963844334427,0.23656469223462365,0.27243457725727543,0.3216219489951793,0.04195521984982124,0.041955219455306274
03154007,Grafhorst,52106.05434862879,rp100,1,Artificial Land,artificial_land,artificial,538.9904370148189,0,0,32630.943969784246,32630.94078454309,32630.94078454309,32630.94078454309,32630.94078454309,32630.94078454309,32630.94078454309,32630.94078454309,0.6262408695584105,0.6262408695584105,0.6262408695584105,0.6262408695584105,0.6262408695584105,0.6262408695584105,0,0
13076090,"Ludwigslust, Stadt",78687879.15499775,rp100,1,Artificial Land,artificial_land,artificial,6578916.18247539,540.3856424208171,8.213900700852083e-5,2395344.1172975134,2395344.116506901,0,215163.9082432633,1078783.8354422704,2395344.116506901,3220096.252398506,4004651.473945881,0,0.00273439709589119,0.01370965702757478,0.03044108117069214,0.04092239220294179,0.05089286325861701,2.2559833408424573e-4,2.255983341587072e-4
12066176,"Lauchhammer, Stadt",89197406.67839389,rp100,1,Artificial Land,artificial_land,artificial,12597505.402145807,77747.11703926449,0.006171627997557466,4600670.441680502,4600670.495686504,3585222.273423892,4532322.7292437395,4590689.354084942,4600670.495686504,4669793.881259203,4774345.857671515,0.04019424338591598,0.05081227019957291,0.05146662358286853,0.05157852304242961,0.05235347141981828,0.053525612856500183,0.01689908417149426,0.016899083973120572
13076093,Malk Göhren,22567596.876604214,rp100,1,Artificial Land,artificial_land,artificial,400550.4307598674,74876.46997844786,0.18693393947025058,5794050.506104729,5794050.243779575,4434790.8700578455,5352522.690708423,5362525.432083864,5794050.243779575,5794050.243779575,5794050.243779575,0.1965114360339973,0.23717734413527092,0.23762057880620793,0.25674201269459296,0.25674201269459296,0.25674201269459296,0.012922992283128442,0.012922992868215867
13076094,Malliß,25198896.813759897,rp100,1,Artificial Land,artificial_land,artificial,764663.2995394043,2357.376748842367,0.0030828951124793552,933951.8800619041,933951.887179209,560159.8387831999,560159.8387831999,560159.8387831999,933951.887179209,933951.887179209,933951.887179209,0.02222953817872391,0.02222953817872391,0.02222953817872391,0.03706320534910175,0.03706320534910175,0.03706320534910175,0.002524088016918083,0.0025240879976829336
13076097,Milow,33811313.7109227,rp100,1,Artificial Land,artificial_land,artificial,420948.35480423836,0,0,292513.42755393503,292513.41397090827,0,0,0,292513.41397090827,778223.5513542813,778223.5513542813,0,0,0,0.00865134719318558,0.02301666116874001,0.02301666116874001,0,0
03154012,Jerxheim,17113326.613570314,rp100,1,Artificial Land,artificial_land,artificial,543265.4298235163,0,0,59711.90818134432,59711.90686628573,0,0,711.8285089637832,59711.90686628573,226130.82028724873,372747.6025578177,0,0,4.159498179619421e-5,0.00348920512151834,0.01321372667006392,0.02178113063431168,0,0
13076085,Lewitzrand,46857704.728255644,rp100,1,Artificial Land,artificial_land,artificial,1142262.8081204682,52375.68939672507,0.04585257352719594,7608981.8035673555,7608981.871738847,6466910.787532117,6849090.832675776,7268549.6873842925,7608981.871738847,7875765.797008913,7978539.465118914,0.13801168505875425,0.14616786870795465,0.15511962716776623,0.16238486105681055,0.168078352166058,0.1702716663436521,0.006883403160744783,0.0068834030990740005
13076088,"Lübtheen, Stadt",120367065.3655023,rp100,1,Artificial Land,artificial_land,artificial,3253280.6953232083,39089.56414356129,0.01201542928642922,21865711.390018187,21865711.128701717,8025382.233788904,9264166.368920589,13572040.588544782,21865711.128701717,27083858.327965587,29073365.20741772,0.06667423692202944,0.07696595693173507,0.11275543311895504,0.18165858793935935,0.2250105396000452,0.24153920442551777,0.0017877106052632656,0.0017877106266281425
13076089,"Lübz, Stadt",74797832.45730919,rp100,1,Artificial Land,artificial_land,artificial,3237010.404460364,46388.933721474605,0.014330795371418653,5925109.58589802,5925109.407746583,4098020.279150598,4322887.426068838,5020384.301002084,5925109.407746583,6451850.098796844,6647692.031980044,0.05478795500510714,0.05779428740179233,0.06711938215412144,0.07921498809645768,0.08625718001225814,0.08887546354734557,0.007829211097104766,0.007829211332507205
15089055,"Calbe (Saale), Stadt",57420301.14727775,rp100,1,Artificial Land,artificial_land,artificial,5159804.724866046,425604.9039792341,0.08248469209080064,17656943.648048945,17656943.33389679,14925501.385613868,16118325.22843091,17067751.9551375,17656943.33389679,18009383.254323017,18272995.157311294,0.2599342233913288,0.2807077794156617,0.29724246676032395,0.30750349582124914,0.3136413932788443,0.31823231143359487,0.02410410954821519,0.02410410997707526
14524260,Remse,14375544.98128356,rp100,1,Artificial Land,artificial_land,artificial,762092.2551684619,140412.80879628428,0.18424647126907984,1641272.5645355792,1641272.5113865496,1571325.7027927996,1601303.012363112,1631280.149081862,1641272.5113865496,1708224.7254954705,1778171.4090892205,0.10930547014660028,0.11139076914634892,0.11347605612209692,0.11417115062583208,0.11882851938618796,0.12369419117009722,0.08555118255816092,0.08555118532854933
16065016,Etzleben,6169882.453137882,rp100,1,Artificial Land,artificial_land,artificial,222261.7750966377,0,0,1007696.9948482639,1007697.0835305525,910157.2893180453,920159.7238883576,1007697.0835305525,1007697.0835305525,1007697.0835305525,1007697.0835305525,0.14751614738707977,0.14913731839743272,0.16332516724334956,0.16332516724334956,0.16332516724334956,0.16332516724334956,0,0
14627020,Diera-Zehren,43320921.144797385,rp100,1,Artificial Land,artificial_land,artificial,2015519.3600516915,168327.49392419186,0.08351569191569304,3934783.167886966,3934783.0076149018,3545381.2673805263,3665196.268357089,3884859.610153964,3934783.0076149018,4184398.2048805263,4254291.066208652,0.08183993261662922,0.08460568638664,0.08967629282787111,0.09082870132108094,0.09659070246670068,0.09820407677826053,0.04277935701717106,0.042779358759665084
03154027,Söllingen,39390229.009005845,rp100,1,Artificial Land,artificial_land,artificial,969235.3812187575,0,0,236092.62956799244,236092.63433499823,0,0,112473.21393003751,236092.63433499823,249739.41618108604,249739.41618108604,0,0,0.00285535821343721,0.00599368524313529,0.00634013618260477,0.00634013618260477,0,0
16065019,Gehofen,13550800.709014917,rp100,1,Artificial Land,artificial_land,artificial,368101.83279621165,1265.3789569032974,0.0034375785289931875,2449845.494462121,2449845.456904595,2151027.6157291927,2161029.0864323177,2217107.1646992364,2449845.456904595,2513276.520541268,2540437.976970127,0.1587380452210608,0.15947611752526578,0.16361447653969743,0.1807897193318466,0.18547070202790783,0.18747511911086215,5.165137800582479e-4,5.165137879766983e-4
12067426,Rietz-Neuendorf,184259440.4070344,rp100,1,Artificial Land,artificial_land,artificial,4185423.2076836377,379758.1282061117,0.09073350754804158,12294986.453321492,12294986.272990182,10677206.6942274,11264903.033614216,12125368.425560614,12294986.272990182,12443562.250071423,13192273.618250042,0.05794659242772659,0.06113609706362789,0.06580595490128119,0.0667264930677647,0.06753283426120929,0.07159618844553056,0.03088723437377355,0.03088723482679849
16065003,"Bad Frankenhausen/Kyffhäuser, Stadt",91131990.57951656,rp100,1,Artificial Land,artificial_land,artificial,4177858.0345301847,11835.748505605563,0.0028329704857806485,5513093.920076285,5513093.9910248,5444965.343181295,5487529.474923392,5501932.996587102,5513093.9910248,5563104.930477925,5583109.266415425,0.05974812256987111,0.06021518283566172,0.06037323404876612,0.06049570470222956,0.06104447949728342,0.06126398897809571,0.0021468432566521182,0.0021468432290241944
14627010,"Coswig, Stadt",26082066.563283574,rp100,1,Artificial Land,artificial_land,artificial,7406246.776735008,1220779.533625635,0.16483106361786762,8608985.750401588,8608985.821100445,2988953.2628555633,4253007.570948191,6746258.664712231,8608985.821100445,10073609.359717172,11085080.721609404,0.1145980229596988,0.1630625226965437,0.2586550666276238,0.33007299479940544,0.3862274231712169,0.4250077613563862,0.14180294508777513,0.14180294392325862
14628370,"Stadt Wehlen, Stadt",10953008.269825544,rp100,1,Artificial Land,artificial_land,artificial,657301.4086170066,136281.4319875481,0.20733476332310122,1025759.959994982,1025759.9931230156,918813.9549703049,956264.0890264134,976219.1886357884,1025759.9931230156,1064867.979022556,1084822.4917178685,0.08388690415778709,0.08730606838495927,0.08912795138895091,0.09365098316860428,0.0972215078076917,0.0990433372269468,0.13285898972720167,0.13285898543637623
14627040,Glaubitz,14238335.024330487,rp100,1,Artificial Land,artificial_land,artificial,1377581.1228301898,2883.2560415202606,0.0020929845754540516,144436.41578696633,144436.40700524492,0,144436.40700524492,144436.40700524492,144436.40700524492,178376.4053357497,178376.4053357497,0,0.01014419219371027,0.01014419219371027,0.01014419219371027,0.01252789775145337,0.01252789775145337,0.019962112918759094,0.01996211413245388
14522060,"Burgstädt, Stadt",25816541.498629928,rp100,1,Artificial Land,artificial_land,artificial,3531266.9288539365,0,0,65954.5908876613,65954.59801614087,56807.92336393134,56807.92336393134,56807.92336393134,65954.59801614087,65954.59801614087,65954.59801614087,0.00220044669294475,0.00220044669294475,0.00220044669294475,0.00255474181232374,0.00255474181232374,0.00255474181232374,0,0
15090415,"Osterburg (Altmark), Hansestadt",231313915.1928002,rp100,1,Artificial Land,artificial_land,artificial,6921943.533566484,763772.9505559292,0.11034082362159929,86447447.2404938,86447446.97704893,59947914.20663389,73031498.46316265,82191968.92592344,86447446.97704893,87817361.1752911,95695104.06434882,0.25916259364105826,0.3157246221105673,0.3553265217849796,0.3737235042906734,0.3796458207111981,0.413702323029667,0.008835112833709703,0.008835112860634329
16065042,Kalbsrieth,11984376.590546284,rp100,1,Artificial Land,artificial_land,artificial,476070.8326092077,32993.156141823325,0.06930304039211413,5563927.8423039,5563927.842482987,4243394.536478821,4535375.443976092,5303111.053556387,5563927.842482987,5593204.672163723,5865978.924573349,0.35407720246593105,0.37844066478633215,0.4425020370053855,0.4642651038579693,0.4667080202215815,0.4894688413914369,0.005929831780162265,0.005929831779971401
14627030,Ebersbach,84119063.83011734,rp100,1,Artificial Land,artificial_land,artificial,3198815.210683402,0,0,7342.863732253981,7342.863732253982,0,0,7342.863732253982,7342.863732253982,7342.863732253982,107191.668529376,0,0,8.729131540364336e-5,8.729131540364336e-5,8.729131540364336e-5,0.00127428508650375,0,0
15090445,"Sandau (Elbe), Stadt",18430084.693683956,rp100,1,Artificial Land,artificial_land,artificial,775718.5387185281,166360.40688105967,0.2144597538636679,12986508.634096786,12986508.261942206,10398479.523738367,11385600.945054442,12887139.917892432,12986508.261942206,13126474.390848454,13574221.511390977,0.5642122484278087,0.6177725786011348,0.6992447474920662,0.7046363854417186,0.7122308230817266,0.7365251835246802,0.01281024881809044,0.012810249185193951
16073002,Altenbeuthen,8067650.082100825,rp100,1,Artificial Land,artificial_land,artificial,111021.80060206194,20784.343744692727,0.18720957174159464,1008916.584751681,1008916.5700702332,1008811.7504921271,1008811.7504921271,1008916.5700702332,1008916.5700702332,1008916.5700702332,1008916.5700702332,0.12504406366487222,0.12504406366487222,0.12505705624350902,0.12505705624350902,0.12505705624350902,0.12505705624350902,0.020600656247323223,0.020600656547097723
12069648,Wenzlow,20695667.47787179,rp100,1,Artificial Land,artificial_land,artificial,1157100.1350457387,715.3935616668541,6.182641761065696e-4,660606.6586849679,660606.6614384202,550469.1904235,616849.5208393319,651543.9172558618,660606.6614384202,889385.8048802671,1069283.152536517,0.02659828154912483,0.02980573211754969,0.03148214078876679,0.03192004617124592,0.04297449240674241,0.05166700487818599,0.0010829342275945984,0.0010829342230808568
01056019,Haselau,13858594.472800285,rp100,1,Artificial Land,artificial_land,artificial,549331.2407689659,450872.5237944458,0.8207662159597997,12359772.319186628,12359772.34672478,11573263.917670265,11772627.00068737,11962342.77713582,12359772.34672478,12369376.46247345,12478437.504330693,0.8350965128812052,0.8494820325245132,0.8631714277096308,0.8918489079814563,0.8925419159028238,0.9004114759849295,0.036479031502427935,0.03647903142115094
16065056,Reinsdorf,11333050.860904051,rp100,1,Artificial Land,artificial_land,artificial,646566.5415231668,108118.83609773734,0.16721996755822446,2959987.2272071517,2959987.0251175216,2712432.2034792984,2781819.080057221,2872057.6643551975,2959987.0251175216,3030102.271342033,3210135.7029826576,0.23933821852299747,0.24546074258377695,0.25342316906588824,0.2611818354516235,0.26736862902425185,0.28325432775182846,0.036526791434756,0.03652679392857969
14627060,"Großenhain, Stadt",130209174.83846565,rp100,1,Artificial Land,artificial_land,artificial,9278621.218523588,358043.41291159496,0.03858799755687912,9497051.347660722,9497051.356376406,6354593.023187452,7629149.727685179,9169232.768022943,9497051.356376406,9602247.571133643,12178021.94634148,0.04880295901629671,0.05859149124591041,0.07041925255572867,0.07293688304344312,0.07374478475150434,0.0935266041079612,0.03770048195009358,0.037700481915494896
15087250,"Kelbra (Kyffhäuser), Stadt",40632910.13888796,rp100,1,Artificial Land,artificial_land,artificial,1776183.7622618536,95150.9164334384,0.05357042354236475,4217388.247901298,4217388.231040373,2991789.411520566,3597196.392173186,3877282.814048186,4217388.231040373,4227391.317954435,4397444.42537631,0.07362971053006752,0.08852913512415318,0.09542222796238782,0.10379242384128667,0.10403860573866663,0.108223713495916,0.022561573855759763,0.0225615739459599
14522080,"Döbeln, Stadt",91116940.19676939,rp100,1,Artificial Land,artificial_land,artificial,8535097.315587651,1333734.177470527,0.15626467140974803,5042644.5232277755,5042644.394625317,4487699.992420892,4741422.204548791,4862859.780367506,5042644.394625317,5132532.809664379,5302580.029012912,0.04925209278021834,0.05203667061590926,0.05336943679041498,0.0553425563208729,0.05632907337077542,0.05819532589178097,0.2644910168319399,0.2644910235772489
15090435,Rochau,39084353.102531835,rp100,1,Artificial Land,artificial_land,artificial,1024072.312967427,84600.4642058297,0.08261180693449782,3750586.021155541,3750586.198074857,3189611.779286816,3750586.198074857,3750586.198074857,3750586.198074857,3750586.198074857,4085358.120257348,0.08160840658969988,0.09596132212386288,0.09596132212386288,0.09596132212386288,0.09596132212386288,0.10452669152640276,0.022556598816460324,0.022556597752440507
01056020,Haseldorf,17828832.385785304,rp100,1,Artificial Land,artificial_land,artificial,710095.7940552327,596032.896557703,0.8393697041266271,16420225.449284935,16420225.486458538,14471280.625389928,15542313.793022849,16236018.09030602,16420225.486458538,16420225.486458538,16420225.486458538,0.8116785391357255,0.8717516355930596,0.910660762240986,0.9209927566288733,0.9209927566288733,0.9209927566288733,0.036298703595671944,0.03629870351349563
12069656,"Werder (Havel), Stadt",117130774.79027082,rp100,1,Artificial Land,artificial_land,artificial,12876015.586986225,492782.32160904875,0.038271336212663744,17107917.566067502,17107917.239678018,13225630.876546722,14563136.497945638,14633072.88564095,17107917.239678018,17835807.77779646,17915716.697934907,0.11291337310991029,0.12433228179376211,0.12492936132149968,0.14605826069460137,0.15227260136998552,0.15295482105376657,0.028804342767377606,0.028804343316914668
01056024,Heist,10026421.897521911,rp100,1,Artificial Land,artificial_land,artificial,1133445.107100175,630.5856712515625,5.563442528459658e-4,909943.9965156617,909943.9221468068,741550.850688262,741550.850688262,886471.4944771015,909943.9221468068,988638.6913147124,988638.6913147124,0.07395966958776597,0.07395966958776597,0.08841354408756708,0.09075460133706369,0.09860334039594527,0.09860334039594527,6.929939355237112e-4,6.929939921614492e-4
12067481,"Storkow (Mark), Stadt",180338238.61256295,rp100,1,Artificial Land,artificial_land,artificial,8584233.871632235,0,0,238192.70163333946,238192.69848530332,163835.70884807635,199725.9642885517,228662.56389741605,238192.69848530332,248887.4005579346,462700.8543241384,9.084912335206928e-4,0.00110750756924958,0.00126796493997411,0.00132081082923868,0.00138011440320564,0.00256573901289011,0,0
01056027,Hetlingen,16612298.931134848,rp100,1,Artificial Land,artificial_land,artificial,661940.8691891835,197836.77582311397,0.2988737892335395,14460267.294933433,14460266.958837304,13478224.441386482,14368424.782078069,14440251.72250918,14460266.958837304,14830525.462230066,15088534.252693933,0.8113401099546512,0.8649269340529805,0.8692506547329938,0.8704554991925774,0.8927437149854452,0.908274906154917,0.013681405176544125,0.013681405494537377
01056028,Holm,15990597.672439087,rp100,1,Artificial Land,artificial_land,artificial,1574141.0957207861,9915.982348472431,0.0062992970423226165,2097730.817392162,2097730.6075632083,1745373.6777295694,1794078.991692431,2097730.6075632083,2097730.6075632083,2097730.6075632083,2132975.8485155012,0.10914999635928824,0.11219586837486704,0.1311852533929231,0.1311852533929231,0.1311852533929231,0.13338937619522717,0.0047270041829292914,0.004727004655755658
12067469,Spreenhagen,137473932.05312648,rp100,1,Artificial Land,artificial_land,artificial,5927706.008122797,147493.37090152426,0.024882032054122212,9346201.575333845,9346201.565860877,8328205.048568169,8988900.81760735,9295887.236887936,9346201.565860877,9356182.777774936,9888525.171343625,0.06058024910024217,0.06538622037910148,0.06761927223624885,0.0679852640153557,0.06805786841216749,0.07193018358944026,0.015781103126513277,0.015781103142508426
14524290,"Waldenburg, Stadt",25063423.343906555,rp100,1,Artificial Land,artificial_land,artificial,1318565.386844151,259772.70660382224,0.19701162278008919,3087420.3090742687,3087420.3191062324,2685023.4866224956,2884864.2522474956,2894856.4163099956,3087420.3191062324,3107404.7839499824,3247282.9724315293,0.10712915988291286,0.11510256251362672,0.11550123766368076,0.12318430234937756,0.12398165810439687,0.12956262709503377,0.0841390807206656,0.08413908044727225
14730310,"Torgau, Stadt",102741517.65618962,rp100,1,Artificial Land,artificial_land,artificial,9000956.996830577,1787743.5100001306,0.19861704823494125,32599432.7074276,32599432.909869894,29965238.61548413,30955260.68414353,31800309.684283964,32599432.909869894,34573262.7958202,35229862.77479908,0.29165656979838167,0.3012926165616032,0.30951761673113815,0.3172956138234148,0.33650722302462843,0.34289801804068126,0.054839712274894994,0.05483971193434069
12071041,Dissen-Striesow/Dešno-Strjažow,19863200.660959322,rp100,1,Artificial Land,artificial_land,artificial,732190.9310624629,45132.889829884705,0.0616408752350887,7293165.459008662,7293165.473751526,4194629.360899891,5501436.392149891,6973946.298946839,7293165.473751526,7689348.779195629,8523385.367327536,0.2111759042511382,0.276966259670469,0.35109881926803344,0.3671697023172142,0.3871152947827221,0.4291043277874174,0.006188381448844777,0.0061883814363351925
12068320,"Neuruppin, Stadt",305680186.48266315,rp100,1,Artificial Land,artificial_land,artificial,11669880.738574138,0,0,298.1506982296594,298.15067797252385,298.15067797252385,298.15067797252385,298.15067797252385,298.15067797252385,1619.562390263634,447533.8692510218,9.753680191157358e-7,9.753680191157358e-7,9.753680191157358e-7,9.753680191157358e-7,5.2982249484314835e-6,0.001464059134485,0,0
16065046,Mönchpfiffel-Nikolausrieth,9269989.80810026,rp100,1,Artificial Land,artificial_land,artificial,293538.55760900147,0,0,2815389.99282376,2815389.8747647265,2662511.219851827,2684549.8688023263,2714554.2066929513,2815389.8747647265,2891812.112120784,2941101.3417890253,0.2872183546011327,0.2895957734987502,0.29283249096141745,0.30371013701704347,0.3119541846306965,0.31727125948067875,0,0
14627050,"Gröditz, Stadt",28997236.141261104,rp100,1,Artificial Land,artificial_land,artificial,3371906.2135769324,85212.78698632299,0.025271398902856464,6052137.256766286,6052137.338485814,3608324.356255188,4157789.180971657,5378323.267336648,6052137.338485814,6624446.768498667,6883922.932796119,0.1244368373136358,0.1433857061658164,0.18547709999449424,0.20871428259585167,0.2284509715418197,0.2373992783057266,0.014079784276381891,0.01407978408626834
12068324,"Neustadt (Dosse), Stadt",75627981.3532384,rp100,1,Artificial Land,artificial_land,artificial,2704466.6724089007,108950.47364766835,0.04028538223790529,16412857.513945118,16412857.234739993,9974946.775885534,11975766.073420933,15356227.551303988,16412857.234739993,17965030.716790557,18969035.68284721,0.1318949229822119,0.15835099468654704,0.20304954960491528,0.21702096156817743,0.23754476048858983,0.2508203358522533,0.006638117314739314,0.006638117427662759
12071028,Briesen/Brjazyna,9142512.960644592,rp100,1,Artificial Land,artificial_land,artificial,535472.9904619118,20241.377065993667,0.0378009300684484,1947171.5884826072,1947171.4194418988,1006808.536308212,1176402.5470503997,1854171.216883258,1947171.4194418988,1985376.335083602,1992782.1977335112,0.1101238292624993,0.12867387250249604,0.2028076115248438,0.21297989161446196,0.217158711574156,0.21796875829564155,0.010395271369878285,0.010395272272327867
12069688,Wusterwitz,23852924.387744553,rp100,1,Artificial Land,artificial_land,artificial,1790657.511737076,37300.72925466308,0.020830744578553433,2423434.6752974573,2423434.6411209875,0,0,1124077.8159256747,2423434.6411209875,3981577.114366383,4117537.79279154,0,0,0.04712536700544849,0.10159905769735007,0.1669219693838499,0.17262192785498026,0.015391679270283905,0.015391679487344951
01056015,"Elmshorn, Stadt",21718470.939397104,rp100,1,Artificial Land,artificial_land,artificial,11153470.405424003,229315.68713311796,0.020560030089074366,2003588.5619685499,2003588.6899308,1366329.2070395334,1876521.0445998872,1876521.0445998872,2003588.6899308,2003588.6899308,2003588.6899308,0.06291093009503837,0.08640207912592482,0.08640207912592482,0.09225275091978546,0.09225275091978546,0.09225275091978546,0.11445248365153998,0.1144524763418574
01056016,Groß Nordende,5340428.20831366,rp100,1,Artificial Land,artificial_land,artificial,272257.3887911661,35938.41231683726,0.13200160508555994,4309751.219409026,4309751.386089006,4309751.386089006,4309751.386089006,4309751.386089006,4309751.386089006,4309751.386089006,4309751.386089006,0.807004835189029,0.807004835189029,0.807004835189029,0.807004835189029,0.807004835189029,0.807004835189029,0.008338860061107033,0.008338859738600952
12067473,Steinhöfel,153395425.46443844,rp100,1,Artificial Land,artificial_land,artificial,3618528.9212822607,3792.5010909977536,0.0010480781481922892,880528.5857348379,880528.624967793,704459.8672725172,704459.8672725172,830804.8222377803,880528.624967793,882344.0014211661,906730.7693438182,0.00459244377816098,0.00459244377816098,0.00541609907676409,0.00574025348084402,0.005752088100083,0.00591106786006486,0.004307073219925907,0.0043070730280193575
12071032,Burg (Spreewald)/Bórkowy (Błota),35288449.01002996,rp100,1,Artificial Land,artificial_land,artificial,2377087.8042055825,254040.10664899208,0.10687030836620347,5093946.437584017,5093946.2334071,4713578.945868225,4853924.847283664,4990062.305849183,5093946.2334071,5213680.566414912,5323437.851571162,0.13357285678745742,0.13754996276271717,0.14140781036964445,0.1443516611330597,0.14774467885888212,0.15085496815283927,0.04987098112666444,0.04987098312560646
13076006,Barkhagen,22044581.137293838,rp100,1,Artificial Land,artificial_land,artificial,371390.0825654762,59661.620213510854,0.16064408559696122,2224852.745637756,2224852.6352509498,1462873.7673067234,1932737.174533286,1942734.2614473489,2224852.6352509498,2314826.9008759498,2324824.0600556373,0.06635978965515077,0.08767402576153217,0.08812751983573575,0.10092514896947004,0.10500661756552272,0.10546011491788453,0.02681598606042073,0.026815987390904832
13076008,Belsch,22631814.510336816,rp100,1,Artificial Land,artificial_land,artificial,1006758.2528634366,0,0,231039.54039088837,231039.5477143573,179088.08889925308,231039.5477143573,231039.5477143573,231039.5477143573,231039.5477143573,231039.5477143573,0.00791311226139012,0.01020861794394933,0.01020861794394933,0.01020861794394933,0.01020861794394933,0.01020861794394933,0,0
13076009,Bengerstorf,33063980.395675026,rp100,1,Artificial Land,artificial_land,artificial,333520.04686121736,38874.67035315741,0.11655872178901959,1291120.2910366554,1291120.2057313062,1231093.7740906812,1281115.7965516187,1281115.7965516187,1291120.2057313062,1291120.2057313062,1291120.2057313062,0.0372336832818748,0.03874656896176955,0.03874656896176955,0.03904914623951908,0.03904914623951908,0.03904914623951908,0.0301092552127304,0.03010925720207308
12067408,Rauen,21598525.338808782,rp100,1,Artificial Land,artificial_land,artificial,1190861.9264099048,142254.55183135442,0.11945511790792544,170624.55025904934,170624.5546217852,35314.05714192462,103612.4747653177,103612.4747653177,170624.5546217852,170624.5546217852,170624.5546217852,0.00163502167800648,0.00479720134314652,0.00479720134314652,0.0078998242678727,0.0078998242678727,0.0078998242678727,0.8337285086781333,0.8337284873603501
14625240,"Hoyerswerda / Wojerecy, Stadt",95728949.39585815,rp100,1,Artificial Land,artificial_land,artificial,15368793.108486773,27243.711245341336,0.0017726643239342674,191903.48865995122,191903.4846401716,191903.4846401716,191903.4846401716,191903.4846401716,191903.4846401716,191903.4846401716,191903.4846401716,0.00200465466142966,0.00200465466142966,0.00200465466142966,0.00200465466142966,0.00200465466142966,0.00200465466142966,0.14196569033519027,0.14196569330892883
13076010,Besitz,22197014.305509947,rp100,1,Artificial Land,artificial_land,artificial,257658.56047938892,27256.054414462826,0.10578361675137567,13361681.629302371,13361681.466977948,5806686.83491944,6422706.071946473,8178033.207671385,13361681.466977948,13361681.466977948,13361786.583882645,0.26159765250401495,0.28934999921823584,0.3684294245664093,0.6019585014035509,0.6019585014035509,0.6019632370361566,0.0020398670744174808,0.0020398670991988114
16065085,Kyffhäuserland,129150645.2294905,rp100,1,Artificial Land,artificial_land,artificial,2339687.453677756,117074.13678183527,0.05003836585002257,2324708.4848089274,2324708.4645147226,1294386.1012334726,1804543.473303785,2294698.3043584726,2324708.4645147226,2554780.367835035,2999128.7765839035,0.01002229682192799,0.01397239224083823,0.01776761006715046,0.01799997561285039,0.0197813984072274,0.02322194187458133,0.05036078181280344,0.050360782252442234
16065086,"Artern, Stadt",44877102.87300427,rp100,1,Artificial Land,artificial_land,artificial,3755980.0446661687,168715.77033333227,0.04491924033859656,10492716.516334992,10492716.159764975,6884766.443034862,7729568.018286555,8454766.90065202,10492716.159764975,12184936.52513332,13132015.614426184,0.15341379015748316,0.17223856985955885,0.1883982333836877,0.23381001642324925,0.2715178954313279,0.29262173299350214,0.016079322268039615,0.016079322814457158
13076012,Blievenstorf,21448707.126069747,rp100,1,Artificial Land,artificial_land,artificial,454892.1603922445,2890.6853736225744,0.0063546607862619425,610136.3710425278,610136.3596067315,610136.3596067315,610136.3596067315,610136.3596067315,610136.3596067315,610136.3596067315,610136.3596067315,0.02844630009727456,0.02844630009727456,0.02844630009727456,0.02844630009727456,0.02844630009727456,0.02844630009727456,0.00473776930997134,0.004737769398771432
12071060,Drehnow/Drjenow,10941280.874853594,rp100,1,Artificial Land,artificial_land,artificial,647827.9603365272,0,0,8214.84710097015,8214.847326937042,8214.847326937042,8214.847326937042,8214.847326937042,8214.847326937042,8214.847326937042,463751.65551652433,7.508122148492935e-4,7.508122148492935e-4,7.508122148492935e-4,7.508122148492935e-4,7.508122148492935e-4,0.04238549954259627,0,0
