lisa_I,lisa_p,hotspot,lisa_class
0.09855495159184666,0.32913676182721513,FALSE,Not significant
0.0588857040528291,0.264082942531237,FALSE,Not significant
0.10240718098182065,0.39651830942742455,FALSE,Not significant
0.10240718098182065,0.5218218202311471,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.1011653030176253,0.43816621842548303,FALSE,Not significant
0.10157926233902372,0.34009106844859666,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.10240718098182065,0.6507276866741853,FALSE,Not significant
0.10240718098182065,0.39651830942742455,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.1013427141553675,0.4014433730094943,FALSE,Not significant
0.10240718098182065,0.39651830942742455,FALSE,Not significant
0.10240718098182065,0.5791584956950472,FALSE,Not significant
0.10240718098182065,0.5791584956950472,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182065,0.6507276866741853,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182065,0.5791584956950472,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182065,0.5218218202311471,FALSE,Not significant
0.10240718098182065,0.36463167974775174,FALSE,Not significant
0.10240718098182065,0.5218218202311471,FALSE,Not significant
0.10240718098182065,0.39651830942742455,FALSE,Not significant
0.10240718098182065,0.5791584956950472,FALSE,Not significant
0.10240718098182065,0.6507276866741853,FALSE,Not significant
0.10240718098182065,0.39651830942742455,FALSE,Not significant
0.10240718098182065,0.5791584956950472,FALSE,Not significant
0.10240718098182065,0.5791584956950472,FALSE,Not significant
0.10240718098182065,0.6507276866741853,FALSE,Not significant
0.10240718098182065,0.748907206276236,FALSE,Not significant
0.10240718098182065,0.39651830942742455,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182063,0.3361713439858248,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.10240718098182065,0.5218218202311471,FALSE,Not significant
0.0990589416670343,0.53551773162052,FALSE,Not significant
0.10240718098182065,0.5791584956950472,FALSE,Not significant
0.10240718098182065,0.39651830942742455,FALSE,Not significant
0.10240718098182065,0.5218218202311471,FALSE,Not significant
0.10240718098182065,0.5791584956950472,FALSE,Not significant
0.10240718098182065,0.5218218202311471,FALSE,Not significant
0.006926452037743434,0.9562521160916329,FALSE,Not significant
1.1603657819608764,0.12185096314560764,FALSE,Not significant
0.10240718098182065,0.5218218202311471,FALSE,Not significant
0.1023439126916712,0.432850967729015,FALSE,Not significant
0.010117039648252484,0.7593510734484266,FALSE,Not significant
0.10240718098182065,0.6507276866741853,FALSE,Not significant
0.10240718098182065,0.5218218202311471,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182065,0.39651830942742455,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182065,0.6507276866741853,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.09211131888549573,0.5645029147604814,FALSE,Not significant
0.07702954628053604,0.37500180823277596,FALSE,Not significant
0.09766763964418995,0.49451292556285503,FALSE,Not significant
0.10240718098182065,0.5791584956950472,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.10240718098182065,0.39651830942742455,FALSE,Not significant
0.09766763964418995,0.49451292556285503,FALSE,Not significant
0.09977410246091467,0.34873858530607044,FALSE,Not significant
0.09902179431208444,0.4123083058362171,FALSE,Not significant
0.10240718098182065,0.36463167974775174,FALSE,Not significant
0.09417049130476073,0.5100900517484641,FALSE,Not significant
0.09648275430978229,0.5461774869985849,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.0824650156476674,0.3786993741412079,FALSE,Not significant
0.016473866642610427,0.8953214895892018,FALSE,Not significant
0.074593811707345,0.6000415702743365,FALSE,Not significant
0.10231227854659648,0.5222075215155202,FALSE,Not significant
0.02669588841049486,0.8672379067139655,FALSE,Not significant
0.05356256684037146,0.7078260359342174,FALSE,Not significant
0.05356256684037146,0.7078260359342174,FALSE,Not significant
0.06155765696919309,0.6370152691041044,FALSE,Not significant
0.05356256684037146,0.7078260359342174,FALSE,Not significant
-0.04178578501036592,0.710111466460726,FALSE,Not significant
0.04135141330500915,0.7957923731503491,FALSE,Not significant
0.08771327874848603,0.5395125205215854,FALSE,Not significant
-0.04716541980800912,0.7417879011436217,FALSE,Not significant
0.08403980319015238,0.5990966682606493,FALSE,Not significant
-0.0017272486977233002,0.9905894129966406,FALSE,Not significant
-0.1401030955936477,0.3274402676144479,FALSE,Not significant
-0.05057186283917251,0.7238608515884132,FALSE,Not significant
-0.0650242991364596,0.20439155633131145,FALSE,Not significant
0.09990921788222834,0.40813357229131314,FALSE,Not significant
0.6127995584486075,0.21369867036342602,FALSE,Not significant
0.0980357455575341,0.5397389380953052,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.10240718098182065,0.5791584956950472,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182065,0.5791584956950472,FALSE,Not significant
0.10240718098182065,0.6507276866741853,FALSE,Not significant
0.07510905798207232,0.5060446140608448,FALSE,Not significant
0.1023529510188354,0.39676833494530966,FALSE,Not significant
0.029612186315825104,0.872465129081874,FALSE,Not significant
0.10240718098182063,0.3361713439858248,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.1023439126916712,0.432850967729015,FALSE,Not significant
0.10240718098182065,0.310591410441955,FALSE,Not significant
0.018220166278143494,0.5803327336447148,FALSE,Not significant
0.10231227854659648,0.5222075215155202,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.06685397018552389,0.6757659556096012,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
-0.03025049968970109,0.515601563776579,FALSE,Not significant
0.1023312590336413,0.47414236203191057,FALSE,Not significant
0.0914712166170069,0.44884040058210684,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.10240718098182065,0.39651830942742455,FALSE,Not significant
0.09674782294350934,0.4231207137596283,FALSE,Not significant
0.10240718098182065,0.6507276866741853,FALSE,Not significant
0.10240718098182065,0.6507276866741853,FALSE,Not significant
0.10240718098182065,0.5218218202311471,FALSE,Not significant
0.10240718098182067,0.4325667019631726,FALSE,Not significant
0.10240718098182065,0.5218218202311471,FALSE,Not significant
0.10240718098182065,0.4738145956412242,FALSE,Not significant
0.06732430739284317,0.3967086287371833,FALSE,Not significant
-0.012431108955698775,0.7489695333585257,FALSE,Not significant
-0.02538408311093134,0.8593535280749756,FALSE,Not significant
0.006270643326871447,0.9396786043383917,FALSE,Not significant
-0.007444411149424787,0.5377212655028555,FALSE,Not significant
-0.06455058347339487,0.6866965009339778,FALSE,Not significant
-0,NA,FALSE,Not significant
0.532055018627727,0.06372064363149628,FALSE,Not significant
4.6340620095339246e-4,0.945169886777477,FALSE,Not significant
0.3084856015176894,0.4039293834774746,FALSE,Not significant
-0.07468238881081074,0.6861496497412842,FALSE,Not significant
0.04882607438604415,0.414010106826775,FALSE,Not significant
0.09338213901279635,0.6359214957349818,FALSE,Not significant
0.020561669119535227,0.8854660023606152,FALSE,Not significant
0.020143933696954063,0.8771185874684088,FALSE,Not significant
0.0016350814798423343,0.9893742506331051,FALSE,Not significant
-0.010810928866997095,0.9651862908526121,FALSE,Not significant
0.06198175322257269,0.31420816751145747,FALSE,Not significant
-0.05765844202848575,0.18269259588788567,FALSE,Not significant
-0.030261135971204597,0.07316550516142024,FALSE,Not significant
-3.9164402697894617e-4,0.9978525090389094,FALSE,Not significant
0.09929635152855901,0.4000956678603812,FALSE,Not significant
0.0716712626466026,0.5256974379964635,FALSE,Not significant
0.09949407704886015,0.4794134003911699,FALSE,Not significant
0.09136326741851342,0.48379973765833495,FALSE,Not significant
0.051981029080733876,0.6902516896490627,FALSE,Not significant
