AGS,Gemeinde,shortlist_available_n,shortlist_available_pct
08315089,089,13,100
08315098,098,13,100
08315037,037,13,100
08315102,102,13,100
08315108,108,13,100
08315130,130,13,100
08315031,031,13,100
08315113,113,13,100
08316009,009,13,100
08316036,036,13,100
08316045,045,13,100
08316003,003,13,100
08316010,010,13,100
08316055,055,13,100
08316011,011,13,100
08316024,024,13,100
08316039,039,13,100
08316043,043,13,100
08316054,054,13,100
08316017,017,13,100
08316020,020,13,100
08316049,049,13,100
08316053,053,13,100
08316002,002,13,100
08316012,012,13,100
08316013,013,13,100
08316037,037,13,100
08316038,038,13,100
08316051,051,13,100
08316014,014,13,100
08316042,042,13,100
08316056,056,13,100
08317005,005,13,100
08317031,031,13,100
08317051,051,13,100
08317057,057,13,100
08317141,141,13,100
08317151,151,13,100
08317153,153,13,100
08317001,001,13,100
08317068,068,13,100
08317116,116,13,100
08317118,118,13,100
08317026,026,13,100
08317073,073,13,100
08317113,113,13,100
08317114,114,13,100
08317152,152,13,100
08317009,009,13,100
08317034,034,13,100
08317097,097,13,100
08317029,029,13,100
08317040,040,13,100
08317046,046,13,100
08317078,078,13,100
08317129,129,13,100
08317039,039,13,100
08317041,041,13,100
08317056,056,13,100
08317102,102,13,100
08317126,126,13,100
08317059,059,13,100
08317065,065,13,100
08317008,008,13,100
08317098,098,13,100
08317067,067,13,100
08317089,089,13,100
08317110,110,13,100
08317021,021,13,100
08317047,047,13,100
08317096,096,13,100
08317100,100,13,100
08317122,122,13,100
08317121,121,13,100
08317127,127,13,100
08317075,075,13,100
08317150,150,13,100
08317093,093,13,100
08317145,145,13,100
08317011,011,13,100
08317085,085,13,100
08317088,088,13,100
08317146,146,13,100
08317971,971,0,0
08325012,012,13,100
08325014,014,13,100
08325071,071,13,100
08325015,015,13,100
08325045,045,13,100
08325070,070,13,100
08325011,011,13,100
08325049,049,13,100
08325064,064,13,100
08325069,069,13,100
08325072,072,13,100
08325050,050,13,100
08325051,051,13,100
08325001,001,13,100
08325024,024,13,100
08325036,036,13,100
08325053,053,13,100
08325057,057,13,100
08325061,061,13,100
08325009,009,13,100
08325060,060,13,100
08326003,003,13,100
08326005,005,13,100
08326031,031,13,100
08326052,052,13,100
08326068,068,13,100
08326006,006,13,100
08326012,012,13,100
08326027,027,13,100
08326017,017,13,100
08326020,020,13,100
08326054,054,13,100
08326055,055,13,100
08326060,060,13,100
08326010,010,13,100
08326037,037,13,100
08326041,041,13,100
08326061,061,13,100
08326065,065,13,100
08326074,074,13,100
08326075,075,13,100
08327004,004,13,100
08327008,008,13,100
08327016,016,13,100
08327027,027,13,100
08327030,030,13,100
08327036,036,13,100
08327041,041,13,100
08327007,007,13,100
08327009,009,13,100
08327013,013,13,100
08327019,019,13,100
08327029,029,13,100
08327040,040,13,100
08327051,051,13,100
08327018,018,13,100
08327025,025,13,100
08327002,002,13,100
08327005,005,13,100
08327006,006,13,100
08327010,010,13,100
08327011,011,13,100
08327017,017,13,100
08327023,023,13,100
08327033,033,13,100
08327046,046,13,100
08327012,012,13,100
08327020,020,13,100
08327048,048,13,100
08327049,049,13,100
08327038,038,13,100
08327050,050,13,100
08327054,054,13,100
08327055,055,13,100
08327056,056,13,100
08327057,057,13,100
08335035,035,13,100
08335063,063,13,100
08335080,080,13,100
08335001,001,13,100
08335022,022,13,100
08335097,097,13,100
08335015,015,13,100
08335026,026,13,100
08335028,028,13,100
08335025,025,13,100
08335055,055,13,100
08335061,061,13,100
08335002,002,13,100
08335043,043,13,100
08335066,066,13,100
08335075,075,13,100
08335077,077,13,100
08335081,081,13,100
08335100,100,13,100
08335021,021,13,100
08335057,057,13,100
08335079,079,13,100
08335096,096,13,100
08335098,098,13,100
08335099,099,13,100
08336014,014,13,100
08336084,084,13,100
08336087,087,13,100
08336091,091,13,100
08336105,105,13,100
08336107,107,13,100
08336045,045,13,100
08336104,104,13,100
08336043,043,13,100
08336050,050,13,100
08336069,069,13,100
08336082,082,13,100
08336006,006,13,100
08336078,078,13,100
08336004,004,13,100
08336010,010,13,100
08336025,025,13,100
08336079,079,13,100
08336080,080,13,100
08336089,089,13,100
08336090,090,13,100
08336094,094,13,100
08336096,096,13,100
08336034,034,13,100
08336036,036,13,100
08336057,057,13,100
08336081,081,13,100
08336008,008,13,100
08336019,019,13,100
08336024,024,13,100
08336073,073,13,100
08336075,075,13,100
08336100,100,13,100
08336103,103,13,100
08336106,106,13,100
08337002,002,13,100
08337038,038,13,100
08337062,062,13,100
08337066,066,13,100
08337106,106,13,100
08337116,116,13,100
08337022,022,13,100
08337127,127,13,100
08337030,030,13,100
08337060,060,13,100
08337070,070,13,100
08337053,053,13,100
08337125,125,13,100
08337039,039,13,100
08337128,128,13,100
08337049,049,13,100
08337076,076,13,100
08337090,090,13,100
08337096,096,13,100
08337013,013,13,100
08337027,027,13,100
08337045,045,13,100
08337051,051,13,100
08337059,059,13,100
08337097,097,13,100
08337108,108,13,100
08337032,032,13,100
08337065,065,13,100
08337118,118,13,100
08337126,126,13,100
08337123,123,13,100
08337124,124,13,100
08415014,014,13,100
08415019,019,13,100
08415059,059,13,100
08415061,061,13,100
08415073,073,13,100
08415080,080,13,100
08415091,091,13,100
08415092,092,13,100
08415093,093,13,100
08415089,089,13,100
08415090,090,13,100
08415029,029,13,100
08415050,050,13,100
08415062,062,13,100
08415027,027,13,100
08415048,048,13,100
08415053,053,13,100
08415060,060,13,100
08415087,087,13,100
08415028,028,13,100
08415039,039,13,100
08415078,078,13,100
08415088,088,13,100
08415034,034,13,100
08415058,058,13,100
08415085,085,13,100
08415971,971,8,61.53846153846154
08416009,009,13,100
08416022,022,13,100
08416023,023,13,100
08416041,041,13,100
08416048,048,13,100
08416011,011,13,100
08416015,015,13,100
08416026,026,13,100
08416006,006,13,100
08416025,025,13,100
08416031,031,13,100
08416018,018,13,100
08416036,036,13,100
08416049,049,13,100
08416050,050,13,100
08417013,013,13,100
08417025,025,13,100
08417054,054,13,100
08417010,010,13,100
08417079,079,13,100
08417002,002,13,100
08417022,022,13,100
08417008,008,13,100
08417023,023,13,100
08417031,031,13,100
08417036,036,13,100
08417051,051,13,100
08417044,044,13,100
08417045,045,13,100
08417047,047,13,100
08417014,014,13,100
08417015,015,13,100
08417016,016,13,100
08417029,029,13,100
08417052,052,13,100
08417057,057,13,100
08417071,071,13,100
08417078,078,13,100
08417063,063,13,100
08417075,075,13,100
08421000,000,13,100
08425039,039,13,100
08425108,108,13,100
08425141,141,13,100
08425002,002,13,100
08425004,004,13,100
08425017,017,13,100
08425020,020,13,100
08425028,028,13,100
08425066,066,13,100
08425140,140,13,100
08425014,014,13,100
08425031,031,13,100
08425135,135,13,100
08425033,033,13,100
08425050,050,13,100
08425088,088,13,100
08425093,093,13,100
08425064,064,13,100
08425110,110,13,100
08425137,137,13,100
08425138,138,13,100
08425071,071,13,100
08425079,079,13,100
08425084,084,13,100
08425134,134,13,100
08425139,139,13,100
08425005,005,13,100
08425011,011,13,100
08425013,013,13,100
08425019,019,13,100
08425022,022,13,100
08425024,024,13,100
08425062,062,13,100
08425072,072,13,100
08425083,083,13,100
08425085,085,13,100
08425092,092,13,100
08425097,097,13,100
08425112,112,13,100
08425130,130,13,100
08425008,008,13,100
08425075,075,13,100
08425035,035,13,100
08425036,036,13,100
08425052,052,13,100
08425055,055,13,100
08425073,073,13,100
08425081,081,13,100
08425090,090,13,100
08425091,091,13,100
08425098,098,13,100
08425104,104,13,100
08425123,123,13,100
08425124,124,13,100
08425125,125,11,84.61538461538461
08426134,134,13,100
08426005,005,13,100
08426006,006,13,100
08426013,013,13,100
08426020,020,13,100
08426036,036,13,100
08426064,064,13,100
08426078,078,13,100
08426090,090,13,100
08426109,109,13,100
08426118,118,13,100
08426014,014,13,100
08426062,062,13,100
08426011,011,13,100
08426021,021,13,100
08426038,038,13,100
08426058,058,13,100
08426071,071,13,100
08426074,074,13,100
08426120,120,13,100
08426128,128,13,100
08426019,019,13,100
08426031,031,13,100
08426044,044,13,100
08426065,065,13,100
08426066,066,13,100
08426001,001,13,100
08426028,028,13,100
08426070,070,13,100
08426073,073,13,100
08426043,043,13,100
08426087,087,13,100
08426113,113,13,100
08426135,135,13,100
08426008,008,13,100
08426035,035,13,100
08426045,045,13,100
08426067,067,13,100
08426097,097,13,100
08426121,121,13,100
08426124,124,13,100
08426100,100,13,100
08426117,117,13,100
08426108,108,13,100
08426125,125,13,100
08435035,035,13,100
08435013,013,13,100
08435029,029,13,100
08435030,030,13,100
08435016,016,13,100
08435024,024,13,100
08435005,005,13,100
08435034,034,13,100
08435045,045,13,100
08435067,067,13,100
08435010,010,13,100
08435018,018,13,100
08435036,036,13,100
08435054,054,13,100
08435066,066,13,100
08435015,015,13,100
08435020,020,13,100
08435052,052,13,100
08435042,042,13,100
08435057,057,13,100
08435047,047,13,100
08435053,053,13,100
08435059,059,13,100
08436008,008,13,100
08436010,010,13,100
08436049,049,13,100
08436052,052,13,100
08436094,094,13,100
08436005,005,13,100
08436019,019,13,100
08436024,024,13,100
08436027,027,13,100
08436032,032,13,100
08436040,040,13,100
08436047,047,13,100
08436053,053,13,100
08436067,067,13,100
08436077,077,13,100
08436093,093,13,100
08436009,009,13,100
08436014,014,13,100
08436018,018,13,100
08436039,039,13,100
08436069,069,13,100
08436079,079,13,100
08436003,003,13,100
08436004,004,13,100
08436055,055,13,100
08436011,011,13,100
08436012,012,13,100
08436013,013,13,100
08436064,064,13,100
08436082,082,13,100
08436078,078,13,100
08436085,085,13,100
08436001,001,13,100
08436006,006,13,100
08436081,081,13,100
08436083,083,13,100
08436095,095,13,100
08436087,087,13,100
08436096,096,13,100
08437086,086,13,100
08437031,031,13,100
08437047,047,13,100
08437082,082,13,100
08437114,114,13,100
08437053,053,13,100
08437076,076,13,100
08437101,101,13,100
08437072,072,13,100
08437078,078,13,100
08437123,123,13,100
08437056,056,13,100
08437088,088,13,100
08437118,118,13,100
08437124,124,13,100
08437044,044,13,100
08437100,100,13,100
08437005,005,13,100
08437008,008,13,100
08437059,059,13,100
08437065,065,13,100
08437104,104,13,100
08437105,105,13,100
08437102,102,13,100
08437107,107,13,100
09161000,000,13,100
09162000,000,13,100
09163000,000,13,100
09171111,111,13,100
09171112,112,13,100
09171113,113,13,100
09171117,117,13,100
09171118,118,13,100
09171125,125,13,100
09171127,127,13,100
09171131,131,13,100
09171132,132,13,100
09171133,133,13,100
09171137,137,13,100
09171114,114,13,100
09171124,124,13,100
09171116,116,13,100
09171119,119,13,100
09171122,122,13,100
09171134,134,13,100
09171123,123,13,100
09171130,130,13,100
09171115,115,13,100
09171126,126,13,100
09171129,129,13,100
09171121,121,13,100
09171135,135,13,100
09172111,111,13,100
09172112,112,13,100
09172114,114,13,100
09172115,115,13,100
09172116,116,13,100
09172117,117,13,100
09172118,118,13,100
09172122,122,13,100
09172124,124,13,100
09172128,128,13,100
09172129,129,13,100
09172130,130,13,100
09172131,131,13,100
09172132,132,13,100
09172134,134,13,100
09172452,452,3,23.076923076923077
09172454,454,3,23.076923076923077
09173111,111,13,100
09173112,112,13,100
09173118,118,13,100
09173120,120,13,100
09173123,123,13,100
09173124,124,13,100
09173126,126,13,100
09173130,130,13,100
09173131,131,13,100
09173134,134,13,100
09173135,135,13,100
09173137,137,13,100
09173145,145,13,100
09173147,147,13,100
09173113,113,13,100
09173115,115,13,100
09173133,133,13,100
09173142,142,13,100
09173127,127,13,100
09173140,140,13,100
09173141,141,13,100
09173451,451,3,23.076923076923077
09173452,452,3,23.076923076923077
09174111,111,13,100
09174113,113,13,100
09174115,115,13,100
09174118,118,13,100
09174121,121,13,100
09174122,122,13,100
09174126,126,13,100
09174131,131,13,100
09174135,135,13,100
09174136,136,13,100
09174137,137,13,100
09174141,141,13,100
09174143,143,13,100
09174146,146,13,100
09174147,147,13,100
09174150,150,13,100
09174151,151,13,100
09175111,111,13,100
09175115,115,13,100
09175118,118,13,100
09175122,122,13,100
09175123,123,13,100
09175124,124,13,100
09175127,127,13,100
09175132,132,13,100
09175133,133,13,100
09175135,135,13,100
09175137,137,13,100
09175139,139,13,100
09175112,112,13,100
09175119,119,13,100
09175136,136,13,100
09175113,113,13,100
09175114,114,13,100
09175116,116,13,100
09175121,121,13,100
09175128,128,13,100
09175131,131,13,100
09175451,451,3,23.076923076923077
09175452,452,0,0
09175453,453,3,23.076923076923077
09176112,112,13,100
09176114,114,13,100
09176118,118,13,100
09176120,120,13,100
09176121,121,13,100
09176123,123,13,100
09176126,126,13,100
09176129,129,13,100
09176131,131,13,100
09176132,132,13,100
09176137,137,13,100
09176138,138,13,100
09176139,139,13,100
09176143,143,13,100
09176148,148,13,100
09176161,161,13,100
09176164,164,13,100
09176166,166,13,100
09176167,167,13,100
09176155,155,13,100
09176160,160,13,100
09176165,165,13,100
09176116,116,13,100
09176124,124,13,100
09176111,111,13,100
09176122,122,13,100
09176149,149,13,100
09176147,147,13,100
09176150,150,13,100
09176153,153,13,100
09176451,451,0,0
09177113,113,13,100
09177115,115,13,100
09177117,117,13,100
09177118,118,13,100
09177119,119,13,100
09177120,120,13,100
09177123,123,13,100
09177127,127,13,100
09177130,130,13,100
09177137,137,13,100
09177139,139,13,100
09177114,114,13,100
09177135,135,13,100
09177142,142,13,100
09177144,144,13,100
09177116,116,13,100
09177133,133,13,100
09177131,131,13,100
09177134,134,13,100
09177121,121,13,100
09177122,122,13,100
09177124,124,13,100
09177138,138,13,100
09177112,112,13,100
09177126,126,13,100
09177143,143,13,100
09178116,116,13,100
09178120,120,13,100
09178122,122,13,100
09178123,123,13,100
09178124,124,13,100
09178130,130,13,100
09178133,133,13,100
09178136,136,13,100
09178137,137,13,100
09178138,138,13,100
09178140,140,13,100
09178143,143,13,100
09178144,144,13,100
09178145,145,13,100
09178113,113,13,100
09178150,150,13,100
09178125,125,13,100
09178132,132,13,100
09178142,142,13,100
09178155,155,13,100
09178115,115,13,100
09178129,129,13,100
09178156,156,13,100
09178157,157,13,100
09179113,113,13,100
09179117,117,13,100
09179118,118,13,100
09179119,119,13,100
09179121,121,13,100
09179123,123,13,100
09179126,126,13,100
09179134,134,13,100
09179138,138,13,100
09179142,142,13,100
09179145,145,13,100
09179149,149,13,100
09179111,111,13,100
09179114,114,13,100
09179128,128,13,100
09179130,130,13,100
09179132,132,13,100
09179136,136,13,100
09179137,137,13,100
09179140,140,13,100
09179125,125,13,100
09179131,131,13,100
09179147,147,13,100
09180112,112,13,100
09180116,116,13,100
09180117,117,13,100
09180118,118,13,100
09180122,122,13,100
09180123,123,13,100
09180124,124,13,100
09180125,125,13,100
09180126,126,13,100
09180134,134,13,100
09180136,136,13,100
09180113,113,13,100
09180129,129,13,100
09180115,115,13,100
09180135,135,13,100
09180114,114,13,100
09180119,119,13,100
09180127,127,13,100
09180131,131,13,100
09180128,128,13,100
09180132,132,13,100
09180133,133,13,100
09180451,451,3,23.076923076923077
09181113,113,13,100
09181114,114,13,100
09181116,116,13,100
09181122,122,13,100
09181128,128,13,100
09181130,130,13,100
09181132,132,13,100
09181144,144,13,100
09181145,145,13,100
09181121,121,13,100
09181143,143,13,100
09181126,126,13,100
09181127,127,13,100
09181131,131,13,100
09181134,134,13,100
09181138,138,13,100
09181124,124,13,100
09181140,140,13,100
09181141,141,13,100
09181111,111,13,100
09181129,129,13,100
09181133,133,13,100
09181135,135,13,100
09181137,137,13,100
09181142,142,13,100
09181115,115,13,100
09181123,123,13,100
09181139,139,13,100
09181118,118,13,100
09181120,120,13,100
09181146,146,13,100
09181451,451,3,23.076923076923077
09182111,111,13,100
09182112,112,13,100
09182114,114,13,100
09182116,116,13,100
09182119,119,13,100
09182120,120,13,100
09182123,123,13,100
09182124,124,13,100
09182125,125,13,100
09182127,127,13,100
09182129,129,13,100
09182131,131,13,100
09182132,132,13,100
09182133,133,13,100
09182134,134,13,100
09182136,136,13,100
09182137,137,13,100
09183112,112,13,100
09183113,113,13,100
09183114,114,13,100
09183119,119,13,100
09183127,127,13,100
09183128,128,13,100
09183135,135,13,100
09183144,144,13,100
09183148,148,13,100
09183120,120,13,100
09183138,138,13,100
09183118,118,13,100
09183147,147,13,100
09183123,123,13,100
09183140,140,13,100
09183122,122,13,100
09183124,124,13,100
09183145,145,13,100
09183115,115,13,100
09183129,129,13,100
09183125,125,13,100
09183132,132,13,100
09183143,143,13,100
09183151,151,13,100
09183134,134,13,100
09183136,136,13,100
09183116,116,13,100
09183130,130,13,100
09183131,131,13,100
09183126,126,13,100
09183139,139,13,100
09183451,451,3,23.076923076923077
09184112,112,13,100
09184113,113,13,100
09184114,114,13,100
09184118,118,13,100
09184119,119,13,100
09184120,120,13,100
09184121,121,13,100
09184122,122,13,100
09184123,123,13,100
09184127,127,13,100
09184129,129,13,100
09184130,130,13,100
09184131,131,13,100
09184132,132,13,100
09184134,134,13,100
09184135,135,13,100
09184136,136,13,100
09184137,137,13,100
09184138,138,13,100
09184139,139,13,100
09184140,140,13,100
09184141,141,13,100
09184142,142,13,100
09184144,144,13,100
09184145,145,13,100
09184146,146,13,100
09184147,147,13,100
09184148,148,13,100
09184149,149,13,100
09184452,452,3,23.076923076923077
09184454,454,3,23.076923076923077
09184457,457,3,23.076923076923077
09185113,113,13,100
09185125,125,13,100
09185127,127,13,100
09185139,139,13,100
09185140,140,13,100
09185149,149,13,100
09185150,150,13,100
09185153,153,13,100
09185158,158,13,100
09185163,163,13,100
09185168,168,13,100
09185118,118,13,100
09185157,157,13,100
09185116,116,13,100
09185123,123,13,100
09185131,131,13,100
09185143,143,13,100
09185166,166,13,100
09186113,113,13,100
09186125,125,13,100
09186128,128,13,100
09186132,132,13,100
09186137,137,13,100
09186139,139,13,100
09186143,143,13,100
09186146,146,13,100
09186149,149,13,100
09186151,151,13,100
09186152,152,13,100
09186158,158,13,100
09186162,162,13,100
09186116,116,13,100
09186122,122,13,100
09186126,126,13,100
09186130,130,13,100
09186144,144,13,100
09186147,147,13,100
09187113,113,13,100
09187114,114,13,100
09187116,116,13,100
09187117,117,13,100
09187118,118,13,100
09187120,120,13,100
09187122,122,13,100
09187124,124,13,100
09187125,125,13,100
09187126,126,13,100
09187128,128,13,100
09187129,129,13,100
09187130,130,13,100
09187131,131,13,100
09187132,132,13,100
09187134,134,13,100
09187137,137,13,100
09187142,142,13,100
09187148,148,13,100
09187150,150,13,100
09187154,154,13,100
09187156,156,13,100
09187157,157,13,100
09187162,162,13,100
09187163,163,13,100
09187165,165,13,100
09187167,167,13,100
09187168,168,13,100
09187169,169,13,100
09187172,172,13,100
09187174,174,13,100
09187176,176,13,100
09187177,177,13,100
09187179,179,13,100
09187181,181,13,100
09187182,182,13,100
09187121,121,13,100
09187123,123,10,76.92307692307693
09187138,138,13,100
09187139,139,13,100
09187145,145,13,100
09187173,173,13,100
09187164,164,13,100
09187170,170,13,100
09187159,159,13,100
09187186,186,13,100
09187451,451,0,0
09187452,452,0,0
09188113,113,13,100
09188117,117,13,100
09188118,118,13,100
09188120,120,13,100
09188121,121,13,100
09188124,124,13,100
09188126,126,13,100
09188127,127,13,100
09188132,132,13,100
09188137,137,13,100
09188139,139,13,100
09188141,141,13,100
09188144,144,13,100
09188145,145,13,100
09188451,451,3,23.076923076923077
09189111,111,13,100
09189114,114,13,100
09189115,115,13,100
09189118,118,13,100
09189119,119,13,100
09189120,120,13,100
09189124,124,13,100
09189127,127,13,100
09189130,130,13,100
09189134,134,13,100
09189135,135,13,100
09189139,139,13,100
09189140,140,13,100
09189141,141,13,100
09189142,142,13,100
09189143,143,13,100
09189145,145,13,100
09189148,148,13,100
09189149,149,13,100
09189152,152,13,100
09189154,154,13,100
09189155,155,13,100
09189157,157,13,100
09189159,159,13,100
09189160,160,13,100
09189113,113,13,100
09189161,161,13,100
09189129,129,13,100
09189146,146,13,100
09189126,126,13,100
09189133,133,13,100
09189137,137,13,100
09189150,150,13,100
09189162,162,13,100
09189165,165,13,100
09189451,451,3,23.076923076923077
09189452,452,0,0
09190115,115,13,100
09190130,130,13,100
09190138,138,13,100
09190139,139,13,100
09190140,140,13,100
09190141,141,13,100
09190142,142,13,100
09190144,144,13,100
09190148,148,13,100
09190157,157,13,100
09190158,158,13,100
09190159,159,13,100
09190111,111,13,100
09190129,129,13,100
09190133,133,13,100
09190149,149,13,100
09190151,151,13,100
09190114,114,13,100
09190118,118,13,100
09190113,113,13,100
09190126,126,13,100
09190136,136,13,100
09190153,153,13,100
09190120,120,13,100
09190121,121,13,100
09190131,131,13,100
09190135,135,13,100
09190117,117,13,100
09190145,145,13,100
09190132,132,13,100
09190152,152,13,100
09190143,143,13,100
09190154,154,13,100
09190160,160,13,100
09261000,000,13,100
09262000,000,13,100
09263000,000,13,100
09271111,111,13,100
09271113,113,13,100
09271116,116,13,100
09271119,119,13,100
09271122,122,13,100
09271125,125,13,100
09271127,127,13,100
09271128,128,13,100
09271132,132,13,100
09271138,138,13,100
09271140,140,13,100
09271141,141,13,100
09271146,146,13,100
09271151,151,13,100
09271153,153,13,100
09271123,123,13,100
09271126,126,13,100
09271130,130,13,100
09271148,148,13,100
09271139,139,13,100
09271143,143,13,100
09271152,152,13,100
09271118,118,13,100
09271135,135,13,100
09271114,114,13,100
09271149,149,13,100
09272118,118,13,100
09272120,120,13,100
09272121,121,13,100
09272122,122,13,100
09272127,127,13,100
09272129,129,13,100
09272134,134,13,100
09272136,136,13,100
09272140,140,13,100
09272141,141,13,100
09272142,142,13,100
09272143,143,13,100
09272146,146,13,100
09272149,149,13,100
09272151,151,13,100
09272116,116,13,100
09272128,128,13,100
09272145,145,13,100
09272147,147,13,100
09272126,126,13,100
09272139,139,13,100
09272150,150,13,100
09272152,152,13,100
09272119,119,13,100
09272138,138,13,100
09272451,451,3,23.076923076923077
09272452,452,3,23.076923076923077
09272453,453,0,0
09272455,455,0,0
09272456,456,0,0
09272457,457,0,0
09272458,458,3,23.076923076923077
09272459,459,0,0
09272460,460,3,23.076923076923077
09272461,461,3,23.076923076923077
09272463,463,0,0
09273111,111,13,100
09273116,116,13,100
09273137,137,13,100
09273147,147,13,100
09273152,152,13,100
09273159,159,13,100
09273164,164,13,100
09273165,165,13,100
09273121,121,13,100
09273133,133,13,100
09273166,166,13,100
09273175,175,13,100
09273125,125,13,100
09273127,127,13,100
09273141,141,13,100
09273119,119,13,100
09273139,139,13,100
09273172,172,13,100
09273177,177,13,100
09273181,181,13,100
09273113,113,13,100
09273115,115,13,100
09273163,163,13,100
09273178,178,13,100
09273451,451,0,0
09273452,452,3,23.076923076923077
09273453,453,0,0
09274111,111,13,100
09274113,113,13,100
09274120,120,13,100
09274121,121,13,100
09274124,124,13,100
09274126,126,13,100
09274128,128,13,100
09274134,134,13,100
09274141,141,13,100
09274146,146,13,100
09274153,153,13,100
09274156,156,13,100
09274172,172,13,100
09274176,176,13,100
09274182,182,13,100
09274184,184,13,100
09274185,185,13,100
09274194,194,13,100
09274119,119,13,100
09274127,127,13,100
09274132,132,13,100
09274165,165,13,100
09274187,187,13,100
09274174,174,13,100
09274188,188,13,100
09274191,191,13,100
09274112,112,13,100
09274135,135,13,100
09274145,145,13,100
09274179,179,13,100
09274114,114,13,100
09274118,118,13,100
09274154,154,13,100
09274183,183,13,100
09274193,193,13,100
09275111,111,13,100
09275114,114,13,100
09275116,116,13,100
09275118,118,13,100
09275119,119,13,100
09275120,120,13,100
09275121,121,13,100
09275122,122,13,100
09275124,124,13,100
09275125,125,13,100
09275126,126,13,100
09275127,127,13,100
09275128,128,13,100
09275130,130,13,100
09275131,131,13,100
09275133,133,13,100
09275134,134,13,100
09275135,135,13,100
09275137,137,13,100
09275138,138,13,100
09275141,141,13,100
09275144,144,13,100
09275145,145,13,100
09275146,146,13,100
09275148,148,13,100
09275149,149,13,100
09275150,150,13,100
09275151,151,13,100
09275153,153,13,100
09275154,154,13,100
09275156,156,13,100
09275159,159,13,100
09275152,152,13,100
09275160,160,13,100
09275112,112,13,100
09275117,117,13,100
09275132,132,13,100
09275143,143,13,100
09276113,113,13,100
09276115,115,13,100
09276116,116,13,100
09276117,117,13,100
09276118,118,13,100
09276120,120,13,100
09276121,121,13,100
09276122,122,13,100
09276126,126,13,100
09276127,127,13,100
09276128,128,13,100
09276129,129,13,100
09276130,130,13,100
09276134,134,13,100
09276135,135,13,100
09276138,138,13,100
09276139,139,13,100
09276143,143,13,100
09276144,144,13,100
09276148,148,13,100
09276111,111,13,100
09276123,123,13,100
09276142,142,13,100
09276146,146,13,100
09277111,111,13,100
09277114,114,13,100
09277116,116,13,100
09277117,117,13,100
09277121,121,13,100
09277124,124,13,100
09277126,126,13,100
09277127,127,13,100
09277128,128,13,100
09277134,134,13,100
09277138,138,13,100
09277139,139,13,100
09277142,142,13,100
09277144,144,13,100
09277145,145,13,100
09277149,149,13,100
09277151,151,13,100
09277152,152,13,100
09277153,153,13,100
09277154,154,13,100
09277119,119,13,100
09277131,131,13,100
09277141,141,13,100
09277122,122,13,100
09277133,133,13,100
09277112,112,13,100
09277113,113,13,100
09277140,140,13,100
09277148,148,13,100
09277118,118,13,100
09277147,147,13,100
09278118,118,13,100
09278121,121,13,100
09278123,123,13,100
09278129,129,13,100
09278141,141,13,100
09278143,143,13,100
09278144,144,13,100
09278146,146,13,100
09278148,148,13,100
09278167,167,13,100
09278170,170,13,100
09278178,178,13,100
09278184,184,13,100
09278190,190,13,100
09278197,197,13,100
09278147,147,13,100
09278179,179,13,100
09278189,189,13,100
09278116,116,13,100
09278120,120,13,100
09278134,134,13,100
09278151,151,13,100
09278139,139,13,100
09278154,154,13,100
09278198,198,13,100
09278112,112,13,100
09278117,117,13,100
09278172,172,13,100
09278177,177,13,100
09278149,149,13,100
09278159,159,13,100
09278171,171,13,100
09278187,187,13,100
09278113,113,13,100
09278182,182,13,100
09278140,140,13,100
09278192,192,13,100
09279112,112,13,100
09279113,113,13,100
09279115,115,13,100
09279122,122,13,100
09279124,124,13,100
09279126,126,13,100
09279127,127,13,100
09279128,128,13,100
09279130,130,13,100
09279132,132,13,100
09279134,134,13,100
09279135,135,13,100
09279137,137,13,100
09279116,116,13,100
09279125,125,13,100
09361000,000,13,100
09362000,000,13,100
09363000,000,13,100
09371111,111,13,100
09371113,113,13,100
09371118,118,13,100
09371119,119,13,100
09371120,120,13,100
09371121,121,13,100
09371122,122,13,100
09371127,127,13,100
09371129,129,13,100
09371132,132,13,100
09371136,136,13,100
09371144,144,13,100
09371146,146,13,100
09371148,148,13,100
09371150,150,13,100
09371151,151,13,100
09371154,154,13,100
09371156,156,13,100
09371123,123,13,100
09371126,126,13,100
09371128,128,13,100
09371135,135,13,100
09371140,140,13,100
09371141,141,13,100
09371157,157,13,100
09371116,116,13,100
09371131,131,13,100
09371452,452,0,0
09372112,112,13,100
09372113,113,13,100
09372115,115,13,100
09372116,116,13,100
09372117,117,13,100
09372124,124,13,100
09372126,126,13,100
09372130,130,13,100
09372135,135,13,100
09372137,137,13,100
09372138,138,13,100
09372143,143,13,100
09372144,144,13,100
09372146,146,13,100
09372151,151,13,100
09372153,153,13,100
09372154,154,13,100
09372155,155,13,100
09372157,157,13,100
09372158,158,13,100
09372164,164,13,100
09372168,168,13,100
09372171,171,13,100
09372175,175,13,100
09372177,177,13,100
09372178,178,13,100
09372163,163,13,100
09372165,165,13,100
09372147,147,13,100
09372161,161,13,100
09372128,128,13,100
09372174,174,13,100
09372149,149,13,100
09372170,170,13,100
09372167,167,13,100
09372169,169,13,100
09372125,125,13,100
09372142,142,13,100
09372150,150,13,100
09373112,112,13,100
09373113,113,13,100
09373115,115,13,100
09373119,119,13,100
09373121,121,13,100
09373126,126,13,100
09373134,134,13,100
09373140,140,13,100
09373143,143,13,100
09373146,146,13,100
09373147,147,13,100
09373151,151,13,100
09373155,155,13,100
09373156,156,13,100
09373160,160,13,100
