AGS,Gemeinde,shortlist_available_n,shortlist_available_pct
05554068,068,13,100
05558004,004,13,100
05558008,008,13,100
05558012,012,13,100
05558016,016,13,100
05558020,020,13,100
05558024,024,13,100
05558028,028,13,100
05558032,032,13,100
05558036,036,13,100
05558040,040,13,100
05558044,044,13,100
05562004,004,13,100
05562008,008,13,100
05562012,012,13,100
05562014,014,13,100
05562016,016,13,100
05562020,020,13,100
05562024,024,13,100
05562028,028,13,100
05562032,032,13,100
05562036,036,13,100
05566004,004,13,100
05566008,008,13,100
05566012,012,13,100
05566016,016,13,100
05566020,020,13,100
05566024,024,13,100
05566028,028,13,100
05566032,032,13,100
05566036,036,13,100
05566040,040,13,100
05566044,044,13,100
05566048,048,13,100
05566052,052,13,100
05566056,056,13,100
05566060,060,13,100
05566064,064,13,100
05566068,068,13,100
05566072,072,13,100
05566076,076,13,100
05566080,080,13,100
05566084,084,13,100
05566088,088,13,100
05566092,092,13,100
05566096,096,13,100
05570004,004,13,100
05570008,008,13,100
05570012,012,13,100
05570016,016,13,100
05570020,020,13,100
05570024,024,13,100
05570028,028,13,100
05570032,032,13,100
05570036,036,13,100
05570040,040,13,100
05570044,044,13,100
05570048,048,13,100
05570052,052,13,100
05711000,000,13,100
05754004,004,13,100
05754008,008,13,100
05754012,012,13,100
05754016,016,13,100
05754020,020,13,100
05754024,024,13,100
05754028,028,13,100
05754032,032,13,100
05754036,036,13,100
05754040,040,13,100
05754044,044,13,100
05754048,048,13,100
05754052,052,13,100
05758004,004,13,100
05758008,008,13,100
05758012,012,13,100
05758016,016,13,100
05758020,020,13,100
05758024,024,13,100
05758028,028,13,100
05758032,032,13,100
05758036,036,13,100
05762004,004,13,100
05762008,008,13,100
05762012,012,13,100
05762016,016,13,100
05762020,020,13,100
05762024,024,13,100
05762028,028,13,100
05762032,032,13,100
05762036,036,13,100
05762040,040,13,100
05766004,004,13,100
05766008,008,13,100
05766012,012,13,100
05766016,016,13,100
05766020,020,13,100
05766024,024,13,100
05766028,028,13,100
05766032,032,13,100
05766036,036,13,100
05766040,040,13,100
05766044,044,13,100
05766048,048,13,100
05766052,052,13,100
05766056,056,13,100
05766060,060,13,100
05766064,064,13,100
05770004,004,13,100
05770008,008,13,100
05770012,012,13,100
05770016,016,13,100
05770020,020,13,100
05770024,024,13,100
05770028,028,13,100
05770032,032,13,100
05770036,036,13,100
05770040,040,13,100
05770044,044,13,100
05774004,004,13,100
05774008,008,13,100
05774012,012,13,100
05774016,016,13,100
05774020,020,13,100
05774024,024,13,100
05774028,028,13,100
05774032,032,13,100
05774036,036,13,100
05774040,040,13,100
05911000,000,13,100
05913000,000,13,100
05914000,000,13,100
05915000,000,13,100
05916000,000,13,100
05954004,004,13,100
05954008,008,13,100
05954012,012,13,100
05954016,016,13,100
05954020,020,13,100
05954024,024,13,100
05954028,028,13,100
05954032,032,13,100
05954036,036,13,100
05958004,004,13,100
05958008,008,13,100
05958012,012,13,100
05958016,016,13,100
05958020,020,13,100
05958024,024,13,100
05958028,028,13,100
05958032,032,13,100
05958036,036,13,100
05958040,040,13,100
05958044,044,13,100
05958048,048,13,100
05962004,004,13,100
05962008,008,13,100
05962012,012,13,100
05962016,016,13,100
05962020,020,13,100
05962024,024,13,100
05962028,028,13,100
05962032,032,13,100
05962036,036,13,100
05962040,040,13,100
05962044,044,13,100
05962048,048,13,100
05962052,052,13,100
05962056,056,13,100
05962060,060,13,100
05966004,004,13,100
05966008,008,13,100
05966012,012,13,100
05966016,016,13,100
05966020,020,13,100
05966024,024,13,100
05966028,028,13,100
05970004,004,13,100
05970008,008,13,100
05970012,012,13,100
05970016,016,13,100
05970020,020,13,100
05970024,024,13,100
05970028,028,13,100
05970032,032,13,100
05970036,036,13,100
05970040,040,13,100
05970044,044,13,100
05974004,004,13,100
05974008,008,13,100
05974012,012,13,100
05974016,016,13,100
05974020,020,13,100
05974024,024,13,100
05974028,028,13,100
05974032,032,13,100
05974036,036,13,100
05974040,040,13,100
05974044,044,13,100
05974048,048,13,100
05974052,052,13,100
05974056,056,13,100
05978004,004,13,100
05978008,008,13,100
05978012,012,13,100
05978016,016,13,100
05978020,020,13,100
05978024,024,13,100
05978028,028,13,100
05978032,032,13,100
05978036,036,13,100
05978040,040,13,100
06411000,000,13,100
06412000,000,13,100
06413000,000,13,100
06414000,000,13,100
06431001,001,13,100
06431002,002,13,100
06431003,003,13,100
06431004,004,13,100
06431005,005,13,100
06431006,006,13,100
06431007,007,13,100
06431008,008,13,100
06431009,009,13,100
06431010,010,13,100
06431011,011,13,100
06431012,012,13,100
06431013,013,13,100
06431014,014,13,100
06431015,015,13,100
06431016,016,13,100
06431017,017,13,100
06431018,018,13,100
06431019,019,13,100
06431020,020,13,100
06431021,021,13,100
06431022,022,13,100
06431200,200,3,23.076923076923077
06432001,001,13,100
06432002,002,13,100
06432003,003,13,100
06432004,004,13,100
06432005,005,13,100
06432006,006,13,100
06432007,007,13,100
06432008,008,13,100
06432009,009,13,100
06432010,010,13,100
06432011,011,13,100
06432012,012,13,100
06432013,013,13,100
06432014,014,13,100
06432015,015,13,100
06432016,016,13,100
06432017,017,13,100
06432018,018,13,100
06432019,019,13,100
06432020,020,13,100
06432021,021,13,100
06432022,022,13,100
06432023,023,13,100
06433001,001,13,100
06433002,002,13,100
06433003,003,13,100
06433004,004,13,100
06433005,005,13,100
06433006,006,13,100
06433007,007,13,100
06433008,008,13,100
06433009,009,13,100
06433010,010,13,100
06433011,011,13,100
06433012,012,13,100
06433013,013,13,100
06433014,014,13,100
06434001,001,13,100
06434002,002,13,100
06434003,003,13,100
06434004,004,13,100
06434005,005,13,100
06434006,006,13,100
06434007,007,13,100
06434008,008,13,100
06434009,009,13,100
06434010,010,13,100
06434011,011,13,100
06434012,012,13,100
06434013,013,13,100
06435001,001,13,100
06435002,002,13,100
06435003,003,13,100
06435004,004,13,100
06435005,005,13,100
06435006,006,13,100
06435007,007,13,100
06435008,008,13,100
06435009,009,13,100
06435010,010,13,100
06435011,011,13,100
06435012,012,13,100
06435013,013,13,100
06435014,014,13,100
06435015,015,13,100
06435016,016,13,100
06435017,017,13,100
06435018,018,13,100
06435019,019,13,100
06435020,020,13,100
06435021,021,13,100
06435022,022,13,100
06435023,023,13,100
06435024,024,13,100
06435025,025,13,100
06435026,026,13,100
06435027,027,13,100
06435028,028,13,100
06435029,029,13,100
06435200,200,3,23.076923076923077
06436001,001,13,100
06436002,002,13,100
06436003,003,13,100
06436004,004,13,100
06436005,005,13,100
06436006,006,13,100
06436007,007,13,100
06436008,008,13,100
06436009,009,13,100
06436010,010,13,100
06436011,011,13,100
06436012,012,13,100
06437001,001,13,100
06437003,003,13,100
06437004,004,13,100
06437005,005,13,100
06437006,006,13,100
06437007,007,13,100
06437009,009,13,100
06437010,010,13,100
06437011,011,13,100
06437012,012,13,100
06437013,013,13,100
06437016,016,13,100
06438001,001,13,100
06438002,002,13,100
06438003,003,13,100
06438004,004,13,100
06438005,005,13,100
06438006,006,13,100
06438007,007,13,100
06438008,008,13,100
06438009,009,13,100
06438010,010,13,100
06438011,011,13,100
06438012,012,13,100
06438013,013,13,100
06439001,001,13,100
06439002,002,13,100
06439003,003,13,100
06439004,004,13,100
06439005,005,13,100
06439006,006,13,100
06439007,007,13,100
06439008,008,13,100
06439009,009,13,100
06439010,010,13,100
06439011,011,13,100
06439012,012,13,100
06439013,013,13,100
06439014,014,13,100
06439015,015,13,100
06439016,016,13,100
06439017,017,13,100
06440001,001,13,100
06440002,002,13,100
06440003,003,13,100
06440004,004,13,100
06440005,005,13,100
06440006,006,13,100
06440007,007,13,100
06440008,008,13,100
06440009,009,13,100
06440010,010,13,100
06440011,011,13,100
06440012,012,13,100
06440013,013,13,100
06440014,014,13,100
06440015,015,13,100
06440016,016,13,100
06440017,017,13,100
06440018,018,13,100
06440019,019,13,100
06440020,020,13,100
06440021,021,13,100
06440022,022,13,100
06440023,023,13,100
06440024,024,13,100
06440025,025,13,100
06531001,001,13,100
06531002,002,13,100
06531003,003,13,100
06531004,004,13,100
06531005,005,13,100
06531006,006,13,100
06531007,007,13,100
06531008,008,13,100
06531009,009,13,100
06531010,010,13,100
06531011,011,13,100
06531012,012,13,100
06531013,013,13,100
06531014,014,13,100
06531015,015,13,100
06531016,016,13,100
06531017,017,13,100
06531018,018,13,100
06532001,001,13,100
06532002,002,13,100
06532003,003,13,100
06532004,004,13,100
06532005,005,13,100
06532006,006,13,100
06532007,007,13,100
06532008,008,13,100
06532009,009,13,100
06532010,010,13,100
06532011,011,13,100
06532012,012,13,100
06532013,013,13,100
06532014,014,13,100
06532015,015,13,100
06532016,016,13,100
06532017,017,13,100
06532018,018,13,100
06532019,019,13,100
06532020,020,13,100
06532021,021,13,100
06532022,022,13,100
06532023,023,13,100
06533001,001,13,100
06533002,002,13,100
06533003,003,13,100
06533004,004,13,100
06533005,005,13,100
06533006,006,13,100
06533007,007,13,100
06533008,008,13,100
06533009,009,13,100
06533010,010,13,100
06533011,011,13,100
06533012,012,13,100
06533013,013,13,100
06533014,014,13,100
06533015,015,13,100
06533016,016,13,100
06533017,017,13,100
06533018,018,13,100
06533019,019,13,100
06534001,001,13,100
06534002,002,13,100
06534003,003,13,100
06534004,004,13,100
06534005,005,13,100
06534006,006,13,100
06534007,007,13,100
06534008,008,13,100
06534009,009,13,100
06534010,010,13,100
06534011,011,13,100
06534012,012,13,100
06534013,013,13,100
06534014,014,13,100
06534015,015,13,100
06534016,016,13,100
06534017,017,13,100
06534018,018,13,100
06534019,019,13,100
06534020,020,13,100
06534021,021,13,100
06534022,022,13,100
06535001,001,13,100
06535002,002,13,100
06535003,003,13,100
06535004,004,13,100
06535005,005,13,100
06535006,006,13,100
06535007,007,13,100
06535008,008,13,100
06535009,009,13,100
06535010,010,13,100
06535011,011,13,100
06535012,012,13,100
06535013,013,13,100
06535014,014,13,100
06535015,015,13,100
06535016,016,13,100
06535017,017,13,100
06535018,018,13,100
06535019,019,13,100
06611000,000,13,100
06631001,001,13,100
06631002,002,13,100
06631003,003,13,100
06631004,004,13,100
06631005,005,13,100
06631006,006,13,100
06631007,007,13,100
06631008,008,13,100
06631009,009,13,100
06631010,010,13,100
06631011,011,13,100
06631012,012,13,100
06631013,013,13,100
06631014,014,13,100
06631015,015,13,100
06631016,016,13,100
06631017,017,13,100
06631018,018,13,100
06631019,019,13,100
06631020,020,13,100
06631021,021,13,100
06631022,022,13,100
06631023,023,13,100
06632001,001,13,100
06632002,002,13,100
06632003,003,13,100
06632004,004,13,100
06632005,005,13,100
06632006,006,13,100
06632007,007,13,100
06632008,008,13,100
06632009,009,13,100
06632010,010,13,100
06632011,011,13,100
06632012,012,13,100
06632013,013,13,100
06632014,014,13,100
06632015,015,13,100
06632016,016,13,100
06632017,017,13,100
06632018,018,13,100
06632019,019,13,100
06632020,020,13,100
06633001,001,13,100
06633002,002,13,100
06633003,003,13,100
06633004,004,13,100
06633005,005,13,100
06633006,006,13,100
06633007,007,13,100
06633008,008,13,100
06633009,009,13,100
06633010,010,13,100
06633011,011,13,100
06633012,012,13,100
06633013,013,13,100
06633014,014,13,100
06633015,015,13,100
06633016,016,13,100
06633017,017,13,100
06633018,018,13,100
06633019,019,13,100
06633020,020,13,100
06633022,022,13,100
06633023,023,13,100
06633024,024,13,100
06633025,025,13,100
06633026,026,13,100
06633028,028,13,100
06633029,029,13,100
06633030,030,13,100
06633200,200,3,23.076923076923077
06634001,001,13,100
06634002,002,13,100
06634003,003,13,100
06634004,004,13,100
06634005,005,13,100
06634006,006,13,100
06634007,007,13,100
06634008,008,13,100
06634009,009,13,100
06634010,010,13,100
06634011,011,13,100
06634012,012,13,100
06634013,013,13,100
06634014,014,13,100
06634015,015,13,100
06634016,016,13,100
06634017,017,13,100
06634018,018,13,100
06634019,019,13,100
06634020,020,13,100
06634021,021,13,100
06634022,022,13,100
06634023,023,13,100
06634024,024,13,100
06634025,025,13,100
06634026,026,13,100
06634027,027,13,100
06635001,001,13,100
06635002,002,13,100
06635003,003,13,100
06635004,004,13,100
06635006,006,13,100
06635007,007,13,100
06635008,008,13,100
06635009,009,13,100
06635010,010,13,100
06635011,011,13,100
06635012,012,13,100
06635013,013,13,100
06635014,014,13,100
06635015,015,13,100
06635016,016,13,100
06635017,017,13,100
06635018,018,13,100
06635019,019,13,100
06635020,020,13,100
06635021,021,13,100
06635022,022,13,100
06636001,001,13,100
06636002,002,13,100
06636003,003,13,100
06636004,004,13,100
06636005,005,13,100
06636006,006,13,100
06636007,007,13,100
06636008,008,13,100
06636009,009,13,100
06636010,010,13,100
06636011,011,13,100
06636012,012,13,100
06636013,013,13,100
06636014,014,13,100
06636015,015,13,100
06636016,016,13,100
06636200,200,3,23.076923076923077
07111000,000,13,100
07131007,007,13,100
07131070,070,13,100
07131077,077,13,100
07131090,090,13,100
07131001,001,13,100
07131004,004,13,100
07131005,005,13,100
07131008,008,13,100
07131009,009,11,84.61538461538461
07131015,015,11,84.61538461538461
07131018,018,13,100
07131021,021,13,100
07131022,022,13,100
07131026,026,13,100
07131028,028,13,100
07131030,030,13,100
07131032,032,13,100
07131033,033,13,100
07131034,034,13,100
07131037,037,13,100
07131042,042,13,100
07131044,044,13,100
07131050,050,11,84.61538461538461
07131051,051,13,100
07131052,052,13,100
07131058,058,13,100
07131062,062,13,100
07131065,065,13,100
07131066,066,13,100
07131069,069,13,100
07131072,072,13,100
07131074,074,13,100
07131075,075,11,84.61538461538461
07131076,076,11,84.61538461538461
07131079,079,13,100
07131082,082,13,100
07131083,083,13,100
07131084,084,13,100
07131085,085,13,100
07131086,086,13,100
07131501,501,13,100
07131002,002,13,100
07131003,003,13,100
07131011,011,13,100
07131017,017,13,100
07131027,027,13,100
07131029,029,13,100
07131036,036,13,100
07131039,039,13,100
07131040,040,13,100
07131047,047,13,100
07131049,049,13,100
07131068,068,13,100
07131006,006,13,100
07131014,014,13,100
07131025,025,13,100
07131081,081,13,100
07131016,016,13,100
07131041,041,13,100
07131054,054,13,100
07131055,055,13,100
07131059,059,13,100
07131060,060,13,100
07131073,073,13,100
07131201,201,13,100
07131202,202,13,100
07131204,204,13,100
07131205,205,13,100
07131206,206,13,100
07131208,208,13,100
07131209,209,13,100
07131210,210,13,100
07131211,211,13,100
07131502,502,13,100
07132018,018,13,100
07132019,019,13,100
07132026,026,13,100
07132036,036,13,100
07132050,050,13,100
07132068,068,13,100
07132075,075,13,100
07132079,079,13,100
07132101,101,13,100
07132113,113,13,100
07132007,007,13,100
07132010,010,13,100
07132013,013,13,100
07132014,014,13,100
07132028,028,13,100
07132034,034,13,100
07132038,038,13,100
07132044,044,13,100
07132077,077,13,100
07132091,091,13,100
07132096,096,13,100
07132102,102,13,100
07132012,012,13,100
07132037,037,13,100
07132045,045,13,100
07132063,063,13,100
07132072,072,13,100
07132076,076,13,100
07132008,008,13,100
07132011,011,13,100
07132054,054,13,100
07132080,080,13,100
07132105,105,13,100
07132117,117,13,100
07132002,002,13,100
07132006,006,13,100
07132020,020,13,100
07132024,024,13,100
07132025,025,13,100
07132030,030,13,100
07132039,039,13,100
07132042,042,13,100
07132059,059,13,100
07132066,066,13,100
07132071,071,13,100
07132073,073,13,100
07132095,095,13,100
07132098,098,13,100
07132107,107,13,100
07132108,108,13,100
07132111,111,13,100
07132001,001,13,100
07132004,004,13,100
07132005,005,13,100
07132009,009,13,100
07132015,015,13,100
07132016,016,13,100
07132017,017,13,100
07132022,022,13,100
07132023,023,13,100
07132027,027,13,100
07132029,029,11,84.61538461538461
07132031,031,13,100
07132032,032,13,100
07132033,033,13,100
07132035,035,13,100
07132040,040,13,100
07132041,041,13,100
07132043,043,13,100
07132046,046,13,100
07132047,047,13,100
07132048,048,13,100
07132049,049,13,100
07132051,051,13,100
07132052,052,13,100
07132053,053,13,100
07132055,055,13,100
07132056,056,13,100
07132057,057,13,100
07132058,058,13,100
07132060,060,13,100
07132061,061,13,100
07132062,062,13,100
07132064,064,13,100
07132065,065,13,100
07132067,067,13,100
07132069,069,13,100
07132070,070,13,100
07132078,078,13,100
07132081,081,13,100
07132082,082,13,100
07132083,083,13,100
07132085,085,13,100
07132086,086,13,100
07132087,087,13,100
07132088,088,13,100
07132089,089,13,100
07132090,090,13,100
07132092,092,13,100
07132093,093,13,100
07132094,094,13,100
07132097,097,13,100
07132099,099,13,100
07132100,100,13,100
07132103,103,13,100
07132104,104,13,100
07132106,106,13,100
07132109,109,13,100
07132110,110,13,100
07132112,112,13,100
07132114,114,13,100
07132115,115,13,100
07132116,116,13,100
07132118,118,13,100
07132119,119,13,100
07132201,201,13,100
07132501,501,13,100
07132502,502,13,100
07133006,006,13,100
07133003,003,13,100
07133012,012,13,100
07133030,030,13,100
07133031,031,13,100
07133032,032,13,100
07133037,037,13,100
07133039,039,13,100
07133045,045,13,100
07133069,069,13,100
07133078,078,13,100
07133080,080,13,100
07133104,104,13,100
07133106,106,13,100
07133002,002,13,100
07133004,004,13,100
07133013,013,13,100
07133014,014,13,100
07133015,015,13,100
07133019,019,13,100
07133021,021,13,100
07133027,027,13,100
07133033,033,13,100
07133036,036,13,100
07133040,040,13,100
07133044,044,13,100
07133048,048,13,100
07133061,061,13,100
07133068,068,13,100
07133070,070,13,100
07133071,071,13,100
07133074,074,13,100
07133075,075,13,100
07133086,086,13,100
07133088,088,13,100
07133089,089,13,100
07133098,098,13,100
07133099,099,13,100
07133100,100,13,100
07133101,101,13,100
07133105,105,13,100
07133107,107,13,100
07133109,109,13,100
07133112,112,13,100
07133115,115,13,100
07133117,117,13,100
07133008,008,13,100
07133010,010,13,100
07133016,016,13,100
07133038,038,13,100
07133041,041,13,100
07133042,042,13,100
07133043,043,13,100
07133046,046,13,100
07133047,047,13,100
07133052,052,13,100
07133059,059,13,100
07133063,063,13,100
07133073,073,13,100
07133077,077,13,100
07133096,096,13,100
07133113,113,13,100
07133201,201,13,100
07133202,202,13,100
07133203,203,13,100
07133204,204,13,100
07133205,205,13,100
07133001,001,13,100
07133005,005,13,100
07133009,009,13,100
07133011,011,13,100
07133017,017,13,100
07133020,020,13,100
07133022,022,11,84.61538461538461
07133024,024,13,100
07133049,049,13,100
07133050,050,13,100
07133051,051,13,100
07133053,053,13,100
07133055,055,13,100
07133057,057,13,100
07133058,058,13,100
07133060,060,13,100
07133062,062,13,100
07133064,064,13,100
07133065,065,13,100
07133066,066,13,100
07133067,067,13,100
07133072,072,13,100
07133076,076,13,100
07133081,081,13,100
07133082,082,11,84.61538461538461
07133083,083,13,100
07133084,084,13,100
07133090,090,13,100
07133092,092,13,100
07133094,094,13,100
07133102,102,13,100
07133111,111,13,100
07133116,116,13,100
07133501,501,13,100
07133018,018,13,100
07133023,023,13,100
07133025,025,13,100
07133026,026,13,100
07133028,028,13,100
07133035,035,13,100
07133054,054,13,100
07133056,056,13,100
07133085,085,13,100
07133087,087,13,100
07133091,091,13,100
07133093,093,13,100
07133095,095,13,100
07133103,103,13,100
07133108,108,13,100
07133110,110,13,100
07133114,114,13,100
07134045,045,13,100
07134005,005,13,100
07134007,007,13,100
07134008,008,13,100
07134021,021,13,100
07134026,026,13,100
07134027,027,13,100
07134033,033,13,100
07134036,036,13,100
07134051,051,13,100
07134054,054,13,100
07134068,068,13,100
07134073,073,13,100
07134074,074,13,100
07134075,075,13,100
07134001,001,13,100
07134002,002,13,100
07134010,010,13,100
07134011,011,13,100
07134015,015,13,100
07134016,016,13,100
07134018,018,11,84.61538461538461
07134020,020,13,100
07134022,022,13,100
07134023,023,11,84.61538461538461
07134024,024,13,100
07134029,029,13,100
07134031,031,13,100
07134034,034,13,100
07134042,042,13,100
07134048,048,13,100
07134050,050,13,100
07134053,053,13,100
07134057,057,13,100
07134058,058,13,100
07134061,061,13,100
07134062,062,13,100
07134063,063,13,100
07134070,070,11,84.61538461538461
07134071,071,13,100
07134072,072,13,100
07134078,078,13,100
07134080,080,13,100
07134084,084,13,100
07134085,085,13,100
07134094,094,13,100
07134003,003,13,100
07134004,004,13,100
07134006,006,13,100
07134009,009,13,100
07134012,012,13,100
07134013,013,13,100
07134014,014,13,100
07134017,017,13,100
07134019,019,13,100
07134025,025,13,100
07134028,028,13,100
07134030,030,13,100
07134032,032,13,100
07134035,035,13,100
07134037,037,13,100
07134038,038,13,100
07134039,039,13,100
07134040,040,13,100
07134041,041,13,100
07134043,043,13,100
07134044,044,13,100
07134046,046,13,100
07134047,047,13,100
07134049,049,13,100
07134052,052,13,100
07134055,055,13,100
07134056,056,13,100
07134059,059,13,100
07134060,060,13,100
07134064,064,13,100
07134065,065,13,100
07134066,066,13,100
07134067,067,11,84.61538461538461
07134069,069,13,100
07134076,076,13,100
07134077,077,13,100
07134079,079,13,100
07134081,081,13,100
07134082,082,13,100
07134083,083,13,100
07134086,086,13,100
07134087,087,13,100
07134088,088,13,100
07134089,089,13,100
07134090,090,13,100
07134091,091,13,100
07134092,092,11,84.61538461538461
07134093,093,13,100
07134095,095,13,100
07134502,502,13,100
07135007,007,11,84.61538461538461
07135012,012,13,100
07135015,015,13,100
07135017,017,13,100
07135020,020,13,100
07135021,021,13,100
07135024,024,13,100
07135025,025,13,100
07135027,027,13,100
07135029,029,13,100
07135036,036,13,100
07135049,049,13,100
07135053,053,13,100
07135056,056,13,100
07135060,060,13,100
07135065,065,13,100
07135066,066,13,100
07135069,069,13,100
07135072,072,13,100
07135079,079,13,100
07135082,082,13,100
07135086,086,13,100
07135090,090,13,100
07135009,009,13,100
07135011,011,13,100
07135014,014,13,100
07135016,016,13,100
07135022,022,13,100
07135023,023,13,100
07135026,026,13,100
07135028,028,13,100
07135031,031,13,100
07135033,033,13,100
07135038,038,13,100
07135040,040,13,100
07135042,042,13,100
07135043,043,13,100
07135044,044,13,100
07135045,045,13,100
07135046,046,13,100
07135051,051,13,100
07135052,052,13,100
07135058,058,13,100
07135062,062,13,100
07135067,067,13,100
07135075,075,13,100
07135084,084,13,100
07135093,093,13,100
07135502,502,13,100
07135002,002,13,100
07135005,005,13,100
07135008,008,13,100
07135018,018,13,100
07135030,030,13,100
07135034,034,13,100
07135035,035,13,100
07135048,048,13,100
07135057,057,13,100
07135078,078,13,100
07135083,083,13,100
07135085,085,13,100
07135087,087,11,84.61538461538461
07135089,089,13,100
07135091,091,13,100
07135501,501,13,100
07135001,001,13,100
07135003,003,13,100
07135004,004,13,100
07135010,010,13,100
07135013,013,13,100
07135019,019,13,100
07135032,032,11,84.61538461538461
07135037,037,13,100
07135039,039,13,100
07135041,041,13,100
07135054,054,13,100
07135061,061,13,100
07135064,064,13,100
07135068,068,13,100
07135070,070,13,100
07135071,071,13,100
07135073,073,13,100
07135074,074,13,100
07135076,076,13,100
07135077,077,13,100
07135080,080,13,100
07135081,081,13,100
07135088,088,13,100
07135092,092,13,100
07137003,003,13,100
07137068,068,13,100
07137203,203,13,100
07137056,056,13,100
07137057,057,13,100
07137081,081,13,100
07137088,088,13,100
07137096,096,13,100
07137023,023,11,84.61538461538461
07137027,027,13,100
07137029,029,13,100
07137030,030,13,100
07137041,041,13,100
07137048,048,13,100
07137053,053,13,100
07137065,065,13,100
07137070,070,13,100
07137080,080,13,100
07137086,086,13,100
07137087,087,13,100
07137089,089,13,100
07137095,095,13,100
07137102,102,13,100
07137112,112,13,100
07137114,114,13,100
07137501,501,13,100
07137001,001,13,100
07137004,004,13,100
07137006,006,13,100
07137007,007,13,100
07137011,011,13,100
07137014,014,13,100
07137019,019,13,100
07137025,025,13,100
07137034,034,13,100
07137035,035,13,100
07137036,036,13,100
07137043,043,13,100
07137049,049,13,100
07137055,055,13,100
07137060,060,13,100
07137061,061,13,100
07137063,063,11,84.61538461538461
07137066,066,13,100
07137074,074,13,100
07137077,077,13,100
07137079,079,13,100
07137092,092,13,100
07137097,097,13,100
07137099,099,13,100
07137105,105,13,100
07137110,110,13,100
07137113,113,13,100
07137008,008,13,100
07137069,069,13,100
07137093,093,13,100
07137101,101,13,100
07137106,106,13,100
07137218,218,13,100
07137224,224,13,100
07137226,226,13,100
07137229,229,13,100
07137202,202,13,100
07137209,209,13,100
07137211,211,13,100
07137216,216,13,100
07137222,222,13,100
07137225,225,13,100
07137228,228,13,100
07137201,201,13,100
07137204,204,13,100
07137205,205,13,100
07137206,206,13,100
07137207,207,13,100
07137208,208,13,100
07137212,212,13,100
07137214,214,13,100
07137215,215,13,100
07137217,217,13,100
07137219,219,13,100
07137220,220,13,100
07137221,221,13,100
07137223,223,13,100
07137227,227,13,100
07137230,230,13,100
07137231,231,13,100
07137504,504,13,100
07138045,045,13,100
07138003,003,13,100
07138044,044,13,100
07138077,077,13,100
07138080,080,13,100
07138004,004,13,100
07138024,024,13,100
07138038,038,13,100
07138063,063,13,100
07138012,012,13,100
07138023,023,13,100
07138031,031,13,100
07138034,034,13,100
07138069,069,13,100
07138201,201,13,100
07138009,009,13,100
07138037,037,13,100
07138041,041,13,100
07138055,055,13,100
07138068,068,13,100
07138075,075,13,100
07138501,501,13,100
07138011,011,13,100
07138013,013,13,100
07138014,014,13,100
07138025,025,13,100
07138027,027,13,100
07138040,040,13,100
07138048,048,13,100
07138050,050,13,100
07138052,052,13,100
07138057,057,13,100
07138058,058,13,100
07138059,059,13,100
07138064,064,13,100
07138070,070,13,100
07138074,074,13,100
07138078,078,13,100
07138008,008,13,100
07138019,019,13,100
07138062,062,13,100
07138073,073,13,100
07138002,002,13,100
07138005,005,13,100
07138006,006,13,100
07138007,007,13,100
07138010,010,13,100
07138015,015,13,100
07138026,026,13,100
07138030,030,13,100
07138036,036,13,100
07138042,042,13,100
07138043,043,13,100
07138047,047,13,100
07138053,053,13,100
07138054,054,13,100
07138061,061,13,100
07138065,065,13,100
07138066,066,13,100
07138071,071,13,100
07138072,072,13,100
07138076,076,13,100
07140501,501,13,100
07140001,001,13,100
07140009,009,13,100
07140010,010,13,100
07140018,018,13,100
07140021,021,13,100
07140042,042,13,100
07140046,046,13,100
07140055,055,13,100
07140064,064,13,100
07140073,073,13,100
07140095,095,13,100
07140131,131,13,100
07140147,147,13,100
07140153,153,13,100
07140202,202,13,100
07140204,204,13,100
07140502,502,13,100
07140503,503,13,100
07140504,504,13,100
07140006,006,13,100
07140007,007,13,100
07140024,024,13,100
07140028,028,13,100
07140029,029,13,100
07140030,030,13,100
07140040,040,13,100
07140041,041,13,100
07140044,044,13,100
07140048,048,11,84.61538461538461
07140049,049,13,100
07140050,050,13,100
07140053,053,13,100
07140062,062,13,100
07140067,067,13,100
07140071,071,11,84.61538461538461
07140081,081,13,100
07140082,082,13,100
07140086,086,13,100
07140090,090,13,100
07140094,094,13,100
07140105,105,13,100
07140107,107,13,100
07140109,109,13,100
07140111,111,13,100
07140120,120,11,84.61538461538461
07140122,122,13,100
07140128,128,13,100
07140129,129,13,100
07140130,130,13,100
07140135,135,11,84.61538461538461
07140141,141,13,100
07140145,145,13,100
07140146,146,13,100
07140151,151,13,100
07140154,154,13,100
07140159,159,13,100
07140163,163,13,100
07140164,164,13,100
07140165,165,11,84.61538461538461
07140002,002,13,100
07140003,003,13,100
07140008,008,13,100
07140011,011,13,100
07140012,012,11,84.61538461538461
07140015,015,13,100
07140020,020,13,100
07140023,023,13,100
07140027,027,13,100
07140035,035,13,100
07140037,037,13,100
07140039,039,13,100
07140056,056,13,100
07140058,058,13,100
07140065,065,13,100
07140068,068,13,100
07140070,070,13,100
07140076,076,13,100
07140077,077,13,100
07140079,079,13,100
07140085,085,13,100
07140092,092,13,100
07140096,096,13,100
07140099,099,13,100
07140100,100,13,100
07140101,101,13,100
07140106,106,13,100
07140113,113,13,100
07140115,115,11,84.61538461538461
07140118,118,13,100
07140119,119,13,100
07140121,121,13,100
07140123,123,13,100
07140125,125,13,100
07140126,126,13,100
07140127,127,13,100
07140134,134,13,100
