Kuerzel,states_with_data,all_states_present,full_coverage_all_states,min_state_coverage,mean_state_coverage,max_state_coverage,states_below_95,states_below_100,municipalities_with_value_total,municipalities_total,official_short,official_name,main_dimension,sub_dimension,period_gemeinden,period_kreise,broad_dimension
q_sach,11,FALSE,FALSE,0,0.41132728511754,1,11,14,7959,10978,Ausgaben für Sachinvestitionen,Ausgaben für Sachinvestitionen in € je Einwohner,Öffentliche Finanzen,(no sub-dimension),2019-2020,2009-2020,"Income, deprivation and social transfers"
q_schlüsselzuw,11,FALSE,FALSE,0,0.410363098823242,1,11,14,7944,10978,Schlüsselzuweisungen,Schlüsselzuweisungen in € je Einwohner,Öffentliche Finanzen,(no sub-dimension),2019-2020,1995-2020,"Income, deprivation and social transfers"
q_investZ,11,FALSE,FALSE,0,0.410639083081119,1,11,14,7948,10978,Zuweisungen für Investitionsfördermaßnahmen,Zuweisungen für Investitionsfördermaßnahmen in € je Einwohner,Öffentliche Finanzen,(no sub-dimension),2019-2020,2009-2020,"Income, deprivation and social transfers"
