corridor_municipalities,matched_municipalities_with_any_inkar,municipalities_missing_any_inkar_row,indicators_available,median_indicator_coverage_pct,min_indicator_coverage_pct,max_indicator_coverage_pct
835,834,1,176,99.88,3.95,99.88
