AGS,inkar_name,TN23-kataster_qkm,a_ALGII_SGBII,a_BG1P,a_BG5um,a_BGKind,a_G02_SUP_ANT,a_Minijobs,a_OEV20_ANT,a_P01_PRIM_ANT,a_Q01_APO_ANT,a_Q07_HA_ANT,a_Unterkunft_SGBII,a_aloLang,a_aloLang_f,a_aloLang_m,a_alo_ausländer,a_alo_ausländer_f,a_alo_ausländer_m,a_alo_experte,a_alo_f,a_alo_fachkraft,a_alo_helfer,a_alo_m,a_alo_oAusb,a_alo_spezialist,a_alo_u25,a_alo_u25_f,a_alo_u25_m,a_alo_ü55,a_alo_ü55_f,a_alo_ü55_m,a_ausp_svw,a_bb_1000Mbits,a_bb_100Mbits,a_bb_4G,a_bb_50Mbits,a_bev0003,a_bev0306,a_bev0618,a_bev1825,a_bev1825_f,a_bev2530,a_bev2530_f,a_bev3050,a_bev5065,a_bev6575,a_bev6575_f,a_bev65um,a_bev65um_f,a_bev75um,a_bev75um_f,a_bevMZ,a_bevOZ,a_bev_0006,a_bevd150_,a_bevf,a_bevf_2040,a_einp_sva,a_erh,a_ewfBG,a_ewfBG_55um_,a_ewfBG_allein,a_ewfBG_f,a_ewfBG_u25_,a_fert_wg12,a_fert_wo12,a_fert_wohn,a_freifläche,a_gb_Frauen,a_gb_Männer,a_gb_knj,a_gb_knj_prBv,a_gb_nj,a_gb_nj_prBv,a_geb_bev,a_gen_wo12,a_gen_wo3um,a_gest_bev,a_hh_kind,a_hheink_hoch,a_hheink_mittel,a_hheink_niedrig,a_landwirtschaft,a_naturnah,a_pend150,a_pend300,a_pend50,a_stud_1,a_stud_a,a_stud_m,a_stud_w,a_suv_fl,a_wald,a_wasser,a_wg_wo12,a_wg_wo3um,a_wo_r12,a_wo_r5um,a_wo_wg12,a_wo_wg3um,alo,bev_korr,d_steuereinnahme,e10_bev,e5_bev,ewf_1565_ges,i_fz_mz,i_fz_oz,i_saldo_nat,i_wans,m_ErrAir_bev,m_ErrBAB_bev,m_ErrIC_bev,m_G02_SUP_DIST,m_OEV20_DIST,m_P01_PRIM_DIST,m_Q01_APO_DIST,m_Q07_HA_DIST,m_bev_alter,m_übern,q_HH,q_HH1,q_PBG_bev,q_abhg_alt,q_abhg_jung,q_allgemeinärzte_bev,q_alo_u25_einw,q_alo_u25_einw_f,q_alo_u25_einw_m,q_alo_ü55_einw,q_alo_ü55_einw_f,q_alo_ü55_einw_m,q_bev_fl,q_bevsva_qkm,q_einkst_bev,q_einzelhandelskaufkraft,q_erhfl_bev,q_ew_suv_qkm,q_fert_wo12_bev,q_fert_wo3um_bev,q_fert_wo_bev,q_freifläche_bev,q_gen_wo_ew,q_gest_bev,q_gewst_bev,q_hausarzt_bev,q_internist_bev,q_investZ,q_kaufkraft,q_kinderarzt_kinder,q_naturnah_bev,q_newfBGu15_bev,q_pendlersaldo,q_sach,q_schlafg_bev,q_schlüsselzuw,q_stud,q_stud_1825,q_stud_fh,q_svw,q_svw_f,q_svw_m,q_svw_ü55,q_umsst,q_unf_bev,q_vunp_bev,q_vunpt_bev,q_ärzte_bev,q_übern_bev,r_ewf_jungalt,sva,svw,v_suvfl_vorjahr,xbev,xbevf,xbevm,TN23-kataster_qkm_year,a_ALGII_SGBII_year,a_BG1P_year,a_BG5um_year,a_BGKind_year,a_G02_SUP_ANT_year,a_Minijobs_year,a_OEV20_ANT_year,a_P01_PRIM_ANT_year,a_Q01_APO_ANT_year,a_Q07_HA_ANT_year,a_Unterkunft_SGBII_year,a_aloLang_year,a_aloLang_f_year,a_aloLang_m_year,a_alo_ausländer_year,a_alo_ausländer_f_year,a_alo_ausländer_m_year,a_alo_experte_year,a_alo_f_year,a_alo_fachkraft_year,a_alo_helfer_year,a_alo_m_year,a_alo_oAusb_year,a_alo_spezialist_year,a_alo_u25_year,a_alo_u25_f_year,a_alo_u25_m_year,a_alo_ü55_year,a_alo_ü55_f_year,a_alo_ü55_m_year,a_ausp_svw_year,a_bb_1000Mbits_year,a_bb_100Mbits_year,a_bb_4G_year,a_bb_50Mbits_year,a_bev0003_year,a_bev0306_year,a_bev0618_year,a_bev1825_year,a_bev1825_f_year,a_bev2530_year,a_bev2530_f_year,a_bev3050_year,a_bev5065_year,a_bev6575_year,a_bev6575_f_year,a_bev65um_year,a_bev65um_f_year,a_bev75um_year,a_bev75um_f_year,a_bevMZ_year,a_bevOZ_year,a_bev_0006_year,a_bevd150__year,a_bevf_year,a_bevf_2040_year,a_einp_sva_year,a_erh_year,a_ewfBG_year,a_ewfBG_55um__year,a_ewfBG_allein_year,a_ewfBG_f_year,a_ewfBG_u25__year,a_fert_wg12_year,a_fert_wo12_year,a_fert_wohn_year,a_freifläche_year,a_gb_Frauen_year,a_gb_Männer_year,a_gb_knj_year,a_gb_knj_prBv_year,a_gb_nj_year,a_gb_nj_prBv_year,a_geb_bev_year,a_gen_wo12_year,a_gen_wo3um_year,a_gest_bev_year,a_hh_kind_year,a_hheink_hoch_year,a_hheink_mittel_year,a_hheink_niedrig_year,a_landwirtschaft_year,a_naturnah_year,a_pend150_year,a_pend300_year,a_pend50_year,a_stud_1_year,a_stud_a_year,a_stud_m_year,a_stud_w_year,a_suv_fl_year,a_wald_year,a_wasser_year,a_wg_wo12_year,a_wg_wo3um_year,a_wo_r12_year,a_wo_r5um_year,a_wo_wg12_year,a_wo_wg3um_year,alo_year,bev_korr_year,d_steuereinnahme_year,e10_bev_year,e5_bev_year,ewf_1565_ges_year,i_fz_mz_year,i_fz_oz_year,i_saldo_nat_year,i_wans_year,m_ErrAir_bev_year,m_ErrBAB_bev_year,m_ErrIC_bev_year,m_G02_SUP_DIST_year,m_OEV20_DIST_year,m_P01_PRIM_DIST_year,m_Q01_APO_DIST_year,m_Q07_HA_DIST_year,m_bev_alter_year,m_übern_year,q_HH_year,q_HH1_year,q_PBG_bev_year,q_abhg_alt_year,q_abhg_jung_year,q_allgemeinärzte_bev_year,q_alo_u25_einw_year,q_alo_u25_einw_f_year,q_alo_u25_einw_m_year,q_alo_ü55_einw_year,q_alo_ü55_einw_f_year,q_alo_ü55_einw_m_year,q_bev_fl_year,q_bevsva_qkm_year,q_einkst_bev_year,q_einzelhandelskaufkraft_year,q_erhfl_bev_year,q_ew_suv_qkm_year,q_fert_wo12_bev_year,q_fert_wo3um_bev_year,q_fert_wo_bev_year,q_freifläche_bev_year,q_gen_wo_ew_year,q_gest_bev_year,q_gewst_bev_year,q_hausarzt_bev_year,q_internist_bev_year,q_investZ_year,q_kaufkraft_year,q_kinderarzt_kinder_year,q_naturnah_bev_year,q_newfBGu15_bev_year,q_pendlersaldo_year,q_sach_year,q_schlafg_bev_year,q_schlüsselzuw_year,q_stud_year,q_stud_1825_year,q_stud_fh_year,q_svw_year,q_svw_f_year,q_svw_m_year,q_svw_ü55_year,q_umsst_year,q_unf_bev_year,q_vunp_bev_year,q_vunpt_bev_year,q_ärzte_bev_year,q_übern_bev_year,r_ewf_jungalt_year,sva_year,svw_year,v_suvfl_vorjahr_year,xbev_year,xbevf_year,xbevm_year
01002000,"Kiel, Landeshauptstadt",118.65,36.87,57.06,7.49,32.43,93.93,17.21,99.97,90.66,90.48,96.74,41.91,35.22,33.33,36.71,33.94,38.34,30.48,7.38,44,27.11,56.61,56,60.25,4.63,8.48,7.62,9.15,19.4,18.92,19.78,31.37,94.95,98.86,100,99.13,2.55,2.51,9.89,10.42,52.62,9.52,48.85,26.28,19.53,9.42,53.7,19.3,56.73,9.88,59.62,0,100,5.05,0,51.11,49.19,48.99,10.32,68.78,18.21,11.41,48.94,19.11,51.39,6.02,5.07,52.08,54.75,45.25,63.79,10.98,36.21,6.23,9.09,9.35,90.65,10.96,20.95,20.04,49.17,30.79,23.35,5.96,4.72,3.75,14.09,13.16,9.18,47.77,52.23,58.88,6.94,8.93,67.2,32.48,19.89,24.24,19.97,80.03,10581,251751,1722.74,4.23,1.7,171806,0,0,-2.9,9.04,68.15,6.76,8.73,424.34,183.46,554.93,473.49,357.93,42.01,2.13,1.85,53.94,119.83,28.29,18.25,3.96,2.76,2.1,3.47,6.05,5.08,7.06,2121.8,3229.41,482.25,9330.05,48.62,3603.65,0.17,2.47,2.77,245.44,1.66,1165.19,1049.63,6.44,1.72,156.27,26792.26,7.93,28.08,23.88,25.68,379.17,24.75,943.83,138.19,132.67,32.87,56.83,54.05,59.59,54.08,115.51,487.39,517.18,1.19,22.63,4.32,71.19,131418,97634,0.1,251751,128671,123080,2023,2022,2022,2022,2022,2023,2023,2022,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2021,2021,2022,2023,2024,2024,2024,2023,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2020,2023,2022,2023,2022,2023,2020,2023,2020,2023,2023,2023,2023,2023,2023,2020,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023
01051003,Averlak,9.06,41.76,41.67,0,33.33,0,55.95,97.73,0,0,0,32.66,20,0,40,10,0,0,10,50,30,60,50,30,0,10,0,0,20,20,20,97.83,78.54,78.54,100,78.54,2.37,0.85,9.15,7.29,51.16,6.1,55.56,21.53,31.36,14.07,56.63,21.36,55.56,7.29,53.49,0,0,3.22,100,49.66,40.46,91.89,0.22,75,26.67,20,60,20,100,0,6.37,93.16,42.55,57.45,30.85,17.26,69.15,38.69,5.24,100,0,8.47,22.68,27.49,51.2,21.31,73.95,14.68,7.94,5.05,21.66,NA,NA,NA,NA,7.17,4.3,8.17,98.15,1.85,3.82,66.24,91.08,8.92,10,590,754.04,1.55,5.92,406,8.36,66.3,0,33.9,61.95,21.31,27.76,2505.12,318.72,3088.75,6034.96,3010.15,46.48,NA,2.03,35.74,34.9,31.03,14.29,0,1.72,0,0,1.59,1.54,1.64,65.12,73.29,523.32,8096.76,33.9,907.69,0,0,3.39,14305.08,0,680.39,94.05,0,0,0,29081.87,0,2254.24,4,-274.32,278.15,0,412.76,0,0,0,68.23,57.65,78.1,50,31.43,0,0,0,0,0,42.86,74,277,0.11,590,293,297,2023,2022,2022,2022,2022,2023,2023,2022,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,NA,NA,NA,NA,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2021,2021,2022,2023,2024,2024,2024,2023,2022,2023,2023,2023,2023,NA,2023,2023,2022,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2020,2023,2022,2023,2022,2023,2020,2023,2020,2023,2023,2023,2023,2023,2023,2020,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023
01051010,Brickeln,6.07,44.25,83.33,0,16.67,0,47.37,7.73,4.97,0,4.97,35.82,40,0,50,0,0,0,0,20,40,40,80,40,20,20,0,0,40,0,25,96.74,91.76,91.76,100,91.76,1.62,1.08,8.65,7.57,35.71,4.86,22.22,26.49,30.27,10.27,52.63,19.46,52.78,9.19,52.94,0,0,2.7,100,45.41,35,70,0.66,100,25,0,12.5,12.5,100,100,0,89.79,44.44,55.56,75,29.03,25,9.68,10.42,100,0,10.81,27.78,23.33,41.11,35.56,75.95,3.62,4.35,2.17,16.3,NA,NA,NA,NA,10.87,10.38,1.65,97.56,2.44,3.96,61.39,86.14,13.86,5,185,890.24,-11.9,-14.75,134,20.56,62.47,-5.21,-37.84,64.51,12,29.45,2494.91,1673.98,2533.04,2836.56,2533.04,46.31,NA,2.06,31.11,41.67,26.87,11.19,0,5,0,0,6.45,0,6.25,30.48,32.13,545.22,7159.9,216.22,280.3,0,0,0,29459.46,0,799.76,219.48,0,0,0,23963.12,0,1189.19,0,-820,1.51,0,483.9,0,0,0,68.66,66.07,70.51,54.17,15.49,1621.62,1621.62,0,0,0,100,10,92,0,185,84,101,2023,2022,2022,2022,2022,2023,2023,2022,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2019,2019,2023,2023,2023,2023,2020,2020,2020,2020,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,NA,NA,NA,NA,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2021,2021,2022,2023,2024,2024,2024,2023,2022,2023,2023,2023,2023,NA,2023,2023,2022,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2020,2023,2022,2023,2022,2023,2020,2023,2020,2023,2023,2023,2023,2023,2023,2020,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023
01051011,"Brunsbüttel, Stadt",65.21,38.79,55.17,8.97,35.86,52.8,14.31,89.44,45.17,49.18,64.01,36.09,24.49,24.4,24.44,31.38,30.95,31.56,3.57,42.86,21.68,59.44,57.4,66.84,2.55,14.8,13.69,15.56,20.15,22.62,18.22,44.87,97.56,98.42,100,98.69,2.21,2.5,10.6,6.77,44.2,4.92,38.5,21.75,24.26,13.58,50.64,26.99,53.37,13.41,56.15,100,0,4.71,0,49.35,43.05,63.29,1.2,63.69,19.23,17.89,51.94,19.63,80,32.5,5.81,79.1,57.85,42.15,65.41,9.36,34.59,4.95,7.41,32.73,67.27,15.86,24.96,27.08,46.33,26.6,45.22,31.53,5.62,4.33,17.16,NA,NA,NA,NA,22.24,0.67,29.41,88.75,11.16,7.1,58.34,57.46,42.54,392,12736,2657.43,0.12,1.45,7711,0,66.63,-8.91,12.96,64.47,26.33,30.28,1237.69,537.14,1395.09,1335.38,1098.14,47.06,2.32,1.97,43.96,92.69,44.59,20.58,2.36,4.73,4.03,5.35,3.6,3.38,3.84,195.31,307.1,510.43,9016.52,61.24,878.34,1.02,1.96,3.14,4049.94,4.32,1857.22,1942.04,4.73,2.36,99.75,31299.81,18.37,1614.32,19.47,33.42,635.06,19.47,229.23,0,0,0,62.95,55.12,70.11,56.77,175.72,533.92,518.22,7.85,18.13,3.48,54.81,7290,4854,0.02,12736,6285,6451,2023,2022,2022,2022,2022,2023,2023,2022,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,NA,NA,NA,NA,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2021,2021,2022,2023,2024,2024,2024,2023,2022,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2020,2023,2022,2023,2022,2023,2020,2023,2020,2023,2023,2023,2023,2023,2023,2020,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023
01051012,Buchholz,14.56,37.01,38.1,4.76,57.14,0,35.75,88.67,0,0,0,37.69,23.53,11.11,25,5.88,11.11,0,5.88,52.94,11.76,70.59,47.06,58.82,5.88,5.88,0,12.5,17.65,22.22,12.5,93.96,89.51,92.19,100,92.19,2.42,2.12,11.72,7.68,43.42,5.45,40.74,21.72,26.87,11.72,54.31,22.02,50.92,10.3,47.06,0,0,4.55,100,48.08,45.09,78.26,0.14,53.33,16.67,41.67,58.33,16.67,100,0,2.1,91.21,57.81,42.19,54.69,19.55,45.31,16.2,7,100,0,14.14,35.59,25,50,25,76.79,6.94,3.38,2.66,14.49,NA,NA,NA,NA,8.86,6.18,4.12,97.15,2.85,3.36,70.17,86.13,13.87,17,990,759.58,-2.94,-0.6,648,15.57,62.78,-6,-6.06,66.67,14.28,31.63,2997.77,604.87,3002.75,2945.03,2889.18,44.77,NA,2.23,36.04,45,33.64,19.14,0,0.88,0,1.59,1.78,2.5,1.12,67.99,75.89,451.45,7599.27,20.2,767.44,0,0,1.01,13414.14,6.06,667.32,183.53,0,0,10.3,28209.55,0,1020.2,9.52,-260,30.46,0,425.6,0,0,0,63.89,58.55,68.6,42.67,21.45,101.01,202.02,0,0,0,87.67,115,414,0.07,990,476,514,2023,2022,2022,2022,2022,2023,2023,2022,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,NA,NA,NA,NA,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2021,2021,2022,2023,2024,2024,2024,2023,2022,2023,2023,2023,2023,NA,2023,2023,2022,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2020,2023,2022,2023,2022,2023,2020,2023,2020,2023,2023,2023,2023,2023,2023,2020,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023
01051016,Burg (Dithmarschen),11.25,38.68,53.53,4.71,36.47,92.06,26.62,98.29,86.41,89.39,96.27,38.53,33.61,32.79,33.87,13.11,19.67,6.45,5.74,50,29.51,54.1,50.82,55.74,2.46,11.48,8.2,14.52,24.59,26.23,22.58,82.21,96.38,98.84,100,98.99,2.22,2.27,10.22,6.02,45.75,5.2,41.78,19.93,22.95,15.27,52.72,31.2,55.04,15.93,57.27,0,0,4.49,100,51.32,44.69,64.6,1.16,65.42,23.81,20.48,56.19,15.71,80,55.56,3.88,78.31,69.64,30.36,69.23,18.43,30.77,8.19,6.53,12.5,87.5,22.68,26.56,29.19,45.35,25.46,51.82,19.47,4.33,3.11,18.4,NA,NA,NA,NA,23.11,5.24,8.53,92.65,7.28,8.28,53.6,71.67,28.33,122,4100,781.42,-2.08,-1.01,2317,20.06,60.97,-13.07,7.32,66.07,13.53,31.01,557.55,380.05,657.29,612.91,503.13,48.71,NA,1.97,40.22,77.67,55.2,21.75,7.26,4.05,3.14,4.81,4.42,4.57,4.26,364.44,430.49,433.84,9042.99,31.71,1576.92,1.22,0.98,2.2,2148.78,1.95,663.38,207.68,7.26,0,10.44,29250.51,0,534.15,15.77,-98.92,62.21,0,665.62,0,0,0,63.79,59.36,68.15,47.91,29.53,292.68,243.9,0,7.26,0,48.59,743,1478,0.09,4100,2104,1996,2023,2022,2022,2022,2022,2023,2022,2022,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,NA,NA,NA,NA,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2021,2021,2022,2023,2024,2024,2024,2023,2022,2023,2023,2023,2023,NA,2023,2023,2022,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2020,2023,2022,2023,2022,2023,2020,2021,2020,2023,2023,2023,2023,2023,2023,2020,2023,2023,2023,2023,2022,2021,2023,2023,2023,2023,2023,2023,2023
01051021,Diekhusen-Fahrstedt,7.46,39.3,50,0,37.5,56.72,23.08,95.16,47.45,35.48,61.29,36.41,33.33,60,20,0,0,0,0,33.33,33.33,60,66.67,46.67,6.67,13.33,0,20,26.67,40,20,97.99,89.72,94.17,100,94.72,2.05,2.79,13.34,7.04,43.75,3.96,51.85,23.17,28.45,12.76,48.28,19.21,51.91,6.45,59.09,0,0,4.84,100,51.03,47.41,88,0.54,63.33,26.32,21.05,52.63,10.53,100,100,8.98,90.21,40,60,60,13.85,40,9.23,4.43,100,0,5.87,36.22,25.96,51.6,22.44,87.53,2.01,3.36,3.36,15.1,NA,NA,NA,NA,10.32,0.13,2.01,97.67,2.33,3.29,67.37,91.32,8.68,15,682,1524.31,-6.19,-3.12,456,10.95,72.17,-5.91,13.2,71.01,28.74,35.07,1249.91,475.52,1377.55,1470.49,947.09,44.14,NA,2.19,29.49,44.31,28.73,20.83,0,2.6,0,4.76,2.74,2.86,2.63,91.42,98.12,537.8,7615.53,58.65,885.71,4.4,0,4.4,9868.04,0,1147.81,891.91,0,0,8.51,29532.25,0,219.94,6.82,-496,-84.24,0,76.27,0,0,0,65.35,58.59,72.05,53.12,25.22,439.88,293.26,0,0,0,56.16,50,298,-0.13,682,348,334,2023,2022,2022,2022,2022,2023,2023,2022,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,NA,NA,NA,NA,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2021,2021,2022,2023,2024,2024,2024,2023,2022,2023,2023,2023,2023,NA,2023,2023,2022,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2020,2023,2022,2023,2022,2023,2020,2023,2020,2023,2023,2023,2023,2023,2023,2020,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023
01051022,Dingen,7.01,44.29,85.71,14.29,14.29,0,31.43,26.37,56.83,0,0,37.33,25,0,40,12.5,0,20,0,37.5,37.5,50,62.5,50,0,12.5,0,20,37.5,33.33,60,95.49,76.84,86.67,100,91.23,4.21,3.12,10.9,5.45,48.57,5.61,58.33,22.74,26.01,12.46,46.25,21.96,51.06,9.5,57.38,0,0,7.32,100,50.62,54.55,83.33,0.29,66.67,25,0,37.5,0,100,0,3.38,89.02,60.61,39.39,69.7,21.9,30.3,9.52,12.23,0,100,10.9,37.55,27.44,51.26,21.3,81.17,2.14,4.14,2.63,16.54,NA,NA,NA,NA,11.41,5.42,1.57,100,0,0.68,81.42,98.31,1.69,8,642,1290.43,0,2.23,402,9.24,65.75,4.59,-24.92,64.87,20.88,30.61,1862.99,1064.57,1097.13,3483.49,2181.05,44.1,NA,2.32,25.99,18.35,35.07,24.63,0,1.89,0,4,2.61,1.67,5.45,91.58,101.85,542.99,7368.02,31.15,802.5,0,0,1.56,9719.63,12.46,1050.55,639.12,0,0,0,30002.08,0,233.64,3.03,-269.44,86.3,0,81.56,0,0,0,66.17,54.37,78.57,53.39,33.8,778.82,934.58,155.76,0,0,60,72,266,0,642,325,317,2023,2022,2022,2022,2022,2023,2023,2022,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,NA,NA,NA,NA,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2021,2021,2022,2023,2024,2024,2024,2023,2022,2023,2023,2023,2023,NA,2023,2023,2022,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2020,2023,2022,2023,2022,2023,2020,2023,2020,2023,2023,2023,2023,2023,2023,2020,2023,2023,2023,2023,2022,2023,2023,2023,2023,2023,2023,2023,2023
