AGS,mun_name,return_period,rp_label,flood_area_m2_obs,flood_share_obs,flood_area_m2_adj,flood_share_adj,normalized_share,exposure_curve_type,monotone_adjustment_applied,low_signal_flag
01056015,"Elmshorn, Stadt",100,RP100,2003588.6899308,0.09225275091978546,2003588.6899308,0.09225275091978546,1,early exposure,FALSE,FALSE
01056015,"Elmshorn, Stadt",200,RP200,2003588.6899308,0.09225275091978546,2003588.6899308,0.09225275091978546,1,early exposure,FALSE,FALSE
01056015,"Elmshorn, Stadt",500,RP500,2003588.6899308,0.09225275091978546,2003588.6899308,0.09225275091978546,1,early exposure,FALSE,FALSE
01056016,Groß Nordende,10,RP10,4309751.386089006,0.807004835189029,4309751.386089006,0.807004835189029,1,early exposure,FALSE,FALSE
01056016,Groß Nordende,20,RP20,4309751.386089006,0.807004835189029,4309751.386089006,0.807004835189029,1,early exposure,FALSE,FALSE
01056016,Groß Nordende,50,RP50,4309751.386089006,0.807004835189029,4309751.386089006,0.807004835189029,1,early exposure,FALSE,FALSE
01056016,Groß Nordende,100,RP100,4309751.386089006,0.807004835189029,4309751.386089006,0.807004835189029,1,early exposure,FALSE,FALSE
01056016,Groß Nordende,200,RP200,4309751.386089006,0.807004835189029,4309751.386089006,0.807004835189029,1,early exposure,FALSE,FALSE
01056016,Groß Nordende,500,RP500,4309751.386089006,0.807004835189029,4309751.386089006,0.807004835189029,1,early exposure,FALSE,FALSE
12067473,Steinhöfel,10,RP10,704459.8672725172,0.00459244377816098,704459.8672725167,0.00459244377816098,0.7769228651877782,early exposure,FALSE,TRUE
12067473,Steinhöfel,20,RP20,704459.8672725172,0.00459244377816098,704459.8672725167,0.00459244377816098,0.7769228651877782,early exposure,FALSE,TRUE
12067473,Steinhöfel,50,RP50,830804.8222377803,0.00541609907676409,830804.8222377797,0.00541609907676409,0.9162640668288082,early exposure,FALSE,TRUE
12067473,Steinhöfel,100,RP100,880528.624967793,0.00574025348084402,880528.6249677922,0.00574025348084402,0.9711026191435119,early exposure,FALSE,TRUE
12067473,Steinhöfel,200,RP200,882344.0014211661,0.005752088100083,882344.0014211651,0.005752088100083,0.9731047310324541,early exposure,FALSE,TRUE
12067473,Steinhöfel,500,RP500,906730.7693438182,0.00591106786006486,906730.7693438169,0.00591106786006486,1,early exposure,FALSE,TRUE
12071032,Burg (Spreewald)/Bórkowy (Błota),10,RP10,4713578.945868225,0.13357285678745742,4713578.945868225,0.13357285678745742,0.885438898188143,early exposure,FALSE,FALSE
12071032,Burg (Spreewald)/Bórkowy (Błota),20,RP20,4853924.847283664,0.13754996276271717,4853924.847283664,0.13754996276271717,0.9118026701206016,early exposure,FALSE,FALSE
12071032,Burg (Spreewald)/Bórkowy (Błota),50,RP50,4990062.305849183,0.14140781036964445,4990062.305849183,0.14140781036964445,0.9373758922303215,early exposure,FALSE,FALSE
12071032,Burg (Spreewald)/Bórkowy (Błota),100,RP100,5093946.2334071,0.1443516611330597,5093946.2334071,0.1443516611330597,0.9568903358012663,early exposure,FALSE,FALSE
12071032,Burg (Spreewald)/Bórkowy (Błota),200,RP200,5213680.566414912,0.14774467885888212,5213680.566414913,0.14774467885888212,0.979382254810422,early exposure,FALSE,FALSE
12071032,Burg (Spreewald)/Bórkowy (Błota),500,RP500,5323437.851571162,0.15085496815283927,5323437.851571161,0.15085496815283927,1,early exposure,FALSE,FALSE
13076006,Barkhagen,10,RP10,1462873.7673067234,0.06635978965515077,1462873.7673067236,0.06635978965515077,0.6292406347823645,early exposure,FALSE,FALSE
13076006,Barkhagen,20,RP20,1932737.174533286,0.08767402576153217,1932737.1745332866,0.08767402576153217,0.8313477169050942,early exposure,FALSE,FALSE
13076006,Barkhagen,50,RP50,1942734.2614473489,0.08812751983573575,1942734.261447349,0.08812751983573575,0.8356478646392086,early exposure,FALSE,FALSE
13076006,Barkhagen,100,RP100,2224852.6352509498,0.10092514896947004,2224852.6352509502,0.10092514896947004,0.9569982836454749,early exposure,FALSE,FALSE
13076006,Barkhagen,200,RP200,2314826.9008759498,0.10500661756552272,2314826.9008759502,0.10500661756552272,0.9956998211815442,early exposure,FALSE,FALSE
13076006,Barkhagen,500,RP500,2324824.0600556373,0.10546011491788453,2324824.060055638,0.10546011491788453,1,early exposure,FALSE,FALSE
13076008,Belsch,10,RP10,179088.08889925308,0.00791311226139012,179088.08889925308,0.00791311226139012,0.7751404063544408,early exposure,FALSE,TRUE
13076008,Belsch,20,RP20,231039.5477143573,0.01020861794394933,231039.54771435724,0.01020861794394933,1,early exposure,FALSE,TRUE
13076008,Belsch,50,RP50,231039.5477143573,0.01020861794394933,231039.54771435724,0.01020861794394933,1,early exposure,FALSE,TRUE
13076008,Belsch,100,RP100,231039.5477143573,0.01020861794394933,231039.54771435724,0.01020861794394933,1,early exposure,FALSE,TRUE
13076008,Belsch,200,RP200,231039.5477143573,0.01020861794394933,231039.54771435724,0.01020861794394933,1,early exposure,FALSE,TRUE
13076008,Belsch,500,RP500,231039.5477143573,0.01020861794394933,231039.54771435724,0.01020861794394933,1,early exposure,FALSE,TRUE
13076009,Bengerstorf,10,RP10,1231093.7740906812,0.0372336832818748,1231093.7740906812,0.0372336832818748,0.9535082547897815,early exposure,FALSE,FALSE
13076009,Bengerstorf,20,RP20,1281115.7965516187,0.03874656896176955,1281115.7965516187,0.03874656896176955,0.9922513727728236,early exposure,FALSE,FALSE
13076009,Bengerstorf,50,RP50,1281115.7965516187,0.03874656896176955,1281115.7965516187,0.03874656896176955,0.9922513727728236,early exposure,FALSE,FALSE
13076009,Bengerstorf,100,RP100,1291120.2057313062,0.03904914623951908,1291120.2057313058,0.03904914623951908,1,early exposure,FALSE,FALSE
13076009,Bengerstorf,200,RP200,1291120.2057313062,0.03904914623951908,1291120.2057313058,0.03904914623951908,1,early exposure,FALSE,FALSE
13076009,Bengerstorf,500,RP500,1291120.2057313062,0.03904914623951908,1291120.2057313058,0.03904914623951908,1,early exposure,FALSE,FALSE
12067408,Rauen,10,RP10,35314.05714192462,0.00163502167800648,35314.05714192461,0.00163502167800648,0.20696937331325801,early exposure,FALSE,TRUE
12067408,Rauen,20,RP20,103612.4747653177,0.00479720134314652,103612.47476531763,0.00479720134314652,0.6072541844577426,early exposure,FALSE,TRUE
12067408,Rauen,50,RP50,103612.4747653177,0.00479720134314652,103612.47476531763,0.00479720134314652,0.6072541844577426,early exposure,FALSE,TRUE
12067408,Rauen,100,RP100,170624.5546217852,0.0078998242678727,170624.55462178504,0.0078998242678727,1,early exposure,FALSE,TRUE
12067408,Rauen,200,RP200,170624.5546217852,0.0078998242678727,170624.55462178504,0.0078998242678727,1,early exposure,FALSE,TRUE
12067408,Rauen,500,RP500,170624.5546217852,0.0078998242678727,170624.55462178504,0.0078998242678727,1,early exposure,FALSE,TRUE
14625240,"Hoyerswerda / Wojerecy, Stadt",10,RP10,191903.4846401716,0.00200465466142966,191903.48464017108,0.00200465466142966,1,early exposure,FALSE,TRUE
14625240,"Hoyerswerda / Wojerecy, Stadt",20,RP20,191903.4846401716,0.00200465466142966,191903.48464017108,0.00200465466142966,1,early exposure,FALSE,TRUE
14625240,"Hoyerswerda / Wojerecy, Stadt",50,RP50,191903.4846401716,0.00200465466142966,191903.48464017108,0.00200465466142966,1,early exposure,FALSE,TRUE
14625240,"Hoyerswerda / Wojerecy, Stadt",100,RP100,191903.4846401716,0.00200465466142966,191903.48464017108,0.00200465466142966,1,early exposure,FALSE,TRUE
14625240,"Hoyerswerda / Wojerecy, Stadt",200,RP200,191903.4846401716,0.00200465466142966,191903.48464017108,0.00200465466142966,1,early exposure,FALSE,TRUE
14625240,"Hoyerswerda / Wojerecy, Stadt",500,RP500,191903.4846401716,0.00200465466142966,191903.48464017108,0.00200465466142966,1,early exposure,FALSE,TRUE
13076010,Besitz,10,RP10,5806686.83491944,0.26159765250401495,5806686.83491944,0.26159765250401495,0.43457413411494134,early exposure,FALSE,FALSE
13076010,Besitz,20,RP20,6422706.071946473,0.28934999921823584,6422706.071946473,0.28934999921823584,0.48067719325001934,early exposure,FALSE,FALSE
13076010,Besitz,50,RP50,8178033.207671385,0.3684294245664093,8178033.207671385,0.3684294245664093,0.6120463873847495,early exposure,FALSE,FALSE
13076010,Besitz,100,RP100,13361681.466977948,0.6019585014035509,13361681.466977948,0.6019585014035509,0.9999921330202338,early exposure,FALSE,FALSE
13076010,Besitz,200,RP200,13361681.466977948,0.6019585014035509,13361681.466977948,0.6019585014035509,0.9999921330202338,early exposure,FALSE,FALSE
13076010,Besitz,500,RP500,13361786.583882645,0.6019632370361566,13361786.583882643,0.6019632370361566,1,early exposure,FALSE,FALSE
16065085,Kyffhäuserland,10,RP10,1294386.1012334726,0.01002229682192799,1294386.1012334719,0.01002229682192799,0.43158737008546066,early exposure,FALSE,FALSE
16065085,Kyffhäuserland,20,RP20,1804543.473303785,0.01397239224083823,1804543.4733037842,0.01397239224083823,0.6016892263489975,early exposure,FALSE,FALSE
16065085,Kyffhäuserland,50,RP50,2294698.3043584726,0.01776761006715046,2294698.3043584726,0.01776761006715046,0.7651216320801678,early exposure,FALSE,FALSE
16065085,Kyffhäuserland,100,RP100,2324708.4645147226,0.01799997561285039,2324708.4645147217,0.01799997561285039,0.7751279247043983,early exposure,FALSE,FALSE
16065085,Kyffhäuserland,200,RP200,2554780.367835035,0.0197813984072274,2554780.3678350346,0.0197813984072274,0.8518408371730557,early exposure,FALSE,FALSE
16065085,Kyffhäuserland,500,RP500,2999128.7765839035,0.02322194187458133,2999128.776583903,0.02322194187458133,1,early exposure,FALSE,FALSE
16065086,"Artern, Stadt",10,RP10,6884766.443034862,0.15341379015748316,6884766.443034862,0.15341379015748316,0.5242733975637066,early exposure,FALSE,FALSE
16065086,"Artern, Stadt",20,RP20,7729568.018286555,0.17223856985955885,7729568.018286555,0.17223856985955885,0.5886048452299458,early exposure,FALSE,FALSE
16065086,"Artern, Stadt",50,RP50,8454766.90065202,0.1883982333836877,8454766.900652021,0.1883982333836877,0.6438285750562184,early exposure,FALSE,FALSE
