municipalities,municipalities_with_vulnerability_index,rp100_mean,rp100_median,vuln_mean,vuln_sd,corr_vuln_rp100,corr_main_pca23_70pct,corr_pca23_70pct_pca23_kaiser
835,834,0.2535081098513903,0.12943755364483,-4.659209335956892e-18,0.9999999999999997,-0.0495204593270215,0.44055260449649297,0.996530617601882
