AGS,municipality_name,protection_available,loss_portfolio_status,river_context_class,distance_to_elbe_m,intersects_elbe_main,near_elbe_1km,near_elbe_5km,intersects_major_wfd_river,intersects_any_wfd_river,major_wfd_names,any_wfd_names,flood_share_rp10,flood_share_rp20,flood_share_rp50,flood_share_rp100,flood_share_rp200,flood_share_rp500,protection_return_period,annual_loss_probability,n_nonzero_years
01051064,Kuden,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,6865.572098970685,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Burger Au; Helmschen Bach; Friedrichshofer Au; Nord-Ostsee-Kanal,0.32599843614606405,0.3519958122009083,0.35393232510208344,0.35393232510208344,0.35393232510208344,0.35393232510208344,NA,NA,NA
01051072,"Marne, Stadt",FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,8622.970976658205,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Helser Fleet; Neufelder Fleet,0.3793679806355561,0.6172077204894261,0.6794710537109333,0.6794710537109333,0.6794710537109333,0.6794710537109333,NA,NA,NA
01051073,Marnerdeich,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,9384.7675050093585,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Neufelder Fleet,0.7931448062945717,0.8406740733640445,0.9613382129725072,0.9613382129725072,0.9613382129725072,0.9613382129725072,NA,NA,NA
01051076,Neufeld,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,4069.063693449446,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Helser Fleet; Neufelder Fleet,0.8984909281619886,0.975840813486637,0.9811271890166724,0.9811271890166724,0.9811271890166724,0.9811271890166724,NA,NA,NA
01051077,Neufelderkoog,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,4051.6774928966297,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Neufelder Fleet,0.8074496595130423,0.9180336898243656,0.9346528757513712,0.9346528757513712,0.9346528757513712,0.9346528757513712,NA,NA,NA
01051090,Ramhusen,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,5785.153133169885,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Helser Fleet,0.9901601401886384,0.999999950457228,0.999999950457228,0.999999950457228,0.999999950457228,0.999999950457228,NA,NA,NA
01051097,Sankt Michaelisdonn,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,9378.87971927195,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Helser Fleet; Friedrichshofer Au,0.4148732821547035,0.45124763288228,0.45124763288228,0.45124763288228,0.45124763288228,0.45124763288228,NA,NA,NA
01051103,Schmedeswurth,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,5554.369776114964,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Helser Fleet; Neufelder Fleet,0.8543968576630186,0.9813864691774452,0.9813864691774452,0.9813864691774452,0.9813864691774452,0.9813864691774452,NA,NA,NA
01051119,Volsemenhusen,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,7977.312141550517,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Helser Fleet,0.9839548661049364,0.9987666686683098,0.9987666686683098,0.9987666686683098,0.9987666686683098,0.9987666686683098,NA,NA,NA
01053006,Basedow,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,3569.9672959680674,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Lanzer Graben/Augang; Elbe-Lübeck-Kanal,0.00104174175090596,0.00104174175090596,0.00104174175090596,0.08653309894451502,0.09185407111991194,0.09185407111991194,NA,NA,NA
01053012,Börnsen,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,2382.088425802506,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Brookwetterung; Amelungsbach,0.1377822132390492,0.17924571258257344,0.17924571258257344,0.17924571258257344,0.17924571258257344,0.201172406060828,NA,NA,NA
01053019,Buchhorst,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,1166.4077343803017,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Lanzer Graben/Augang; Elbe-Lübeck-Kanal,0.155425063003155,0.155425063003155,0.155425063003155,0.2809516364205448,0.2809516364205448,0.2809516364205448,NA,NA,NA
01053022,Dalldorf,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,5123.498887812852,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Lanzer Graben/Augang; Obere Delvenau; Elbe-Lübeck-Kanal; Linau,0.03755577082905762,0.03755577082905762,0.03755577082905762,0.13330370673318,0.16447277273620148,0.16447277273620148,NA,NA,NA
01053132,Witzeeze,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,8111.7516035553335,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Riedebek; Obere Delvenau; Elbe-Lübeck-Kanal; Linau; Steinau,0,0,0,0,0.00114195115773907,0.00114195115773907,NA,NA,NA
01056015,"Elmshorn, Stadt",FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,9706.795894504095,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Krückau; Vielmoor Au,0.06291093009503837,0.08640207912592482,0.08640207912592482,0.09225275091978546,0.09225275091978546,0.09225275091978546,NA,NA,NA
01056016,Groß Nordende,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,6432.910045607307,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Außenpriel,0.807004835189029,0.807004835189029,0.807004835189029,0.807004835189029,0.807004835189029,0.807004835189029,NA,NA,NA
01056020,Haseldorf,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,1551.6195770075406,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Hauptgraben; Lanner-Kuhlenfleth,0.8116785391357255,0.8717516355930596,0.910660762240986,0.9209927566288733,0.9209927566288733,0.9209927566288733,NA,NA,NA
01056024,Heist,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,5112.272660145496,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Holmau; Lanner-Kuhlenfleth,0.07395966958776597,0.07395966958776597,0.08841354408756708,0.09075460133706369,0.09860334039594527,0.09860334039594527,NA,NA,NA
01056028,Holm,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,3694.4255150701656,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Holmau; Lanner-Kuhlenfleth,0.10914999635928824,0.11219586837486704,0.1311852533929231,0.1311852533929231,0.1311852533929231,0.13338937619522717,NA,NA,NA
01056029,Klein Nordende,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,8933.533389568473,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Wischwettern; Vielmoor Au,0.12390180224217914,0.12390180224217914,0.12390180224217914,0.12390180224217914,0.12390180224217914,0.12390180224217914,NA,NA,NA
01056033,Seester,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,5186.332821628867,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Hauptkanal; Wischwettern; Außenpriel; Krückau,0.9569993465832142,0.9683221709083656,0.9684258448793523,0.9684258448793523,0.9684258448793523,0.9684258448793523,NA,NA,NA
01056036,Moorrege,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,4781.232382929588,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Hauptgraben; Pinnau (Unterlauf),0.41130850681458697,0.41130850681458697,0.41130850681458697,0.416463595676039,0.43147272375611145,0.43147272375611145,NA,NA,NA
01056037,Neuendeich,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,4326.816239152705,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Außenpriel; Hauptgraben; Pinnau (Unterlauf),0.943757599567536,0.943757599567536,0.943757599567536,0.9577762765844444,0.9708926150094546,0.970892662409952,NA,NA,NA
01056038,Osterhorn,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,21364.245524614424,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Randkanal; Hörner Au,0,0,0,0.00934476796467587,0.00945512681366212,0.04191526835858525,NA,NA,NA
01056042,Raa-Besenbek,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,6302.405368172621,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Hauptkanal; Krückau,0.9298926672308636,0.939895852007217,0.9413778525130432,0.9789382503310504,0.9789382503310504,0.9789382503310504,NA,NA,NA
01056049,"Uetersen, Stadt",FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,7161.188899706738,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Außenpriel; Ohrtbrooksgraben; Pinnau (Unterlauf),0.2623440786052004,0.2623440786052004,0.2623440786052004,0.2623440786052004,0.27133321084134787,0.27221150838718994,NA,NA,NA
01056051,Westerhorn,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,19395.248994515172,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Hörner Au; Kremper Au,0,0.02117518859271298,0.02117518859271298,0.16155146616638383,0.1678618133821375,0.22993005673282005,NA,NA,NA
01058007,Arpsdorf,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,37048.614867636425,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör bis Mndg Bünzau,0.02571586281828035,0.02590258970000725,0.02590258970000725,0.02590258970000725,0.02590258970000725,0.02590258970000725,NA,NA,NA
01058009,Aukrug,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,35177.38555952293,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Bredenbek OL; Mitbek / Höllenau / Bünzau; Buckener Au / Fuhlenau,0,1.7353824233613574e-4,1.7353824233613574e-4,1.7353824233613574e-4,1.7353824233613574e-4,1.7353824233613574e-4,NA,NA,NA
01058026,Bovenau,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,60252.758911038436,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Bredenbek; Bovenau; Alte Eider; Nord-Ostsee-Kanal,0.00325836996751695,0.00325836996751695,0.00325836996751695,0.00325836996751695,0.00325836996751695,0.00325836996751695,NA,NA,NA
01058029,Breiholz,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,38094.1548695732,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Haarbek; Luhnau; Nord-Ostsee-Kanal; Fuhlenau/Haalerau UL; Wisbek UL,0,0.08984042756054753,0.12490237056360978,0.12490237056360978,0.12490237056360978,0.12490237056360978,NA,NA,NA
01058035,Bünsdorf,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,60502.82809386522,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Schirnauer Au; Nord-Ostsee-Kanal,0.02908564001855341,0.02908564001855341,0.02908564001855341,0.02908564001855341,0.02908564001855341,0.02983601998001945,NA,NA,NA
01058044,Ehndorf,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,37563.59601328897,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Bullenbek; Mitbek / Höllenau / Bünzau; Stör bis Mndg Bünzau,0.00351943492890091,0.00521745393017114,0.00521745393017114,0.00521745393017114,0.00521745393017114,0.00521745393017114,NA,NA,NA
01058075,Hörsten,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,42747.14719672407,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Bokeler Au; Luhnau; Nord-Ostsee-Kanal,0,0.00730408645012892,0.00730408645012892,0.00730408645012892,0.00730408645012892,0.00730408645012892,NA,NA,NA
01058119,Oldenbüttel,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,32730.227502492788,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Hanerau UL; Nord-Ostsee-Kanal,0,0,5.115814049974159e-4,0.00982811266292275,0.02064606062450626,0.02064606062450626,NA,NA,NA
01058124,Osterrönfeld,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,50953.58800929453,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Nord-Ostsee-Kanal; Mühlenau; Linnbek,0.02666341061238667,0.02666341061238667,0.02666341061238667,0.02666341061238667,0.02666341061238667,0.02666341061238667,NA,NA,NA
01058132,Rade b. Rendsburg,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,53595.50764545287,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Schirnauer Au; Nord-Ostsee-Kanal; Mühlenau,0.09240672580349936,0.09240672580349936,0.09240672580349936,0.09240672580349936,0.09546613374521531,0.1046449444069053,NA,NA,NA
01058135,"Rendsburg, Stadt",FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,50420.50241460722,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Nord-Ostsee-Kanal,0.08939714463468973,0.09012288001442705,0.09012288001442705,0.09012288001442705,0.09012288001442705,0.09012288001442705,NA,NA,NA
01058140,Schacht-Audorf,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,55256.10609837095,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Nord-Ostsee-Kanal,0.13668077590029976,0.13668077590029976,0.13668077590029976,0.13668077590029976,0.13668077590029976,0.13668077590029976,NA,NA,NA
01058148,Schülp b. Rendsburg,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,45269.40422960995,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Bokeler Au; Jevenstedter Teichgraben; Nord-Ostsee-Kanal,0.00464401582916714,0.01837287604511113,0.04859233947361929,0.07521610068246752,0.07646255070896647,0.07770900073546542,NA,NA,NA
01058158,Tackesdorf,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,34596.39418680001,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Nord-Ostsee-Kanal; Fuhlenau/Haalerau UL,0.00281890682377653,0.00281890682377653,0.00281890682377653,0.00292547463855813,0.00998276032171324,0.00998276032171324,NA,NA,NA
01058172,Westerrönfeld,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,49414.722686206216,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Nord-Ostsee-Kanal,0.04193463619751388,0.0483832557780129,0.0483832557780129,0.0483832557780129,0.0483832557780129,0.0483832557780129,NA,NA,NA
01060063,"Norderstedt, Stadt",FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,11213.44981946411,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Muehlenau; Mühlenau; Mühlenau / Düpenau; Gronau; Tarpenbek; Mellingbek,0,0,0,0,0,0.00961985293251876,NA,NA,NA
01061002,Aebtissinwisch,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,10122.311454648749,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör UL und NG,0.9915640344454516,0.99242063961745,0.9932158821164624,0.996529387836776,0.996529387836776,0.996529387836776,NA,NA,NA
01061004,Altenmoor,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,6976.840361992157,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Hauptkanal,0.929942727996147,0.929942727996147,0.929942727996147,0.9683141462211708,0.9683141462211708,0.9683141462211708,NA,NA,NA
01061005,Auufer,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,22424.38346335727,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Moordiekeraugraben; Kätners Graben; Bramau; Randkanal; Stör UL und NG,0.00274815814779153,0.02136414293227689,0.04160016935800251,0.04742628454217285,0.05488517613382579,0.05488517613382579,NA,NA,NA
01061006,Bahrenfleth,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,5473.485198575856,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Neuenbrooker Hauptwetter; Stör UL und NG,0.8518824378099017,0.9502570803705892,0.9502570803705892,0.9840732430124898,0.9840732430124898,0.9840732430124898,NA,NA,NA
01061007,Beidenfleth,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,3465.467566231504,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Stör UL und NG; Kampritter Wettern,0.9143891991638984,0.9293112109967488,0.9293112109967488,0.9803839099083128,0.9803839099083128,0.9803839099083128,NA,NA,NA
01061008,Bekdorf,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,10210.523328802361,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör UL und NG; Moorhusener Wettern,0.9833792885297598,0.9833792885297598,0.9833792885297598,0.9944597280232048,0.9944597280232048,0.9944597280232048,NA,NA,NA
01061010,Bekmünde,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,11226.401569222235,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör UL und NG,0.9729722647655926,0.9729722647655926,0.9729722647655926,0.996536028622899,0.996536028622899,0.996536028622899,NA,NA,NA
01061012,Blomesche Wildnis,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,1691.5087263865264,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Kremper und Herzhorner Rhin; Alte Wettern,0.9536059148840612,0.9536059148840612,0.9536059148840612,0.979923471535074,0.979923471535074,0.9871409265145594,NA,NA,NA
01061014,Bokhorst,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,11726.274203141207,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör UL und NG; Besdorfer Bach,0.03764660903974933,0.03764660903974933,0.03764660903974933,0.03764660903974933,0.03764660903974933,0.03764660903974933,NA,NA,NA
01061015,Borsfleth,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,1645.9342115080804,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Neuenbrooker Hauptwetter; Stör UL und NG,0.8352854821268576,0.8668555222558718,0.8696951330621353,0.9624829952879952,0.9624829952879952,0.9624829952879952,NA,NA,NA
01061016,Breitenberg,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,20776.513909022964,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör UL und NG,0.5161329952027243,0.6307434181171327,0.6882778152197063,0.7016609074331827,0.7143618674509526,0.8244360192667068,NA,NA,NA
01061017,Breitenburg,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,11709.359373060732,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Hörner Au; Stör UL und NG,0.10911141304041032,0.3896947573213775,0.3926355136210787,0.4277565054180365,0.4396848823628156,0.44836553886590225,NA,NA,NA
01061019,Brokstedt,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,31618.563550022056,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör oberhalb Kellinghusen; Hardebek-Brokenlander Au UL/Wiemersdorfer Au UL,0.00773084482888363,0.0273894864106214,0.03040499695444531,0.03040499695444531,0.03040499695444531,0.03107465771088253,NA,NA,NA
01061022,Dägeling,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,10506.297483920824,FALSE,FALSE,FALSE,FALSE,TRUE,NA,"Moorwettern, Augraben",0.08304410761287723,0.1170907376772386,0.1170907376772386,0.16050821991912903,0.16050821991912903,0.16050821991912903,NA,NA,NA
01061023,Dammfleth,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,3369.8175777468205,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Stör UL und NG; Kampritter Wettern,0.9927192518766402,0.9927192518766402,0.9927192518766402,0.9987269971323824,0.9987269971323824,0.9987269971323824,NA,NA,NA
01061025,Ecklak,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,5293.167196552946,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör UL und NG,0.9597146940434256,0.9705909211029796,0.9745837365251846,0.9793612387748794,0.9793612387748794,0.9793612387748794,NA,NA,NA
01061026,Elskop,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,5864.3522082015625,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Alte Wettern,0.9735073558243964,0.9735073558243964,0.9735073558243964,0.9991030961095068,0.9991030961095068,0.9991030961095068,NA,NA,NA
01061027,Engelbrechtsche Wildnis,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,3278.861604731367,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Schwarzwasser UL; Kremper und Herzhorner Rhin,0.9686731176359732,0.9686731176359732,0.9686731176359732,0.9939369730764124,0.9939369730764124,0.9939369730764124,NA,NA,NA
01061028,Fitzbek,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,31318.075123917464,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör oberhalb Kellinghusen; Wegebek FRHB; Hardebek-Brokenlander Au UL/Wiemersdorfer Au UL,0.04589844230827867,0.143401148211405,0.16870781331426832,0.16968050824452496,0.16968050824452496,0.16983998099193415,NA,NA,NA
01061030,Grevenkop,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,8486.373660094197,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Neuenbrooker Hauptwetter; Stör UL und NG,0.9615214770661143,0.9849451853524294,0.9849451853524294,0.998286412593139,0.998286412593139,0.998286412593139,NA,NA,NA
01061031,Gribbohm,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,13499.02614087419,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Ottenkrugsbach/Randgraben; Holstenau/Moorkanal; Holstenau; Nord-Ostsee-Kanal,0.17938908284989263,0.17938908284989263,0.1794128895677165,0.18783108344376184,0.18783108344376184,0.18783108344376184,NA,NA,NA
01061034,Heiligenstedten,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,10226.921942469638,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör UL und NG,0.7051850588265277,0.7275585299884134,0.7275585299884134,0.770317884092937,0.770317884092937,0.770317884092937,NA,NA,NA
01061037,Herzhorn,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,3461.0300058565062,FALSE,FALSE,TRUE,FALSE,TRUE,NA,"Schwarzwasser UL; Schwarzwasser OL; Kremper und Herzhorner Rhin; Herzhorner Wettern, Grönländer Wettern",0.9805962542331342,0.9805962542331342,0.9805962542331342,0.9967665374868828,0.9967665374868828,0.9967665374868828,NA,NA,NA
01061039,Hodorf,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,8009.354803190775,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Klosterschleusen-Wttern; Stör UL und NG; Moorhusener Wettern,0.879419597739698,0.9221211722198368,0.9221211722198368,0.973283504263225,0.973283504263225,0.973283504263225,NA,NA,NA
01061040,Hohenaspe,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,18769.435115274573,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Rolloher Bek; Bekau ML; Mühlenau; Mühlenbach,0,0,0,0.00694744243612987,0.00694744243612987,0.00694744243612987,NA,NA,NA
01061041,Hohenfelde,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,13852.741020077148,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör UL und NG; Horstgraben; Kremper Au,0.15940474440672608,0.33997438576659617,0.33997438576659617,0.47493876667828544,0.520017878214621,0.520017878214621,NA,NA,NA
01061044,Horst (Holstein),FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,10870.688711107668,FALSE,FALSE,FALSE,FALSE,TRUE,NA,"Schwarzwasser OL; Vorfluter Dovenmühle; Horstgraben; Herzhorner Wettern, Grönländer Wettern",0.15669040726316855,0.15669040726316855,0.15669040726316855,0.2068633552157003,0.2177901824933531,0.2177901824933531,NA,NA,NA
01061045,Huje,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,14376.694514214341,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Bekau ML,0.14639010555751938,0.14639010555751938,0.14639010555751938,0.16686202032522993,0.16686202032522993,0.16686202032522993,NA,NA,NA
01061046,"Itzehoe, Stadt",FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,11300.649699043573,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Rantzau; Stör UL und NG,0.10302189738359672,0.112167117498423,0.112167117498423,0.13503936425119054,0.13503936425119054,0.13503936425119054,NA,NA,NA
01061047,Kaaks,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,16251.008021021473,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Bekau ML; Mühlenau,0.07543761822605635,0.07543761822605635,0.07543761822605635,0.1278613687280619,0.1278613687280619,0.1278613687280619,NA,NA,NA
01061049,"Kellinghusen, Stadt",FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,24593.993381543747,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Quarnbach / Mühlenbek UL; Stör oberhalb Kellinghusen; Bramau; Stör UL und NG,0.3082093994213374,0.31675343268945505,0.31699389266134853,0.32168783549270735,0.33233824252471056,0.34617676877139886,NA,NA,NA
01061050,Kiebitzreihe,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,8489.187921655106,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Hauptkanal,0.7805589510038724,0.7805589510038724,0.7805589510038724,0.8526069703590478,0.8526069703590478,0.8526069703590478,NA,NA,NA
01061052,Kleve,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,12467.964393348335,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör UL und NG,0.3483255078538297,0.3483255078538297,0.3483255078538297,0.4155675548991779,0.4155675548991779,0.4155675548991779,NA,NA,NA
01061053,Kollmoor,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,17808.197750160387,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Moordiekeraugraben; Rantzau; Stör UL und NG,0.2949369037551216,0.2949369037551216,0.5208658492274554,0.5818278117025228,0.6560585047686389,0.909270450868343,NA,NA,NA
01061054,Krempdorf,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,5116.262922442686,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör UL und NG; Alte Wettern,0.952365068569156,0.9545244894856528,0.9545244894856528,0.9955165171326495,0.9955165171326495,0.9955165171326495,NA,NA,NA
01061055,"Krempe, Stadt",FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,7539.94616036486,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Neuenbrooker Hauptwetter; Stör UL und NG; Alte Wettern,0.8219609097559253,0.8586239257477971,0.8586239257477971,0.9124036292973304,0.9124036292973304,0.9124036292973304,NA,NA,NA
01061056,Kremperheide,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,9567.209764833058,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Klosterschleusen-Wttern,0.04276790710811504,0.09403617237636686,0.09403617237636686,0.2025130576383984,0.2025130576383984,0.2025130576383984,NA,NA,NA
01061057,Krempermoor,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,9373.605785446935,FALSE,FALSE,FALSE,FALSE,TRUE,NA,"Neuenbrooker Hauptwetter; Moorwettern, Augraben",0.6655380762580272,0.8058611481835315,0.8058611481835315,0.8852760311904143,0.8852760311904143,0.8852760311904143,NA,NA,NA
01061058,Kronsmoor,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,16999.84553111844,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Hörner Au; Stör UL und NG,0.30392836230399356,0.4932118672294115,0.625501887048426,0.6555783476450446,0.8206001835137443,0.8778957057823529,NA,NA,NA
01061059,Krummendiek,FALSE,not_in_damage_loss_portfolio,only minor/other WFD water bodies,10388.094875116847,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Stör UL und NG; Moorhusener Wettern,0.9831230095243064,0.9831230095243064,0.9831230095243064,0.9999998759408512,0.9999998759408512,0.9999998759408512,NA,NA,NA
